Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2021-07-06 - 2021-07-07,1 days,2021-07-19,532.28,2021-07-22,511.77,3 days,3.9%,Fall by 4.05%,56.3%
Sell,2021-08-31 - 2021-09-02,2 days,2021-09-14,577.76,2021-09-21,573.14,5 days,0.8%,Fall by -1.55%,57.1%
Sell,2021-10-25 - 2021-10-26,1 days,2021-11-02,677.72,2021-11-09,655.99,5 days,3.2%,Fall by 11.15%,60.3%
Sell,2021-10-29 - 2021-11-17,13 days,2021-11-23,654.06,2021-12-06,612.69,9 days,6.3%,Fall by 10.29%,66.7%
Buy,2021-12-02 - 2021-12-03,1 days,2021-12-16,591.06,2022-01-13,519.2,20 days,-12.2%,Rise by -12.16%,54.5%
Buy,2021-12-03 - 2021-12-17,10 days,2021-12-21,604.92,2022-01-07,541.06,13 days,-10.6%,Rise by -10.56%,43.9%
Sell,2021-12-27 - 2021-12-28,1 days,2022-01-03,597.37,2022-01-11,540.84,6 days,9.5%,Fall by 14.92%,53.4%
Buy,2022-01-20 - 2022-01-24,2 days,2022-01-27,386.7,2022-01-31,427.14,2 days,10.5%,Rise by -11.62%,63.9%
Buy,2022-03-08 - 2022-03-14,4 days,2022-03-16,357.53,2022-03-18,380.6,2 days,6.5%,Rise by -36.74%,70.3%
Buy,2022-04-12 - 2022-04-14,2 days,2022-04-19,348.61,2022-04-20,226.19,1 days,-35.1%,Rise by -45.98%,35.2%
Buy,2022-04-29 - 2022-05-04,3 days,2022-05-13,187.64,2022-05-31,197.44,12 days,5.2%,Rise by 9.3%,40.4%
Sell,2022-06-02 - 2022-06-08,4 days,2022-06-13,169.69,2022-06-15,180.11,2 days,-6.1%,Fall by -2.81%,34.3%
Sell,2022-06-27 - 2022-06-28,1 days,2022-07-11,177.34,2022-07-14,174.78,3 days,1.4%,Fall by -23.0%,35.7%
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,221.42,2022-08-04,229.91,2 days,-3.8%,Fall by 1.49%,31.9%
Sell,2022-09-12 - 2022-09-15,3 days,2022-09-22,237.05,2022-09-26,224.07,2 days,5.5%,Fall by 9.6%,37.4%
Sell,2022-10-25 - 2022-10-26,1 days,2022-10-31,291.88,2022-11-08,263.46,6 days,9.7%,Fall by 5.14%,47.1%
Sell,2022-10-26 - 2022-11-15,14 days,2022-11-18,287.98,2022-11-25,285.54,5 days,0.8%,Fall by 3.85%,47.9%
Sell,2022-12-02 - 2022-12-05,1 days,2022-12-15,290.41,2022-12-21,297.96,4 days,-2.6%,Fall by -0.81%,45.3%
Sell,2023-01-12 - 2023-01-13,1 days,2023-01-19,315.78,2023-01-20,342.5,1 days,-8.5%,Fall by 7.29%,36.9%
Sell,2023-01-26 - 2023-02-03,6 days,2023-02-13,358.57,2023-02-24,317.15,9 days,11.6%,Fall by 13.02%,48.4%
Buy,2023-03-03 - 2023-03-13,6 days,2023-03-23,320.37,2023-03-31,345.48,6 days,7.8%,Rise by 38.99%,56.3%
Sell,2023-06-14 - 2023-06-15,1 days,2023-06-21,424.45,2023-06-30,440.49,7 days,-3.8%,Fall by 2.66%,52.5%
Sell,2023-06-15 - 2023-07-05,14 days,2023-07-21,427.5,2023-07-28,425.78,5 days,0.4%,Fall by 5.73%,52.9%
Buy,2023-09-22 - 2023-09-28,4 days,2023-10-02,380.33,2023-10-19,401.77,13 days,5.6%,Rise by 26.09%,58.5%
Sell,2023-11-17 - 2023-11-22,3 days,2023-12-01,465.74,2023-12-07,452.0,4 days,3.0%,Fall by -0.59%,61.5%
Sell,2023-12-20 - 2024-01-11,16 days,2024-01-17,480.33,2024-01-24,544.87,5 days,-13.4%,Fall by -15.45%,48.0%
Sell,2024-02-16 - 2024-02-27,7 days,2024-03-06,597.69,2024-03-14,613.01,6 days,-2.6%,Fall by 7.87%,45.5%
Sell,2024-03-04 - 2024-03-18,10 days,2024-03-28,607.33,2024-04-03,630.08,4 days,-3.7%,Fall by 9.33%,41.7%
Sell,2024-03-26 - 2024-04-04,7 days,2024-04-10,618.58,2024-04-16,617.52,4 days,0.2%,Fall by 10.98%,41.9%
Sell,2024-05-13 - 2024-05-15,2 days,2024-05-23,635.67,2024-05-29,654.62,4 days,-3.0%,Fall by 5.84%,38.9%
Sell,2024-05-21 - 2024-05-24,3 days,2024-05-31,641.62,2024-06-14,669.38,10 days,-4.3%,Fall by 6.71%,34.6%
Sell,2024-06-21 - 2024-06-27,4 days,2024-07-11,652.75,2024-07-22,647.5,7 days,0.8%,Fall by 8.3%,35.4%
Buy,2024-07-19 - 2024-07-30,7 days,2024-08-06,609.57,2024-08-14,661.68,6 days,8.5%,Rise by 15.06%,44.0%
Sell,2024-09-25 - 2024-09-26,1 days,2024-10-03,706.8,2024-10-09,727.43,4 days,-2.9%,Fall by -17.2%,41.0%
Sell,2024-10-10 - 2024-10-11,1 days,2024-10-16,702.0,2024-10-18,763.89,2 days,-8.8%,Fall by -18.01%,32.2%
Sell,2024-11-20 - 2024-11-21,1 days,2024-11-26,872.6,2024-12-02,897.74,4 days,-2.9%,Fall by 5.07%,29.3%
Sell,2024-12-06 - 2024-12-11,3 days,2024-12-18,889.55,2024-12-24,932.12,4 days,-4.8%,Fall by 6.87%,24.6%
Sell,2025-02-06 - 2025-02-10,2 days,2025-02-19,1043.33,2025-02-26,990.06,5 days,5.1%,Fall by 14.59%,29.7%
Sell,2025-04-30 - 2025-05-02,2 days,2025-05-09,1140.22,2025-05-13,1138.4399,2 days,0.2%,Fall by -0.67%,29.8%
Sell,2025-06-04 - 2025-06-05,1 days,2025-06-10,1203.62,2025-06-23,1253.54,9 days,-4.1%,Fall by 4.63%,25.7%
Buy,2025-08-04 - 2025-08-05,1 days,2025-08-20,1213.86,2025-10-30,1089.0,51 days,-10.3%,Rise by 4.07%,15.4%
Sell,2025-10-10 - 2025-10-21,7 days,2025-10-24,1094.6899,2025-10-24,1094.6899,0 days,-0.0%,Fall by -2.21%,15.4%
Buy,2025-10-24 - 2025-10-27,1 days,2025-10-31,1118.86,2025-10-31,1118.86,0 days,0.0%,Rise by 0.0%,15.4%
