Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",Daily,No Exit Yet,No Price Target,2026-03-24 (Min),2.45%/3.52%,"-1.09%, 3 days","2026-03-26 (Price: 142.42), 1.09% below",153.6949 (Historic Rise or Fall to Pivot)/147.4314 (Avg % Gain of Historic Winning trades)/150.56 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/152.45 (EMA 200)/149.1736 (Backtested Max)/145.9051 (Backtested Min),2026-06-09 (Max)/2026-04-10 (Avg),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.33%/2.39%,"8.75%, 11.0%",1.8 month/1 day/13 days,6.11%,2.91%,3.2%,0.22,0.08,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),19.45%/20.78%,"-11.03%, 1.3 month","2026-03-26 (Price: 142.42), 11.03% below",170.1224 (Historic Rise or Fall to Pivot)/172.02 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/176.8133 (Backtested Max),2027-05-25 (Max)/2026-03-27 (Min)/2026-07-04 (Avg),141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,"100.0%, Past 10 years, 19",158.76,No Information,No Information,No Information,No Information,No Information,6.16% below/10.47% below/11.03% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,6.36%,4.3%,2.06%,1.76,0.19,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),1.67%/2.95%,"0.0%, 0 days","2026-03-25 (Price: 782.3), 0.0% below",813.6702 (Historic Rise or Fall to Pivot)/805.3778 (Avg % Gain of Historic Winning trades)/809.52 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/962.01 (EMA 200)/825.8741 (Backtested Max)/795.3644 (Backtested Min),2026-07-20 (Max)/2026-03-27 (Min)/2026-05-01 (Avg),744.15/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"81.82%, Past 4 years, 11",768.2,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.95%,"8.2%, 8.72%",2.7 months/2 days/26 days,5.13%,4.11%,1.02%,0.21,0.19,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
SIGMASHELL,"HDFCBANK.NS, Long, 2026-03-23 (Price: 744.15)",Daily,No Exit Yet,784.2597 (Avg % Gain of Historic Winning trades),No Date Target,4.44%/22.97%,"5.13%, 2 days","2026-03-25 (Price: 782.3), 5.13% above",1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/962.01 (EMA 200)/817.0023 (Backtested Max),2026-11-12 (Max)/2026-06-09 (Min)/2026-08-30 (Avg),No Recent Minima/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 6",763.15,"-3.21, 100.0%",No Information,No Information,No Information,No Information,No Information,9.79%/0.8%/5.39%,"0%, 22.66%",5.4 months/1.8 month/3.7 months,11.48%,13.06%,-1.58%,1.43,0.69,60.98%/41/4.6 months (Across ALL Assets),63.87%/238/3.7 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-02-15 (Price: 83.86)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),9.2%/9.35%,"-6.75%, 1.3 month","2026-03-26 (Price: 78.2), 6.75% below",90.3591 (Historic Rise or Fall to Pivot)/89.5289 (Avg % Gain of Historic Winning trades)/85.91 (Function Specific Target)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/96.9254 (Backtested Max)/87.0635 (Backtested Min),2027-02-23 (Max)/2026-03-27 (Min)/2026-08-10 (Avg),70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.49,"90.0%, Past 10 years, 20",78.91,No Information,No Information,No Information,No Information,No Information,6.75% below/6.75% below/6.75% below,15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,10.6%,14.26%,-3.66%,0.87,0.82,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2024-02-18 (Price: 82.0)",Weekly,2026-03-26 (Price: 78.2),No Price Target,No Date Target,11.95%/12.99%,"-4.63%, 2.1 years","2026-03-26 (Price: 78.2), 4.63% below",88.355 (Historic Rise or Fall to Pivot)/87.5432 (Avg % Gain of Historic Winning trades)/121.69 (Function Specific Target)/96.14 (F-Stack 2)/94.7756 (Backtested Max),No Next Date Target,68.98/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/72.47,"90.0%, Past 10 years, 20",81.01,No Information,No Information,No Information,No Information,No Information,4.63% below/7.23% below/4.63% below,15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,10.6%,14.26%,-3.66%,0.87,0.82,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",Daily,No Exit Yet,No Price Target,2026-03-28 (Min),5.0%/5.64%,"0.0%, 0 days","2026-03-26 (Price: 168.84), 0.0% below",181.7563 (Historic Rise or Fall to Pivot)/186.2474 (Avg % Gain of Historic Winning trades)/177.28 (Function Specific Target)/197.56 (Horizontal)/252.753 (F-Stack 1)/384.8349 (F-Stack 2)/191.23 (EMA 200)/204.6678 (Backtested Max)/178.3626 (Backtested Min),2026-12-03 (Max)/2026-03-28 (Min)/2026-07-03 (Avg),No Recent Minima/53.2967/120.6711/89.4908/No stop loss/No stop loss/No EMA 200 Stop Loss,"88.24%, Past 6 years, 17",171.36,No Information,No Information,No Information,No Information,No Information,No Information,21.22%/5.64%/10.31%,"10.55%, 13.94%",5.8 months/2 days/2.3 months,19.66%,19.52%,0.14%,0.91,1.22,97.56%/41/29 days (Across ALL Assets),78.47%/418/26 days (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-16 (Price: 194.93)",Weekly,2026-03-15 (Price: 194.75),No Price Target,2026-03-26 (Avg),24.63%/27.83%,"-13.38%, 4.3 months","2026-03-26 (Price: 168.84), 13.38% below",215.8265 (Historic Rise or Fall to Pivot)/210.4269 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/249.7638 (Backtested Max),2026-07-08 (Max),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/191.23,"84.81%, Past 10 years, 79",184.95,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),64.0%/575/3.3 months (Across ALL Assets)
FRACTAL TRACK,"GOOG, Long, 2026-02-19 (Price: 303.56)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),18.94%/21.9%,"-7.52%, 1.2 month","2026-03-26 (Price: 280.74), 7.52% below",342.2335 (Historic Rise or Fall to Pivot)/333.916 (Avg % Gain of Historic Winning trades)/428.05 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/347.4548 (Backtested Max),2028-12-27 (Max)/2026-03-27 (Min)/2026-10-11 (Avg),302.82/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/262.8,"91.67%, Past 5 years, 12",302.52,No Information,No Information,No Information,"23.66% (Price: 301.0579), 6.75% below, Upmove Bounce Back","2025-04-07 (Price: 142.66), 2026-02-03 (Price: 350.15)",No Information,14.46%/1.56%/10.0%,"3.48%, 43.86%",2 years/25 days/5.4 months,22.02%,19.29%,2.73%,1.63,0.99,91.64%/275/5.4 months (Across ALL Assets),46.15%/52/5.4 months (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-02-06 (Price: 401.14)",Daily,2026-03-24 (Price: 372.74),No Price Target,No Date Target,13.44%/13.58%,"-8.77%, 1.6 month","2026-03-26 (Price: 365.97), 8.77% below",416.1827 (Historic Rise or Fall to Pivot)/415.1398 (Avg % Gain of Historic Winning trades)/415.66 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/479.65 (EMA 200)/422.1196 (Backtested Max),2026-05-21 (Max),393.67/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 12",399.17,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.49%,"8.2%, 14.53%",2.4 months/1 day/11 days,5.6%,7.01%,-1.41%,0.17,0.37,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-26 (Price: 207.54),No Price Target,No Date Target,17.79%/26.04%,"-5.4%, 1.2 year","2026-03-26 (Price: 207.54), 5.4% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,0.17% below/5.4% below/5.4% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,92.11%/76/10.9 months (Across ALL Assets),62.2%/127/9.7 months (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-23 (Price: 604.06)",Daily,No Exit Yet,No Price Target,2026-03-24 (Min),13.93%/18.2%,"-9.36%, 3 days","2026-03-26 (Price: 547.54), 9.36% below",647.1899 (Historic Rise or Fall to Pivot)/651.4183 (Avg % Gain of Historic Winning trades)/649.3 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/688.49 (EMA 200)/693.2193 (Backtested Max)/623.8128 (Backtested Min),2026-05-04 (Max)/2026-04-07 (Avg),593.66/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"72.73%, Past 4 years, 11",605.787,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/7.84%,"19.19%, 19.41%",29 days/1 day/11 days,4.74%,13.76%,-9.02%,0.09,0.64,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"JPM, Long, 2026-03-11 (Price: 287.52)",Daily,2026-03-24 (Price: 292.4),No Price Target,No Date Target,1.64%/3.15%,"1.44%, 15 days","2026-03-26 (Price: 291.66), 1.44% above",318.2846 (Historic Rise or Fall to Pivot)/300.8609 (Avg % Gain of Historic Winning trades)/309.57 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/301.85 (EMA 200)/310.6941 (Backtested Max)/296.4331 (Backtested Min),2026-06-01 (Max)/2026-04-04 (Avg),286.94/125.7575/287.5071/275.691/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",288.81,No Information,No Information,No Information,No Information,No Information,No Information,8.06%/3.1%/4.64%,"8.8%, 11.57%",1.9 month/1 day/17 days,8.25%,11.75%,-3.5%,0.5,0.67,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),4.03%/6.95%,"-0.06%, 2 days","2026-03-26 (Price: 125.41), 0.06% below",136.2964 (Historic Rise or Fall to Pivot)/134.1256 (Avg % Gain of Historic Winning trades)/135.21 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/146.11 (EMA 200)/140.8638 (Backtested Max)/130.4616 (Backtested Min),2026-05-15 (Max)/2026-04-13 (Avg),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"78.57%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,10.65%,-5.22%,15.87%,0.35,0.01,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"QQQ, Long, 2026-03-24 (Price: 583.98)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),3.51%/3.65%,"-1.74%, 2 days","2026-03-26 (Price: 573.79), 1.74% below",625.1506 (Historic Rise or Fall to Pivot)/603.3097 (Avg % Gain of Historic Winning trades)/614.23 (Function Specific Target)/636.805 (Horizontal)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/593.93 (EMA 200)/615.2813 (Backtested Max)/594.7252 (Backtested Min),2026-07-14 (Max)/2026-04-19 (Avg),582.06/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 4 years, 12",584.82,No Information,No Information,No Information,No Information,No Information,No Information,5.36%/1.84%/3.31%,"7.84%, 13.67%",2.6 months/2 days/18 days,9.42%,9.64%,-0.22%,0.63,0.56,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),0.99%/2.35%,"0.35%, 2 days","2026-03-26 (Price: 308.93), 0.35% above",327.2647 (Historic Rise or Fall to Pivot)/316.1825 (Avg % Gain of Historic Winning trades)/321.72 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/322.4932 (Backtested Max)/311.9958 (Backtested Min),2026-04-11 (Max)/2026-04-03 (Avg),302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"73.33%, Past 4 years, 15",306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,5.61%,6.12%,-0.51%,0.14,0.35,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-24 (Price: 25.12)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),3.65%/5.73%,"-0.04%, 2 days","2026-03-26 (Price: 25.11), 0.04% below",27.0743 (Historic Rise or Fall to Pivot)/26.0268 (Avg % Gain of Historic Winning trades)/26.55 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/35.06 (EMA 200)/26.8709 (Backtested Max),2026-07-06 (Max)/2026-04-26 (Avg),No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 16",25.23,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.61%,"-0.0%, 9.88%",2.4 months/1 day/23 days,15.13%,-1.6%,16.73%,2.09,-0.12,71.74%/138/15 days (Across ALL Assets),71.83%/529/15 days (Across ALL Assets)
