Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-03-16 (Price: 2409.2)",Daily,2026-04-06 (Price: 2473.8999),No Price Target,No Date Target,18.52%/77.54%,"6.23%, 23 days","2026-04-08 (Price: 2559.2), 6.23% above",4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3033.11 (EMA 200),2026-04-15 (Max),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"73.33%, Past 4 years, 15",2410.0,No Information,No Information,No Information,No Information,No Information,No Information,4.6%/1.73%/2.98%,"13.77%, 13.77%",21 days/1 day/12 days,3.39%,-3.83%,7.22%,-0.05,-0.38,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-03-08 (Price: 2557.6001)",Weekly,No Exit Yet,No Price Target,2026-04-07 (Min),3.62%/7.18%,"0.06%, 1 month","2026-04-08 (Price: 2559.2), 0.06% above",2743.0261 (Historic Rise or Fall to Pivot)/2767.8348 (Avg % Gain of Historic Winning trades)/2755.43 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3033.11 (EMA 200)/2917.1987 (Backtested Max)/2651.7198 (Backtested Min),2026-05-29 (Max)/2026-04-29 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",2592.0,No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.22%,"14.47%, 16.73%",1.9 month/21 days/1.2 month,4.77%,6.84%,-2.07%,0.14,0.36,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"TCS.NS, Long, 2026-04-06 (Price: 2473.8999)",Daily,No Exit Yet,2560.239 (Historic Rise or Fall to Pivot),No Date Target,1.5%/6.32%,"3.45%, 2 days","2026-04-08 (Price: 2559.2), 3.45% above",2597.59 (Function Specific Target)/4543.575 (Horizontal)/5901.7523 (F-Stack 1)/6711.0756 (F-Stack 2)/3033.11 (EMA 200)/2721.0425 (Backtested Max),2026-05-19 (Max)/2026-04-14 (Min)/2026-04-30 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 6 years, 20",2474.0,No Information,No Information,No Information,No Information,No Information,No Information,9.99%/0.02%/2.89%,"10.44%, 10.44%",1 month/6 days/17 days,5.65%,3.94%,1.71%,1.18,0.18,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2026-03-24 (Price: 45.09)",Daily,No Exit Yet,46.3615 (Backtested Min),No Date Target,1.74%/5.98%,"2.62%, 14 days","2026-04-07 (Price: 46.27), 2.62% above",47.074 (Historic Rise or Fall to Pivot)/49.0354 (Avg % Gain of Historic Winning trades)/53.49 (Function Specific Target)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2)/50.1446 (Backtested Max),2029-08-26 (Max)/2026-05-23 (Min)/2027-03-28 (Avg),44.65/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/43.74,"100.0%, Past 5 years, 22",44.56,No Information,No Information,No Information,"23.66% (Price: 44.4838), 4.02% above, Upmove Bounce Back","2024-07-01 (Price: 33.8), 2026-02-27 (Price: 47.795)",No Information,11.21%/2.82%/8.75%,"-0.0%, 28.07%",2.4 years/1.4 month/8.5 months,23.68%,5.04%,18.64%,0.0,0.26,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-19 (Price: 45.785)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Avg),3.36%/5.97%,"1.06%, 5.7 months","2026-04-07 (Price: 46.27), 1.06% above",47.8224 (Historic Rise or Fall to Pivot)/49.0312 (Avg % Gain of Historic Winning trades)/58.29 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/52.2407 (Backtested Max),2026-12-27 (Max)/2026-04-10 (Avg),41.74/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/40.73,"82.14%, Past 10 years, 28",45.13,No Information,No Information,No Information,No Information,No Information,2.59% above/1.06% above/1.06% above,14.1%/1.28%/7.09%,"9.77%, 32.06%",10 months/1.2 month/4 months,5.54%,5.05%,0.49%,0.0,0.25,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,2026-04-08 (Price: 46.27),46.1689 (Backtested Max),No Date Target,No Next Target,"24.28%, 4.1 years","2026-04-07 (Price: 46.27), 24.28% above",No Next Target,2028-02-04 (Max)/2026-10-24 (Avg),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"100.0%, Past 27 years, 5",35.775,No Information,No Information,No Information,No Information,No Information,24.28% above/24.28% above/24.28% above,24.01%/15.95%/18.64%,"-0.0%, 39.64%",4.1 years/2.8 years/3.2 years,1.32%,2.9%,-1.58%,0.0,0.05,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,2264.0067 (Backtested Min),No Date Target,7.73%/16.03%,"14.84%, 1.5 month","2026-04-08 (Price: 2248.4373), 14.84% above",2422.1975 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/2958.67 (EMA 200)/2608.7764 (Backtested Max),2026-10-14 (Max)/2026-06-19 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 6",1965.9232,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 25.37% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/15.64%/23.72%,"-0.0%, 44.11%",5.4 months/7 days/2.7 months,38.51%,17.52%,20.99%,0.0,0.91,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-03-01 (Price: 1939.0667)",Weekly,2026-04-08 (Price: 2248.4373),No Price Target,No Date Target,5.02%/9.32%,"15.95%, 1.3 month","2026-04-08 (Price: 2248.4373), 15.95% above",2670.8705 (Historic Rise or Fall to Pivot)/2457.9609 (Avg % Gain of Historic Winning trades)/2564.42 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/2958.67 (EMA 200)/2584.9698 (Backtested Max)/2361.3954 (Backtested Min),2026-05-09 (Max)/2026-04-13 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 10 years, 4",1958.1396,No Information,No Information,No Information,No Information,No Information,No Information,33.31%/21.78%/26.76%,"-0.0%, 21.37%",1.6 month/14 days/1 month,25.34%,17.52%,7.82%,1.25,0.91,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-08 (Price: 1347.8),No Price Target,2026-04-09 (Min),41.06%/47.78%,"-14.02%, 4.3 months","2026-04-08 (Price: 1347.8), 14.02% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-04-09 (Min)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1445.36,"75.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 1.88% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-08 (Price: 1347.8),No Price Target,No Date Target,35.04%/38.17%,"-10.18%, 9.4 months","2026-04-08 (Price: 1347.8), 10.18% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1445.36,"75.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 18.74% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
OSCILLATOR DELTA,"BN.TO, Long, 2026-03-25 (Price: 55.16)",Daily,2026-04-07 (Price: 56.7),No Price Target,No Date Target,2.15%/2.15%,"2.79%, 13 days","2026-04-07 (Price: 56.7), 2.79% above",60.3285 (Historic Rise or Fall to Pivot)/57.918 (Avg % Gain of Historic Winning trades)/57.92 (Function Specific Target)/68.4166 (Horizontal)/68.7243 (F-Stack 1)/74.8784 (F-Stack 2)/61.49 (EMA 200)/59.4184 (Backtested Max),2026-04-24 (Max)/2026-04-12 (Avg),No Recent Minima/41.16/52.8663/46.8365/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 2 years, 6",55.0,No Information,No Information,No Information,No Information,No Information,No Information,7.72%/0.66%/5.0%,"-0.0%, 3.47%",21 days/6 days/13 days,17.11%,17.9%,-0.79%,4.37,0.95,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
BASELINEDIVERGENCE,"BN.TO, Long, 2026-01-04 (Price: 64.09)",Weekly,No Exit Yet,No Price Target,2026-04-05 (Min),22.75%/22.75%,"-11.53%, 3.1 months","2026-04-08 (Price: 56.7), 11.53% below",71.7359 (Historic Rise or Fall to Pivot)/72.505 (Avg % Gain of Historic Winning trades)/69.5978 (Function Specific Target)/69.5978 (F-Stack 1)/79.2394 (F-Stack 2)/89.1107 (Backtested Max),2026-09-04 (Max)/2026-06-09 (Avg),43.89/41.16/63.3841/59.2857/No F-Track Level/No F-Track Level/61.49,"92.59%, Past 2 years, 27",63.66,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,39.04%/0.51%/13.13%,"10.81%, 25.91%",5.6 months/2.1 months/3.6 months,66.17%,16.44%,49.73%,0.0,0.9,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-05 (Price: 5.71)",Daily,No Exit Yet,No Price Target,2026-04-06 (Avg),5.1%/5.92%,"-2.63%, 2.1 months","2026-04-08 (Price: 5.56), 2.63% below",5.8436 (Historic Rise or Fall to Pivot)/5.8893 (Avg % Gain of Historic Winning trades)/5.91 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.0532 (Backtested Max),2027-01-05 (Max),5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.29%, Past 4 years, 35",5.63,No Information,No Information,No Information,No Information,No Information,1.07% below/2.63% below/2.63% below,6.01%/0.46%/3.14%,"6.51%, 16.22%",7.7 months/20 days/1.4 month,14.15%,2.66%,11.49%,0.0,0.14,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-15 (Price: 5.76)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),5.63%/12.47%,"-3.47%, 1.7 month","2026-04-08 (Price: 5.56), 3.47% below",6.2605 (Historic Rise or Fall to Pivot)/6.2536 (Avg % Gain of Historic Winning trades)/6.44 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/7.1603 (Backtested Max)/5.8729 (Backtested Min),2026-07-08 (Max)/2026-04-25 (Avg),5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.73,"100.0%, Past 10 years, 18",5.65,No Information,No Information,No Information,No Information,No Information,2.63% below/3.97% below/3.47% below,24.31%/1.96%/8.57%,"-0.0%, 22.1%",3.3 months/1.2 month/1.6 month,11.13%,7.15%,3.98%,0.0,0.37,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-03-01 (Price: 9.16)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Min),11.28%/17.33%,"-9.72%, 1.3 month","2026-04-08 (Price: 8.27), 9.72% below",9.9423 (Historic Rise or Fall to Pivot)/9.7032 (Avg % Gain of Historic Winning trades)/9.8 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.3288 (Backtested Max)/9.2031 (Backtested Min),2027-01-20 (Max)/2026-04-10 (Min)/2026-06-26 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.97,"100.0%, Past 10 years, 21",8.85,No Information,No Information,No Information,No Information,No Information,6.87% below/9.72% below/9.72% below,12.76%/0.47%/5.93%,"-0.0%, 7.89%",7.5 months/28 days/2.7 months,10.83%,5.76%,5.07%,0.0,0.3,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
OSCILLATOR DELTA,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",Daily,No Exit Yet,8.2877 (Avg % Gain of Historic Winning trades),No Date Target,0.99%/2.54%,"2.35%, 14 days","2026-04-08 (Price: 8.27), 2.35% above",8.3515 (Historic Rise or Fall to Pivot)/8.48 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7175 (Backtested Max),2027-02-26 (Max)/2026-05-24 (Avg),No Recent Minima/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.03,"86.36%, Past 6 years, 22",7.96,No Information,No Information,No Information,No Information,No Information,No Information,7.89%/0.2%/2.57%,"10.83%, 12.7%",7.8 months/3 days/1.4 month,3.2%,4.83%,-1.63%,0.0,0.24,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
DELTADRIFT,"EBO.NZ, Long, 2026-03-29 (Price: 22.6)",Weekly,No Exit Yet,No Price Target,2026-04-08 (Min),0.64%/2.13%,"1.81%, 10 days","2026-04-08 (Price: 23.01), 1.81% above",23.1582 (Historic Rise or Fall to Pivot)/23.8362 (Avg % Gain of Historic Winning trades)/23.5 (Function Specific Target)/46.625 (Horizontal)/51.6772 (F-Stack 1)/55.325 (F-Stack 2)/30.12 (EMA 200)/23.9673 (Backtested Max)/23.7051 (Backtested Min),2026-10-27 (Max)/2026-07-19 (Avg),21.86/No Horizontal Support/21.8462/19.4238/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 15 years, 4",21.83,No Information,No Information,No Information,No Information,No Information,No Information,6.05%/4.89%/5.47%,"11.57%, 11.86%",4.9 months/7 days/2.6 months,2.05%,6.09%,-4.04%,-1.01,0.32,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
