Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Today price,Realised/Unrealised Profit,Holding Period,Status,Backtested Win Rate [%]
TRENDPULSE,DOL.TO,Long,Weekly,2025-12-28,205.3,,,200.82,-2.1822%,,Open,100.0
FRACTAL TRACK,TCEHY,Long,Weekly,2025-12-28,78.08,2026-02-03,76.27,-1.0,-2.3181%,37.0,Closed,92.31
TRENDPULSE,GLD,Long,Weekly,2025-12-28,416.74,2026-02-03,427.13,-1.0,2.4932%,37.0,Closed,85.19
DELTADRIFT,PG,Long,Weekly,2025-12-28,144.74,,,167.2,15.5175%,,Open,100.0
TRENDPULSE,WPM,Long,Weekly,2025-12-28,124.22,2026-02-03,132.21,-1.0,6.4321%,37.0,Closed,84.62
TRENDPULSE,ETH-USD,Long,Daily,2025-12-27,2947.9983,2026-01-03,3125.9175,-1.0,6.0353%,7.0,Closed,92.86
TRENDPULSE,DOL.TO,Long,Weekly,2025-12-26,205.3,,,200.82,-2.1822%,,Open,100.0
FRACTAL TRACK,ATM.NZ,Long,Weekly,2025-12-26,10.52,,,11.55,9.7909%,,Open,100.0
FRACTAL TRACK,TCEHY,Long,Weekly,2025-12-26,78.08,,,65.6,-15.9836%,,Open,92.31
FRACTAL TRACK,GNE.NZ,Long,Weekly,2025-12-26,2.4,,,2.29,-4.5833%,,Open,77.78
TRENDPULSE,GS,Long,Weekly,2025-12-26,907.04,,,859.57,-5.2335%,,Open,100.0
TRENDPULSE,WPM,Long,Weekly,2025-12-26,124.22,,,163.65,31.7421%,,Open,84.62
FRACTAL TRACK,TRI.TO,Long,Weekly,2025-12-26,181.76,,,131.33,-27.7454%,,Open,91.67
TRENDPULSE,MFT.NZ,Long,Weekly,2025-12-26,69.01,,,64.35,-6.7526%,,Open,90.91
TRENDPULSE,MAR,Long,Weekly,2025-12-26,315.58,,,341.73,8.2863%,,Open,81.48
TRENDPULSE,TD.TO,Long,Weekly,2025-12-26,129.16,,,132.88,2.8801%,,Open,90.0
DELTADRIFT,PG,Long,Weekly,2025-12-26,144.74,,,167.2,15.5175%,,Open,100.0
TRENDPULSE,GLD,Long,Weekly,2025-12-26,416.74,,,483.75,16.0796%,,Open,85.19
TRENDPULSE,C6L.SI,Long,Daily,2025-12-26,6.41,2026-02-09,6.8,-1.0,6.0842%,45.0,Closed,87.5
DELTADRIFT,ARM,Long,Daily,2025-12-24,111.55,2026-01-05,116.11,-1.0,4.0879%,12.0,Closed,83.33
FRACTAL TRACK,DBC,Long,Daily,2025-12-24,22.63,2026-01-28,24.94,-1.0,10.2077%,35.0,Closed,100.0
FRACTAL TRACK,SJ.TO,Long,Daily,2025-12-24,86.47,,,93.61,8.2572%,,Open,93.75
FRACTAL TRACK,UBER,Long,Daily,2025-12-23,80.97,,,75.42,-6.8544%,,Open,100.0
OSCILLATOR DELTA,XLU,Long,Daily,2025-12-23,42.62,,,47.73,11.9897%,,Open,80.0
DELTADRIFT,INDY,Long,Daily,2025-12-22,49.33,,,47.19,-4.3381%,,Open,72.73
TRENDPULSE,TRI.TO,Long,Daily,2025-12-22,182.89,,,131.33,-28.1918%,,Open,100.0
TRENDPULSE,WPM.TO,Long,Daily,2025-12-22,168.04,2026-01-14,184.93,-1.0,10.0512%,23.0,Closed,78.95
DELTADRIFT,UBER,Long,Daily,2025-12-22,81.26,2026-01-06,85.54,-1.0,5.2670%,15.0,Closed,100.0
TRENDPULSE,RHHBY,Long,Weekly,2025-12-21,51.2,2026-02-03,57.12,-1.0,11.5625%,44.0,Closed,87.5
TRENDPULSE,WPM.TO,Long,Weekly,2025-12-21,164.88,2026-02-03,180.59,-1.0,9.5281%,44.0,Closed,86.67
TRENDPULSE,ABNB,Long,Weekly,2025-12-21,135.28,,,135.11,-0.1257%,,Open,80.0
TRENDPULSE,UPS,Long,Weekly,2025-12-21,101.92,2026-02-03,110.27,-1.0,8.1927%,44.0,Closed,84.0
FRACTAL TRACK,CVS,Long,Weekly,2025-12-21,77.72,,,79.9,2.8049%,,Open,90.91
TRENDPULSE,WPM.TO,Long,Weekly,2025-12-19,164.88,,,222.27,34.8071%,,Open,86.67
FRACTAL TRACK,IBKR,Long,Daily,2025-12-19,64.26,2026-01-05,71.57,-1.0,11.3757%,17.0,Closed,93.33
TRENDPULSE,CSCO,Long,Daily,2025-12-19,78.42,2026-02-06,84.82,-1.0,8.1612%,49.0,Closed,88.24
FRACTAL TRACK,BIPC.TO,Long,Daily,2025-12-19,63.51,,,68.02,7.1012%,,Open,93.33
FRACTAL TRACK,CVS,Long,Weekly,2025-12-19,77.72,,,79.9,2.8049%,,Open,90.91
FRACTAL TRACK,PLTR,Long,Daily,2025-12-19,193.38,,,137.19,-29.0568%,,Open,100.0
TRENDPULSE,RHHBY,Long,Weekly,2025-12-19,51.2,,,59.53,16.2695%,,Open,87.5
TRENDPULSE,ABNB,Long,Weekly,2025-12-19,135.28,,,135.11,-0.1257%,,Open,80.0
TRENDPULSE,WPM,Long,Daily,2025-12-19,119.7,2025-12-26,124.22,-1.0,3.7761%,7.0,Closed,96.3
FRACTAL TRACK,TSM,Long,Daily,2025-12-19,288.95,,,374.58,29.6349%,,Open,95.0
FRACTAL TRACK,VGT,Long,Daily,2025-12-19,755.54,,,726.7,-3.8171%,,Open,100.0
FRACTAL TRACK,ASML,Long,Daily,2025-12-19,1056.02,,,1450.5601,37.3610%,,Open,100.0
TRENDPULSE,INFY,Long,Daily,2025-12-19,20.22,,,14.44,-28.5856%,,Open,100.0
FRACTAL TRACK,NU,Long,Daily,2025-12-19,16.34,,,14.98,-8.3231%,,Open,100.0
FRACTAL TRACK,FXI,Long,Daily,2025-12-18,38.21,,,37.28,-2.4339%,,Open,100.0
FRACTAL TRACK,XLE,Long,Daily,2025-12-18,44.13,,,55.92,26.7165%,,Open,90.0
FRACTAL TRACK,PFE,Long,Daily,2025-12-18,25.04,,,27.65,10.4233%,,Open,93.33
TRENDPULSE,MCD,Long,Daily,2025-12-18,319.65,2026-02-09,325.6,-1.0,1.8614%,53.0,Closed,83.33
OSCILLATOR DELTA,CEN.NZ,Long,Daily,2025-12-18,9.27,,,9.29,0.2157%,,Open,81.82
FRACTAL TRACK,FRW.NZ,Long,Daily,2025-12-18,14.2,,,14.35,1.0563%,,Open,88.89
FRACTAL TRACK,CNQ.TO,Long,Daily,2025-12-18,43.41,2026-01-14,48.03,-1.0,10.6427%,27.0,Closed,100.0
TRENDPULSE,WPM.TO,Long,Daily,2025-12-18,159.04,2025-12-24,166.29,-1.0,4.5586%,6.0,Closed,78.95
FRACTAL TRACK,LYFT,Long,Daily,2025-12-17,19.18,,,13.84,-27.8415%,,Open,92.31
TRENDPULSE,XLY,Long,Daily,2025-12-16,121.93,,,116.86,-4.1581%,,Open,94.12
FRACTAL TRACK,NVDA,Long,Daily,2025-12-16,177.72,,,177.19,-0.2982%,,Open,95.0
FRACTAL TRACK,META,Long,Daily,2025-12-16,657.15,,,648.18,-1.3650%,,Open,80.0
DELTADRIFT,CAD=X,Long,Daily,2025-12-16,1.3769,2026-01-08,1.3858,-1.0,0.6464%,23.0,Closed,81.82
TRENDPULSE,^TNX,Long,Daily,2025-12-15,4.182,,,3.962,-5.2606%,,Open,90.62
FRACTAL TRACK,BYD.TO,Long,Daily,2025-12-15,222.94,2026-02-10,245.52,-1.0,10.1283%,57.0,Closed,85.71
FRACTAL TRACK,IFT.NZ,Long,Daily,2025-12-15,11.3,,,11.22,-0.7080%,,Open,84.21
FRACTAL TRACK,MSE.PA,Long,Daily,2025-12-15,64.11,2026-01-07,66.05,-1.0,3.0260%,23.0,Closed,100.0
TRENDPULSE,WMT,Long,Weekly,2025-12-14,116.7,2026-02-23,125.81,125.81,7.8063%,71.0,Closed,86.36
TRENDPULSE,MFT.NZ,Long,Weekly,2025-12-14,67.4,2026-01-12,68.31,-1.0,1.3501%,29.0,Closed,90.91
TRENDPULSE,TD.TO,Long,Weekly,2025-12-14,125.8,2026-01-12,130.65,-1.0,3.8553%,29.0,Closed,90.0
FRACTAL TRACK,MSFT,Long,Weekly,2025-12-14,478.53,,,392.74,-17.9278%,,Open,100.0
TRENDPULSE,MFT.NZ,Long,Weekly,2025-12-12,67.4,,,64.35,-4.5252%,,Open,90.91
TRENDPULSE,WMT,Long,Weekly,2025-12-12,116.7,,,127.95,9.6401%,,Open,86.36
FRACTAL TRACK,MSFT,Long,Weekly,2025-12-12,478.53,,,392.74,-17.9278%,,Open,100.0
FRACTAL TRACK,IEI,Long,Daily,2025-12-12,119.36,,,120.72,1.1394%,,Open,85.71
DELTADRIFT,NFLX,Long,Daily,2025-12-12,95.19,2026-01-12,89.41,-1.0,-6.0721%,31.0,Closed,81.82
FRACTAL TRACK,UBER,Long,Daily,2025-12-12,85.11,,,75.42,-11.3853%,,Open,100.0
TRENDPULSE,TD.TO,Long,Weekly,2025-12-12,125.8,,,132.88,5.6280%,,Open,90.0
FRACTAL TRACK,ATM.NZ,Long,Daily,2025-12-12,10.16,2026-02-17,11.19,11.19,10.1378%,67.0,Closed,92.31
FRACTAL TRACK,SBUX,Long,Daily,2025-12-12,85.35,2025-12-23,83.86,-1.0,-1.7458%,11.0,Closed,100.0
FRACTAL TRACK,LYFT,Long,Daily,2025-12-12,20.37,,,13.84,-32.0569%,,Open,92.31
FRACTAL TRACK,XLU,Long,Daily,2025-12-12,42.83,2026-02-24,47.2,47.2,10.2031%,74.0,Closed,100.0
FRACTAL TRACK,IHI,Long,Daily,2025-12-12,62.19,,,60.2,-3.1999%,,Open,93.75
TRENDPULSE,MA,Long,Daily,2025-12-12,571.93,2025-12-29,577.9,-1.0,1.0438%,17.0,Closed,96.15
FRACTAL TRACK,BRK-B,Long,Daily,2025-12-12,499.52,,,504.95,1.0870%,,Open,87.5
FRACTAL TRACK,GILD,Long,Daily,2025-12-12,120.4,2025-12-29,124.91,-1.0,3.7458%,17.0,Closed,100.0
FRACTAL TRACK,PPH,Long,Daily,2025-12-11,100.16,,,111.7,11.5216%,,Open,86.67
TRENDPULSE,ABNB,Long,Daily,2025-12-11,128.0,2025-12-17,133.78,-1.0,4.5156%,6.0,Closed,88.89
FRACTAL TRACK,CEN.NZ,Long,Daily,2025-12-11,9.36,,,9.29,-0.7479%,,Open,90.91
FRACTAL TRACK,XLV,Long,Daily,2025-12-11,153.58,,,160.2,4.3105%,,Open,100.0
DELTADRIFT,XLU,Long,Daily,2025-12-11,43.04,2026-02-10,44.2,-1.0,2.6952%,61.0,Closed,91.67
FRACTAL TRACK,NIFTY_MIDCAP_100.NS,Long,Daily,2025-12-11,59578.0508,,,59115.6016,-0.7762%,,Open,92.86
FRACTAL TRACK,AMZN,Long,Daily,2025-12-11,230.28,,,210.0,-8.8067%,,Open,100.0
TRENDPULSE,SBUX,Long,Daily,2025-12-11,84.74,2026-01-09,88.88,-1.0,4.8855%,29.0,Closed,91.67
FRACTAL TRACK,CAD=X,Long,Daily,2025-12-10,1.3845,,,1.364,-1.4807%,,Open,90.91
TRENDPULSE,MX.TO,Long,Daily,2025-12-10,54.01,2025-12-29,54.55,-1.0,0.9998%,19.0,Closed,95.45
TRENDPULSE,ETH-USD,Long,Daily,2025-12-10,3325.3901,,,1921.1412,-42.2281%,,Open,92.86
TRENDPULSE,ABNB,Long,Daily,2025-12-10,127.57,2025-12-17,133.78,-1.0,4.8679%,7.0,Closed,88.89
DELTADRIFT,STI,Long,Daily,2025-12-10,7.86,,,10.65,35.4962%,,Open,75.0
DELTADRIFT,TCEHY,Long,Daily,2025-12-10,77.33,2025-12-19,79.06,-1.0,2.2372%,9.0,Closed,77.78
OSCILLATOR DELTA,^VIX,Long,Daily,2025-12-08,16.66,,,19.86,19.2077%,,Open,76.36
OSCILLATOR DELTA,CVS,Long,Daily,2025-12-08,76.53,,,79.9,4.4035%,,Open,75.68
TRENDPULSE,BNS.TO,Long,Daily,2025-12-08,99.39,2025-12-15,100.55,-1.0,1.1671%,7.0,Closed,93.1
TRENDPULSE,^TNX,Long,Daily,2025-12-08,4.172,,,3.962,-5.0336%,,Open,90.62
TRENDPULSE,FBU.NZ,Long,Weekly,2025-12-07,3.64,,,3.51,-3.5714%,,Open,88.89
FRACTAL TRACK,COIN,Long,Weekly,2025-12-07,269.73,,,175.85,-34.8052%,,Open,100.0
TRENDPULSE,MCD,Long,Weekly,2025-12-07,311.23,2026-02-23,334.56,334.56,7.4961%,78.0,Closed,100.0
FRACTAL TRACK,UBER,Long,Weekly,2025-12-07,91.32,,,75.42,-17.4113%,,Open,87.5
FRACTAL TRACK,MA,Long,Weekly,2025-12-07,545.52,,,517.21,-5.1895%,,Open,93.33
FRACTAL TRACK,BN.TO,Long,Weekly,2025-12-07,64.54,,,59.82,-7.3133%,,Open,96.3
FRACTAL TRACK,IBKR,Long,Weekly,2025-12-07,64.5,,,71.19,10.3721%,,Open,100.0
FRACTAL TRACK,JNK,Long,Weekly,2025-12-07,97.29,,,97.25,-0.0411%,,Open,100.0
TRENDPULSE,IFT.NZ,Long,Weekly,2025-12-07,11.78,,,11.22,-4.7538%,,Open,100.0
TRENDPULSE,BAC,Long,Weekly,2025-12-07,53.95,2026-01-12,55.19,-1.0,2.2984%,36.0,Closed,76.47
TRENDPULSE,BNS.TO,Long,Weekly,2025-12-07,99.26,2026-02-03,102.8,-1.0,3.5664%,58.0,Closed,100.0
FRACTAL TRACK,IWM,Long,Weekly,2025-12-07,250.77,,,261.41,4.2429%,,Open,97.56
FRACTAL TRACK,XLY,Long,Weekly,2025-12-07,119.73,,,116.86,-2.3971%,,Open,96.43
FRACTAL TRACK,MA,Long,Weekly,2025-12-05,545.52,,,517.21,-5.1895%,,Open,93.33
TRENDPULSE,BNS.TO,Long,Weekly,2025-12-05,99.26,,,103.48,4.2515%,,Open,90.32
FRACTAL TRACK,IWM,Long,Weekly,2025-12-05,250.77,,,261.41,4.2429%,,Open,97.56
FRACTAL TRACK,COIN,Long,Weekly,2025-12-05,269.73,,,175.85,-34.8052%,,Open,100.0
TRENDPULSE,MCD,Long,Weekly,2025-12-05,311.23,,,341.06,9.5846%,,Open,100.0
FRACTAL TRACK,UBER,Long,Weekly,2025-12-05,91.32,,,75.42,-17.4113%,,Open,87.5
TRENDPULSE,ENZL,Long,Weekly,2025-12-05,45.995,,,47.4776,3.2234%,,Open,81.82
TRENDPULSE,WMT,Long,Daily,2025-12-05,115.11,2026-01-15,119.2,-1.0,3.5531%,41.0,Closed,96.88
TRENDPULSE,TD.TO,Long,Daily,2025-12-05,122.2,2025-12-15,126.75,-1.0,3.7234%,10.0,Closed,80.65
DELTADRIFT,GNE.NZ,Long,Daily,2025-12-05,2.36,2025-12-12,2.39,-1.0,1.2712%,7.0,Closed,92.86
FRACTAL TRACK,JNK,Long,Weekly,2025-12-05,97.29,,,97.25,-0.0411%,,Open,100.0
FRACTAL TRACK,BN.TO,Long,Weekly,2025-12-05,64.54,,,59.82,-7.3133%,,Open,96.3
TRENDPULSE,BAC,Long,Weekly,2025-12-05,53.95,,,49.83,-7.6367%,,Open,81.82
TRENDPULSE,TCS.NS,Long,Daily,2025-12-05,3238.2,2025-12-24,3319.0,-1.0,2.4952%,19.0,Closed,96.97
TRENDPULSE,IFT.NZ,Long,Weekly,2025-12-05,11.78,,,11.22,-4.7538%,,Open,97.3
FRACTAL TRACK,IBKR,Long,Weekly,2025-12-05,64.5,,,71.19,10.3721%,,Open,100.0
TRENDPULSE,WMT,Long,Daily,2025-12-04,114.84,2025-12-17,115.66,-1.0,0.7140%,13.0,Closed,96.88
TRENDPULSE,KXS.TO,Long,Daily,2025-12-04,178.88,,,129.51,-27.5995%,,Open,85.29
FRACTAL TRACK,FPH.NZ,Long,Daily,2025-12-04,38.2,,,40.9,7.0681%,,Open,95.45
FRACTAL TRACK,SJ.TO,Long,Daily,2025-12-04,85.5,,,93.61,9.4854%,,Open,95.56
FRACTAL TRACK,DOL.TO,Long,Daily,2025-12-04,200.08,,,200.82,0.3699%,,Open,89.74
SIGMASHELL,NVO,Long,Daily,2025-12-04,47.99,,,37.45,-21.9629%,,Open,80.0
TRENDPULSE,WMT,Long,Daily,2025-12-03,114.41,2025-12-17,115.66,-1.0,1.0926%,14.0,Closed,96.88
SIGMASHELL,CVS,Long,Daily,2025-12-03,75.0,2026-01-29,74.44,-1.0,-0.7467%,57.0,Closed,100.0
TRENDPULSE,MAR,Long,Daily,2025-12-03,306.65,2025-12-26,315.58,-1.0,2.9121%,23.0,Closed,100.0
TRENDPULSE,WIPRO.NS,Long,Daily,2025-12-03,254.69,2025-12-09,257.41,-1.0,1.0680%,6.0,Closed,84.62
FRACTAL TRACK,ETH-USD,Long,Daily,2025-12-03,3191.5718,,,1921.1412,-39.8058%,,Open,96.08
FRACTAL TRACK,JPY=X,Long,Daily,2025-12-03,155.807,,,156.017,0.1348%,,Open,100.0
OSCILLATOR DELTA,MCY.NZ,Long,Daily,2025-12-03,6.37,,,6.39,0.3140%,,Open,83.33
OSCILLATOR DELTA,NVDA,Long,Daily,2025-12-02,181.46,,,177.19,-2.3531%,,Open,86.84
SIGMASHELL,IFT.NZ,Long,Daily,2025-12-02,11.75,,,11.22,-4.5106%,,Open,100.0
FRACTAL TRACK,SUM.NZ,Long,Daily,2025-12-02,12.48,,,10.66,-14.5833%,,Open,96.55
TRENDPULSE,AAPL,Long,Daily,2025-12-02,286.19,,,264.18,-7.6907%,,Open,81.25
SIGMASHELL,MCY.NZ,Long,Daily,2025-12-02,6.3,2026-01-16,6.48,-1.0,2.8571%,45.0,Closed,75.0
TRENDPULSE,SLV,Long,Daily,2025-12-01,52.52,2025-12-12,56.1,-1.0,6.8165%,11.0,Closed,100.0
TRENDPULSE,CNR.TO,Long,Daily,2025-12-01,133.81,2025-12-08,136.2,-1.0,1.7861%,7.0,Closed,86.11
OSCILLATOR DELTA,BABA,Long,Daily,2025-12-01,164.26,,,144.11,-12.2671%,,Open,76.19
OSCILLATOR DELTA,IFT.NZ,Long,Daily,2025-12-01,11.6,,,11.22,-3.2759%,,Open,86.96
TRENDPULSE,XIU.TO,Long,Monthly,2025-11-30,46.43,,,49.71,7.0644%,,Open,87.5
TRENDPULSE,HDFCBANK.NS,Long,Monthly,2025-11-30,1007.6,,,887.75,-11.8946%,,Open,90.0
TRENDPULSE,CSCO,Long,Monthly,2025-11-30,76.94,,,79.46,3.2753%,,Open,81.82
TRENDPULSE,IEI,Long,Monthly,2025-11-30,120.26,,,120.72,0.3825%,,Open,91.67
BASELINEDIVERGENCE,SPY,Long,Weekly,2025-11-30,683.39,,,685.99,0.3805%,,Open,90.48
TRENDPULSE,GOOG,Long,Weekly,2025-11-30,320.12,,,311.43,-2.7146%,,Open,100.0
FRACTAL TRACK,RELIANCE.NS,Long,Monthly,2025-11-30,1567.5,,,1393.9,-11.0750%,,Open,88.46
TRENDPULSE,EFN.TO,Long,Weekly,2025-11-30,37.23,,,32.49,-12.7317%,,Open,88.89
FRACTAL TRACK,WIPRO.NS,Long,Monthly,2025-11-30,249.53,,,200.96,-19.4646%,,Open,88.0
TRENDPULSE,XLV,Long,Monthly,2025-11-30,157.65,,,160.2,1.6175%,,Open,86.21
TRENDPULSE,SJ.TO,Long,Monthly,2025-11-30,87.09,,,93.61,7.4865%,,Open,80.95
FRACTAL TRACK,PG,Long,Weekly,2025-11-30,148.16,,,167.2,12.8510%,,Open,97.73
TRENDPULSE,ATZ.TO,Long,Weekly,2025-11-30,110.5,2026-01-12,137.75,-1.0,24.6606%,43.0,Closed,100.0
FRACTAL TRACK,TSLA,Long,Weekly,2025-11-30,430.17,2026-01-12,448.96,-1.0,4.3680%,43.0,Closed,80.65
TRENDPULSE,NA.TO,Long,Monthly,2025-11-30,168.95,,,190.37,12.6783%,,Open,93.33
TRENDPULSE,^NSEI,Long,Monthly,2025-11-30,26202.9492,,,25178.6504,-3.9091%,,Open,100.0
FRACTAL TRACK,PG,Long,Weekly,2025-11-28,148.16,,,167.2,12.8510%,,Open,97.73
BASELINEDIVERGENCE,SPY,Long,Weekly,2025-11-28,683.39,,,685.99,0.3805%,,Open,90.48
FRACTAL TRACK,SFTBY,Long,Daily,2025-11-28,53.81,2025-12-05,62.05,-1.0,15.3131%,7.0,Closed,96.55
TRENDPULSE,DBC,Long,Daily,2025-11-28,23.06,,,25.1,8.8465%,,Open,85.71
TRENDPULSE,ATZ.TO,Long,Weekly,2025-11-28,110.5,,,120.78,9.3032%,,Open,100.0
TRENDPULSE,NA.TO,Long,Daily,2025-11-28,168.95,2025-12-10,173.13,-1.0,2.4741%,12.0,Closed,93.1
FRACTAL TRACK,TSLA,Long,Weekly,2025-11-28,430.17,,,402.51,-6.4300%,,Open,80.65
TRENDPULSE,HDFCBANK.NS,Long,Daily,2025-11-28,1007.6,,,887.75,-11.8946%,,Open,100.0
FRACTAL TRACK,NVDA,Long,Daily,2025-11-28,177.0,,,177.19,0.1073%,,Open,95.92
FRACTAL TRACK,DBC,Long,Daily,2025-11-28,23.06,,,25.1,8.8465%,,Open,100.0
TRENDPULSE,GOOG,Long,Weekly,2025-11-28,320.12,,,311.43,-2.7146%,,Open,100.0
OSCILLATOR DELTA,TFII.TO,Long,Daily,2025-11-28,121.87,2025-12-03,129.88,-1.0,6.5726%,5.0,Closed,85.19
FRACTAL TRACK,MSFT,Long,Daily,2025-11-28,492.01,,,392.74,-20.1764%,,Open,100.0
TRENDPULSE,EFN.TO,Long,Weekly,2025-11-28,37.23,,,32.49,-12.7317%,,Open,88.89
TRENDPULSE,WPM.TO,Long,Daily,2025-11-28,153.47,2025-12-16,157.61,-1.0,2.6976%,18.0,Closed,93.33
TRENDPULSE,WPM,Long,Daily,2025-11-28,110.05,2025-12-16,114.44,-1.0,3.9891%,18.0,Closed,97.22
TRENDPULSE,TD,Long,Daily,2025-11-28,83.93,2025-12-10,91.26,-1.0,8.7335%,12.0,Closed,82.35
FRACTAL TRACK,BPCL.NS,Long,Daily,2025-11-27,364.7,2026-01-06,370.8,-1.0,1.6726%,40.0,Closed,87.88
DELTADRIFT,MSFT,Long,Daily,2025-11-26,485.5,2026-01-14,459.38,-1.0,-5.3800%,49.0,Closed,70.0
OSCILLATOR DELTA,MSFT,Long,Daily,2025-11-26,485.5,,,392.74,-19.1061%,,Open,81.48
DELTADRIFT,FSF.NZ,Long,Daily,2025-11-26,7.7,2025-12-02,7.821,-1.0,1.5714%,6.0,Closed,100.0
FRACTAL TRACK,FSF.NZ,Long,Daily,2025-11-26,7.7,,,8.19,6.3636%,,Open,100.0
SIGMASHELL,TRI.TO,Long,Daily,2025-11-26,188.16,,,131.33,-30.2030%,,Open,87.5
OSCILLATOR DELTA,NZDUSD=X,Long,Daily,2025-11-26,0.5624,,,0.5999,6.6679%,,Open,72.41
TRENDPULSE,GDX,Long,Daily,2025-11-26,81.55,2025-12-16,84.83,-1.0,4.0221%,20.0,Closed,86.21
DELTADRIFT,UBER,Long,Daily,2025-11-26,85.66,2025-12-03,90.68,-1.0,5.8604%,7.0,Closed,100.0
OSCILLATOR DELTA,USO,Long,Daily,2025-11-26,70.04,,,81.95,17.0046%,,Open,73.33
OSCILLATOR DELTA,IBKR,Long,Daily,2025-11-26,64.19,2026-01-05,71.57,-1.0,11.4971%,40.0,Closed,83.33
TRENDPULSE,IWM,Long,Daily,2025-11-26,247.3,2025-12-09,251.39,-1.0,1.6539%,13.0,Closed,92.59
TRENDPULSE,ATZ.TO,Long,Daily,2025-11-25,109.14,2025-12-05,113.29,-1.0,3.8025%,10.0,Closed,91.89
FRACTAL TRACK,GDX,Long,Daily,2025-11-25,77.8,2025-12-11,86.26,-1.0,10.8740%,16.0,Closed,96.0
FRACTAL TRACK,QQQ,Long,Daily,2025-11-25,608.89,,,607.29,-0.2628%,,Open,100.0
FRACTAL TRACK,^NZ50,Long,Daily,2025-11-25,13480.4297,,,13722.9697,1.7992%,,Open,100.0
FRACTAL TRACK,^BVSP,Long,Daily,2025-11-25,155910.0,,,188786.9844,21.0872%,,Open,100.0
FRACTAL TRACK,GS,Long,Daily,2025-11-25,802.32,,,859.57,7.1356%,,Open,96.88
FRACTAL TRACK,BAC,Long,Daily,2025-11-25,52.48,,,49.83,-5.0495%,,Open,96.3
FRACTAL TRACK,SOXX,Long,Daily,2025-11-25,283.58,,,352.29,24.2295%,,Open,95.12
FRACTAL TRACK,USCI,Long,Daily,2025-11-25,76.97,,,85.38,10.9263%,,Open,96.3
FRACTAL TRACK,VGT,Long,Daily,2025-11-25,739.21,,,726.7,-1.6923%,,Open,100.0
FRACTAL TRACK,^GSPC,Long,Daily,2025-11-25,6765.8799,,,6878.8799,1.6701%,,Open,100.0
FRACTAL TRACK,ASHR,Long,Daily,2025-11-25,32.25,,,34.09,5.7054%,,Open,91.3
FRACTAL TRACK,AMZN,Long,Daily,2025-11-25,229.67,,,210.0,-8.5645%,,Open,100.0
FRACTAL TRACK,UBER,Long,Daily,2025-11-25,83.69,2025-12-08,92.57,-1.0,10.6106%,13.0,Closed,100.0
FRACTAL TRACK,LYFT,Long,Daily,2025-11-25,19.63,2025-12-02,22.24,-1.0,13.2960%,7.0,Closed,96.0
FRACTAL TRACK,SPY,Long,Daily,2025-11-25,675.02,,,685.99,1.6251%,,Open,100.0
BAND MATRIX,USO,Long,Daily,2025-11-25,69.25,,,81.95,18.3394%,,Open,80.0
FRACTAL TRACK,KWEB,Long,Daily,2025-11-25,37.74,,,31.06,-17.7001%,,Open,100.0
BAND MATRIX,USCI,Long,Daily,2025-11-25,76.97,2026-02-02,80.53,-1.0,4.6252%,69.0,Closed,100.0
FRACTAL TRACK,FXI,Long,Daily,2025-11-25,39.6,,,37.28,-5.8586%,,Open,100.0
FRACTAL TRACK,IFT.NZ,Long,Daily,2025-11-25,11.78,,,11.22,-4.7538%,,Open,88.64
FRACTAL TRACK,IBKR,Long,Daily,2025-11-25,63.17,2026-01-05,71.57,-1.0,13.2975%,41.0,Closed,100.0
FRACTAL TRACK,WPM.TO,Long,Daily,2025-11-25,144.58,2025-12-11,161.5,-1.0,11.7029%,16.0,Closed,97.3
FRACTAL TRACK,^NDX,Long,Daily,2025-11-25,25018.3594,,,24960.0352,-0.2331%,,Open,100.0
FRACTAL TRACK,EEM,Long,Daily,2025-11-25,53.85,,,62.58,16.2117%,,Open,100.0
FRACTAL TRACK,WPM,Long,Daily,2025-11-25,102.5,2025-12-10,112.83,-1.0,10.0780%,15.0,Closed,100.0
TRENDPULSE,MCY.NZ,Long,Daily,2025-11-25,6.5,,,6.39,-1.6923%,,Open,90.2
TRENDPULSE,AAPL,Long,Daily,2025-11-25,276.97,2025-12-05,278.78,-1.0,0.6535%,10.0,Closed,81.25
OSCILLATOR DELTA,SONY,Long,Daily,2025-11-24,29.01,,,23.06,-20.5102%,,Open,85.71
FRACTAL TRACK,FBU.NZ,Long,Daily,2025-11-24,3.35,,,3.51,4.7761%,,Open,90.0
DELTADRIFT,IBKR,Long,Daily,2025-11-24,62.43,2025-12-04,65.95,-1.0,5.6383%,10.0,Closed,100.0
DELTADRIFT,COIN,Long,Daily,2025-11-24,255.97,2025-12-03,276.92,-1.0,8.1846%,9.0,Closed,85.71
TRENDPULSE,RY.TO,Long,Daily,2025-11-24,211.39,2025-11-28,216.14,-1.0,2.2470%,4.0,Closed,95.83
OSCILLATOR DELTA,BABA,Long,Daily,2025-11-24,160.73,,,144.11,-10.3403%,,Open,76.19
FRACTAL TRACK,XLY,Long,Daily,2025-11-24,228.51,,,116.86,-48.8600%,,Open,96.55
FRACTAL TRACK,DIA,Long,Daily,2025-11-24,464.44,,,489.66,5.4302%,,Open,94.44
TRENDPULSE,XLV,Long,Daily,2025-11-24,155.26,2026-01-12,157.38,-1.0,1.3655%,49.0,Closed,90.91
