Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-12-14 (Price: 1001.5)",Weekly,No Exit Yet,No Price Target,2026-03-15 (Min),22.64%/23.57%,"-18.42%, 3 months","2026-03-13 (Price: 817.0), 18.42% below",1105.8563 (Historic Rise or Fall to Pivot)/1078.1147 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1310.8633 (Backtested Max)/1002.0007 (Backtested Min),2026-10-14 (Max)/2026-03-15 (Min)/2026-04-27 (Avg),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/968.82,"82.0%, Past 10 years, 150",1000.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,30.89%/0.05%/7.65%,"18.53%, 37.24%",7 months/2.1 months/3.1 months,21.18%,9.63%,11.55%,0.72,0.57,60.0%/25/3.6 months (Across ALL Assets),66.08%/566/3.3 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-03-13 (Price: 96.99),95.9858 (Backtested Min),No Date Target,4.27%/5.0%,"21.83%, 4.4 months","2026-03-13 (Price: 96.99), 21.83% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 29.51% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),64.52%/62/9.8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-13 (Price: 96.99),95.0177 (F-Stack 1),No Date Target,2.8%/3.52%,"23.57%, 8.5 months","2026-03-13 (Price: 96.99), 23.57% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 57.05% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),64.52%/62/9.8 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,97.8686 (Avg % Gain of Historic Winning trades),No Date Target,2.17%/13.45%,"9.21%, 2 months","2026-03-13 (Price: 96.99), 9.21% above",99.0942 (Historic Rise or Fall to Pivot)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,9.21% above/10.69% above/9.21% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,89.4%/151/4.7 months (Across ALL Assets),75.28%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-03-10 (Price: 306.93)",Daily,No Exit Yet,No Price Target,2026-03-15 (Min),2.94%/6.46%,"-1.78%, 3 days","2026-03-13 (Price: 301.46), 1.78% below",320.926 (Avg % Gain of Historic Winning trades)/332.86 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/339.8636 (Backtested Max)/310.3369 (Backtested Min),2026-06-30 (Max)/2026-03-15 (Min)/2026-04-09 (Avg),298.3/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/255.14,"100.0%, Past 4 years, 21",305.875,No Information,No Information,No Information,No Information,No Information,1.49% below/1.78% below/1.78% below,10.73%/1.11%/4.56%,"0%, 25.37%",2.6 months/4 days/21 days,18.52%,18.48%,0.04%,1.44,0.93,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-13 (Price: 301.46),No Price Target,No Date Target,14.82%/36.89%,"6.97%, 4.4 months","2026-03-13 (Price: 301.46), 6.97% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,23.78% above/19.76% above/6.97% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.46%/82/11.7 months (Across ALL Assets),64.57%/127/9.5 months (Across ALL Assets)
TRENDPULSE,"MA, Long, 2026-01-07 (Price: 579.92)",Daily,No Exit Yet,No Price Target,2026-03-13 (Avg),17.54%/17.66%,"-14.13%, 2.2 months","2026-03-13 (Price: 497.99), 14.13% below",585.3133 (Historic Rise or Fall to Pivot)/601.493 (Avg % Gain of Historic Winning trades)/593.03 (Function Specific Target)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/625.2118 (Backtested Max)/585.9512 (Backtested Min),2026-06-08 (Max),563.13/305.0867/554.0572/515.4888/No F-Track Level/No F-Track Level/561.98,"82.14%, Past 4 years, 28",579.27,No Information,No Information,No Information,No Information,No Information,12.41% below/14.13% below/14.13% below,7.81%/1.04%/3.72%,"12.46%, 28.57%",3.5 months/4 days/1.5 month,2.92%,5.97%,-3.05%,0.25,0.31,92.26%/297/1.2 month (Across ALL Assets),80.38%/520/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2026-03-04 (Price: 522.92)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),10.95%/12.24%,"-4.77%, 9 days","2026-03-13 (Price: 497.99), 4.77% below",576.2055 (Historic Rise or Fall to Pivot)/578.8724 (Avg % Gain of Historic Winning trades)/627.5 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/558.92 (EMA 200)/623.1638 (Backtested Max)/552.5173 (Backtested Min),2026-11-15 (Max)/2026-05-25 (Avg),No Recent Minima/305.0867/515.4888/442.8637/No F-Track Level/No F-Track Level/No EMA 200 Support,"82.35%, Past 6 years, 17",524.16,No Information,No Information,No Information,No Information,No Information,No Information,19.17%/5.66%/10.7%,"12.38%, 17.31%",5.9 months/6 days/1.9 month,17.15%,7.39%,9.76%,0.56,0.38,97.67%/43/29 days (Across ALL Assets),80.68%/409/26 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-09 (Price: 22.33)",Daily,No Exit Yet,No Price Target,2026-03-11 (Min),10.67%/14.34%,"-3.76%, 1.1 month","2026-03-13 (Price: 21.49), 3.76% below",23.7837 (Historic Rise or Fall to Pivot)/24.9091 (Avg % Gain of Historic Winning trades)/31.52 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.18 (EMA 200)/25.4741 (Backtested Max)/24.5719 (Backtested Min),2030-07-14 (Max)/2026-10-14 (Avg),21.24/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 5 years, 12",22.13,No Information,No Information,No Information,"61.8% (Price: 20.8735), 2.95% above, Upmove Bounce Back","2024-05-10 (Price: 15.022), 2025-11-12 (Price: 30.34)",No Information,14.08%/10.04%/11.55%,"5.03%, 43.88%",3.1 years/21 days/5.7 months,19.13%,6.23%,12.9%,1.28,0.32,93.84%/292/5.5 months (Across ALL Assets),50.0%/52/5.1 months (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-22 (Price: 21.93)",Weekly,No Exit Yet,No Price Target,2026-03-14 (Min),6.84%/17.99%,"-2.01%, 19 days","2026-03-13 (Price: 21.49), 2.01% below",22.9607 (Historic Rise or Fall to Pivot)/25.3555 (Avg % Gain of Historic Winning trades)/31.12 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.18 (EMA 200)/26.8555 (Backtested Max),2042-04-11 (Max)/2026-03-14 (Min)/2027-12-31 (Avg),21.82/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 18",22.71,No Information,No Information,No Information,"61.8% (Price: 20.8735), 2.95% above, Upmove Bounce Back","2024-05-12 (Price: 15.022), 2025-11-16 (Price: 30.34)",No Information,22.46%/3.67%/15.62%,"-0.0%, 82.39%",11.3 years/14 days/1.3 year,9.4%,4.91%,4.49%,2.5,0.26,95.45%/66/1.4 year (Across ALL Assets),54.36%/149/7.4 months (Across ALL Assets)
FRACTAL TRACK,"TFII.TO, Long, 2026-03-05 (Price: 159.99)",Daily,2026-03-13 (Price: 140.0),No Price Target,No Date Target,15.78%/18.74%,"-12.49%, 8 days","2026-03-13 (Price: 140.0), 12.49% below",166.2296 (Historic Rise or Fall to Pivot)/176.453 (Avg % Gain of Historic Winning trades)/195.28 (Function Specific Target)/219.9933 (Horizontal)/223.9051 (F-Stack 1)/280.6304 (F-Stack 2)/181.2527 (Backtested Max)/162.0859 (Backtested Min),2027-11-20 (Max)/2026-03-26 (Min)/2026-08-12 (Avg),155.82/115.528/150.2411/113.6809/No F-Track Level/No F-Track Level/134.03,"100.0%, Past 5 years, 16",159.36,No Information,No Information,No Information,"23.66% (Price: 158.6156), 11.74% below, Upmove Bounce Back","2025-11-20 (Price: 113.72), 2026-02-12 (Price: 172.53)",No Information,13.29%/1.31%/10.29%,"-0.0%, 34.13%",1.2 year/15 days/3.7 months,29.15%,8.53%,20.62%,1.52,0.43,93.84%/292/5.5 months (Across ALL Assets),50.0%/52/5.1 months (Across ALL Assets)
DELTADRIFT,"TFII.TO, Long, 2026-03-11 (Price: 150.79)",Daily,No Exit Yet,No Price Target,2026-03-12 (Min),10.34%/10.37%,"-7.16%, 2 days","2026-03-13 (Price: 140.0), 7.16% below",154.5145 (Historic Rise or Fall to Pivot)/157.4851 (Avg % Gain of Historic Winning trades)/156.0 (Function Specific Target)/219.9933 (Horizontal)/223.9051 (F-Stack 1)/280.6304 (F-Stack 2)/161.3151 (Backtested Max)/154.4693 (Backtested Min),2026-07-15 (Max)/2026-04-14 (Avg),150.27/115.528/150.2411/113.6809/No F-Track Level/No F-Track Level/134.03,"76.92%, Past 4 years, 13",149.08,No Information,No Information,No Information,No Information,No Information,No Information,6.98%/2.44%/4.44%,"22.89%, 22.89%",2.9 months/1 day/24 days,2.12%,8.54%,-6.42%,0.02,0.43,80.99%/142/14 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
