Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
EFN.TO,Daily,30.265,30.69,1.4,Support
NOVA.F,Monthly,31.0,31.8,2.58,Support
RINF,Monthly,31.2333,32.15,2.93,Support
RINF,Daily,32.3212,32.15,0.53,Resistance
ASHR,Quarterly,33.8,33.07,2.16,Resistance
ASHR,Weekly,32.35,33.07,2.23,Support
FXI,Weekly,35.404,36.19,2.22,Support
NVO,Weekly,37.265,37.08,0.5,Resistance
FPH.NZ,Weekly,37.084,37.23,0.39,Support
FPH.NZ,Monthly,36.648,37.23,1.59,Support
FPH.NZ,Daily,37.54,37.23,0.83,Resistance
PYPL,Monthly,43.135,44.19,2.45,Support
ENZL,Quarterly,43.725,44.24,1.18,Support
ENZL,Daily,43.9783,44.24,0.59,Support
ENZL,Monthly,43.745,44.24,1.13,Support
ENZL,Weekly,43.836,44.24,0.92,Support
BAC,Monthly,47.72,47.01,1.49,Resistance
BAC,Quarterly,47.775,47.01,1.6,Resistance
INDA,Monthly,47.6433,47.52,0.26,Resistance
INDA,Weekly,47.06,47.52,0.98,Support
INDA,Quarterly,49.225,47.52,3.46,Resistance
NKE,Weekly,52.3238,53.44,2.13,Support
NKE,Monthly,52.4667,53.44,1.86,Support
IHI,Daily,55.65,54.87,1.4,Resistance
IHI,Weekly,55.2897,54.87,0.76,Resistance
IHI,Monthly,53.31,54.87,2.93,Support
EEM,Monthly,57.0584,57.62,0.98,Support
EEM,Weekly,56.9267,57.62,1.22,Support
BTI,Weekly,59.9443,58.72,2.04,Resistance
BTI,Quarterly,60.8175,58.72,3.45,Resistance
BTI,Monthly,60.3733,58.72,2.74,Resistance
BTI,Daily,59.135,58.72,0.7,Resistance
CVS,Weekly,70.4275,71.86,2.03,Support
UBER,Weekly,76.855,75.34,1.97,Resistance
ATD.TO,Weekly,74.9433,76.53,2.12,Support
MX.TO,Monthly,79.08,77.51,1.99,Resistance
HYG,Monthly,80.3525,79.66,0.86,Resistance
HYG,Daily,79.6567,79.66,0.0,Support
HYG,Weekly,80.9292,79.66,1.57,Resistance
TLT,Quarterly,87.43,87.49,0.07,Support
TLT,Daily,86.035,87.49,1.69,Support
JNK,Weekly,94.27,95.79,1.61,Support
JNK,Monthly,97.6225,95.79,1.88,Resistance
JNK,Quarterly,98.3,95.79,2.55,Resistance
JNK,Daily,96.9467,95.79,1.19,Resistance
SBUX,Weekly,96.22,95.83,0.41,Resistance
DIS,Weekly,101.12,99.2,1.9,Resistance
DIS,Monthly,98.0767,99.2,1.15,Support
XLY,Daily,109.5683,109.7,0.12,Support
XLY,Weekly,108.9975,109.7,0.64,Support
IEI,Daily,118.893,118.72,0.15,Resistance
IEI,Quarterly,119.232,118.72,0.43,Resistance
BABA,Weekly,124.958,124.9,0.05,Resistance
ABNB,Weekly,130.225,130.79,0.43,Support
TFII.TO,Weekly,138.708,135.52,2.3,Resistance
TFII.TO,Daily,137.2133,135.52,1.23,Resistance
CNR.TO,Weekly,138.38,136.12,1.63,Resistance
CNR.TO,Daily,138.38,136.12,1.63,Resistance
CNR.TO,Quarterly,132.4,136.12,2.81,Support
CNR.TO,Monthly,140.195,136.12,2.91,Resistance
PG,Monthly,144.185,144.84,0.45,Support
PG,Weekly,143.8383,144.84,0.7,Support
XLV,Weekly,149.295,146.61,1.8,Resistance
XLV,Monthly,143.86,146.61,1.91,Support
XLV,Daily,149.295,146.61,1.8,Resistance
JPY=X,Daily,159.617,159.795,0.11,Support
JPY=X,Weekly,159.617,159.795,0.11,Support
JPY=X,Monthly,156.1598,159.795,2.33,Support
LULU,Monthly,162.02,165.57,2.19,Support
LULU,Weekly,161.64,165.57,2.43,Support
WIPRO.NS,Monthly,190.4575,188.41,1.08,Resistance
WIPRO.NS,Weekly,189.645,188.41,0.65,Resistance
WIPRO.NS,Quarterly,185.0312,188.41,1.83,Support
WIPRO.NS,Daily,187.6062,188.41,0.43,Support
BYD.TO,Monthly,192.548,190.54,1.04,Resistance
BYD.TO,Daily,190.7867,190.54,0.13,Resistance
IWM,Weekly,247.4033,247.63,0.09,Support
IWM,Quarterly,241.3233,247.63,2.61,Support
JPM,Weekly,285.395,287.97,0.9,Support
MCD,Monthly,300.87,309.58,2.89,Support
TSLA,Weekly,378.26,380.3,0.54,Support
MSFT,Weekly,386.805,389.02,0.57,Support
MSFT,Daily,385.97,389.02,0.79,Support
BRK-B,Weekly,488.245,481.48,1.39,Resistance
BRK-B,Daily,488.245,481.48,1.39,Resistance
MA,Daily,494.96,491.14,0.77,Resistance
MA,Weekly,494.96,491.14,0.77,Resistance
MA,Monthly,477.795,491.14,2.79,Support
META,Daily,601.475,606.7,0.87,Support
META,Weekly,592.1,606.7,2.47,Support
VGT,Weekly,704.335,721.72,2.47,Support
HDFCBANK.NS,Weekly,816.325,798.2,2.22,Resistance
ETH-USD,Monthly,2144.0975,2152.0178,0.37,Support
ETH-USD,Weekly,2144.0975,2152.0178,0.37,Support
ETH-USD,Daily,2128.2922,2152.0178,1.11,Support
^NZ50,Daily,13075.415,13221.1104,1.11,Support
^NZ50,Weekly,13110.8441,13221.1104,0.84,Support
^NZ50,Monthly,13418.2035,13221.1104,1.47,Resistance
^NZ50,Quarterly,13041.9167,13221.1104,1.37,Support
NIFTY_MIDCAP_100.NS,Weekly,54648.1016,54492.3008,0.29,Resistance
BTC-USD,Quarterly,71269.8477,70494.4062,1.09,Resistance
BTC-USD,Monthly,70459.8682,70494.4062,0.05,Support
