Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2026-03-10 (Price: 203.23)",Daily,2026-04-09 (Price: 236.64),No Price Target,2026-04-15 (Avg),4.68%/7.36%,"25.51%, 1.2 month","2026-04-14 (Price: 255.07), 25.51% above",267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2),2026-06-30 (Max)/2026-04-15 (Avg),190.95/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/189.52,"86.36%, Past 4 years, 22",202.51,No Information,No Information,No Information,No Information,No Information,25.85% above/25.51% above/25.51% above,11.8%/5.01%/8.69%,"14.7%, 48.49%",2.6 months/8 days/25 days,22.49%,19.53%,2.96%,0.0,0.83,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
SIGMASHELL,"AMD, Long, 2026-03-03 (Price: 190.95)",Daily,No Exit Yet,248.1395 (Backtested Max),No Date Target,4.68%/7.36%,"33.58%, 1.4 month","2026-04-14 (Price: 255.07), 33.58% above",273.8526 (Function Specific Target)/267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2),2026-10-27 (Max)/2026-05-11 (Min)/2026-07-28 (Avg),151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 5 years, 7",191.46,"-3.21, 93.75%",No Information,No Information,No Information,No Information,No Information,29.95%/11.64%/20.21%,"21.78%, 48.49%",5.5 months/1.6 month/3.4 months,11.76%,6.65%,5.11%,0.0,0.44,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-04-08 (Price: 370.4)",Daily,2026-04-14 (Price: 401.24),No Price Target,2026-04-16 (Min),2.44%/5.7%,"8.33%, 6 days","2026-04-14 (Price: 401.24), 8.33% above",411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/424.108 (Backtested Max),2026-06-03 (Max)/2026-04-16 (Min)/2026-04-25 (Avg),309.79/110.475/348.2242/301.3628/No F-Track Level/No F-Track Level/294.06,"82.14%, Past 4 years, 28",368.2,No Information,No Information,No Information,No Information,No Information,15.38% above/8.33% above/8.33% above,14.5%/0.41%/4.35%,"10.17%, 34.33%",1.3 month/6 days/12 days,10.99%,20.03%,-9.04%,0.0,0.96,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-02-28 (Price: 352.29)",Monthly,No Exit Yet,397.9116 (Historic Rise or Fall to Pivot),No Date Target,2.44%/4.68%,"13.89%, 1.5 month","2026-04-14 (Price: 401.24), 13.89% above",420.0354 (Avg % Gain of Historic Winning trades)/548.36 (Function Specific Target)/411.0319 (F-Stack 2)/444.7661 (Backtested Max),2026-11-20 (Max)/2026-10-03 (Min)/2026-10-20 (Avg),183.84/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/277.64,"70.0%, Past 20 years, 10",342.37,No Information,No Information,No Information,No Information,No Information,15.86% above/13.89% above/13.89% above,26.25%/7.49%/19.23%,"12.25%, 59.88%",6.1 months/5 months/5.4 months,-2.14%,7.74%,-9.88%,0.0,0.4,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,394.627 (Historic Rise or Fall to Pivot)/411.0319 (F-Stack 2)/397.4879 (Backtested Min),No Date Target,11.54%/16.57%,"33.24%, 3.5 months","2026-04-14 (Price: 401.24), 33.24% above",447.539 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/525.5369 (Backtested Max),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 8",269.38,No Information,No Information,No Information,No Information,No Information,33.24% above/48.15% above/33.24% above,74.51%/31.99%/48.61%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.16%,9.13%,6.03%,0.0,0.47,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2026-03-16 (Price: 43.84)",Daily,No Exit Yet,44.4757 (Backtested Min),No Date Target,0.57%/0.76%,"1.44%, 29 days","2026-04-14 (Price: 44.47), 1.44% above",44.7256 (Historic Rise or Fall to Pivot)/44.8922 (Avg % Gain of Historic Winning trades)/44.81 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/50.08 (EMA 200)/45.3656 (Backtested Max),2026-04-22 (Max),43.16/40.5875/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",43.73,No Information,No Information,No Information,No Information,No Information,No Information,3.48%/1.45%/2.4%,"10.43%, 10.43%",26 days/4 days/10 days,2.9%,-0.55%,3.45%,-0.83,-0.25,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"INDY, Long, 2026-04-05 (Price: 42.115)",Weekly,2026-04-12 (Price: 44.18),No Price Target,No Date Target,1.52%/1.82%,"5.59%, 9 days","2026-04-14 (Price: 44.47), 5.59% above",45.1473 (Historic Rise or Fall to Pivot)/45.4126 (Avg % Gain of Historic Winning trades)/45.28 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/50.08 (EMA 200)/48.7355 (Backtested Max),2026-08-04 (Max)/2026-05-15 (Min)/2026-06-30 (Avg),41.24/40.5875/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 15 years, 7",41.04,No Information,No Information,No Information,No Information,No Information,No Information,15.72%/4.17%/7.83%,"18.57%, 22.76%",2.8 months/28 days/2 months,3.14%,1.62%,1.52%,0.07,-0.0,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
OSCILLATOR DELTA,"INDY, Long, 2026-04-08 (Price: 44.36)",Daily,No Exit Yet,No Price Target,2026-04-16 (Min),1.2%/3.16%,"0.25%, 6 days","2026-04-14 (Price: 44.47), 0.25% above",45.8771 (Historic Rise or Fall to Pivot)/45.0032 (Avg % Gain of Historic Winning trades)/47.47 (Function Specific Target)/54.474 (Horizontal)/60.9145 (F-Stack 1)/66.9383 (F-Stack 2)/50.08 (EMA 200)/47.3188 (Backtested Max),2026-08-07 (Max)/2026-04-16 (Min)/2026-05-08 (Avg),No Recent Minima/40.5875/37.969/30.3493/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 6 years, 18",44.798,No Information,No Information,No Information,No Information,No Information,No Information,6.67%/0.05%/1.45%,"10.84%, 11.43%",2.8 months/6 days/21 days,2.71%,6.12%,-3.41%,0.0,0.34,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
FRACTAL TRACK,"GOOG, Long, 2026-04-01 (Price: 294.9)",Daily,2026-04-14 (Price: 330.58),No Price Target,No Date Target,2.11%/4.5%,"12.1%, 13 days","2026-04-14 (Price: 330.58), 12.1% above",422.6 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/337.5425 (Backtested Max),2029-12-16 (Max)/2026-05-07 (Min)/2027-03-18 (Avg),273.14/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/270.46,"93.33%, Past 5 years, 15",289.98,No Information,No Information,No Information,"23.66% (Price: 278.3121), 18.78% above, Upmove Bounce Back","2023-07-11 (Price: 115.83), 2025-11-25 (Price: 328.67)",No Information,14.46%/1.56%/9.64%,"3.48%, 44.6%",2.6 years/25 days/8.1 months,16.46%,14.57%,1.89%,0.0,0.75,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-03-10 (Price: 306.93)",Daily,2026-04-13 (Price: 319.21),332.86 (Function Specific Target),2026-04-16 (Avg),4.5%/10.52%,"7.71%, 1.2 month","2026-04-14 (Price: 330.58), 7.71% above",345.4418 (F-Stack 1)/365.3613 (F-Stack 2),2026-06-30 (Max)/2026-04-16 (Avg),298.3/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/255.14,"100.0%, Past 4 years, 20",305.875,No Information,No Information,No Information,No Information,No Information,8.03% above/7.71% above/7.71% above,6.52%/0.12%/4.08%,"-0.0%, 25.37%",2.6 months/4 days/26 days,16.74%,20.66%,-3.92%,0.0,1.07,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2026-03-08 (Price: 213.21)",Weekly,2026-04-14 (Price: 249.02),247.2383 (Avg % Gain of Historic Winning trades),2026-04-17 (Min),6.39%/27.55%,"16.8%, 1.2 month","2026-04-14 (Price: 249.02), 16.8% above",319.51 (Function Specific Target)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/264.9347 (Backtested Max),2030-03-05 (Max)/2026-04-17 (Min)/2027-03-16 (Avg),198.79/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 20 years, 16",204.55,No Information,No Information,No Information,"23.66% (Price: 200.6016), 24.14% above, Upmove Bounce Back","2018-12-30 (Price: 65.35), 2025-02-09 (Price: 242.52)",No Information,24.26%/0.75%/15.96%,"4.55%, 54.31%",2.8 years/28 days/8.6 months,10.46%,18.08%,-7.62%,0.0,0.86,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2020-12-31 (Price: 162.8465)",Quarterly,2026-04-14 (Price: 249.02),257.16 (Function Specific Target),No Date Target,6.67%/29.84%,"52.92%, 5.4 years","2026-04-14 (Price: 249.02), 52.92% above",265.6189 (Avg % Gain of Historic Winning trades)/323.3154 (Backtested Max),2028-07-25 (Max),1.61/83.3704/132.2674/119.5138/No F-Track Level/No F-Track Level/143.87,"100.0%, Past 28 years, 5",160.4,No Information,No Information,No Information,No Information,No Information,58.17% above/51.66% above/52.92% above,98.54%/30.67%/63.11%,"0%, 51.17%",5.3 years/1.5 year/2.9 years,11.21%,21.2%,-9.99%,0.0,0.72,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"SPY, Long, 2026-04-01 (Price: 655.24)",Daily,No Exit Yet,693.77 (Horizontal),No Date Target,0.94%/3.75%,"5.99%, 13 days","2026-04-14 (Price: 694.46), 5.99% above",720.5019 (Avg % Gain of Historic Winning trades)/831.7 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/727.3819 (Backtested Max)/700.9758 (Backtested Min),2029-02-06 (Max)/2026-05-31 (Min)/2027-02-03 (Avg),631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 17",653.9,No Information,No Information,No Information,"23.66% (Price: 628.2559), 10.54% above, Upmove Bounce Back","2023-05-04 (Price: 403.74), 2026-01-28 (Price: 697.84)",No Information,11.01%/6.98%/9.96%,"-0.0%, 22.75%",2 years/1.4 month/7.1 months,25.61%,6.98%,18.63%,0.0,0.43,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
SIGMASHELL,"SPY, Long, 2026-04-01 (Price: 655.24)",Daily,No Exit Yet,693.77 (Horizontal),No Date Target,1.79%/5.62%,"5.99%, 13 days","2026-04-14 (Price: 694.46), 5.99% above",706.8729 (Avg % Gain of Historic Winning trades)/969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/733.4757 (Backtested Max),2026-09-30 (Max)/2026-05-23 (Min)/2026-07-18 (Avg),631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 10",653.9,"-4.8, 90.62%",No Information,No Information,No Information,No Information,No Information,11.94%/1.85%/7.88%,"-0.0%, 14.73%",4.2 months/1.2 month/2.5 months,18.47%,5.86%,12.61%,0.0,0.32,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",Weekly,No Exit Yet,106.29 (EMA 200),2026-04-14 (Min),3.23%/8.71%,"11.51%, 1 month","2026-04-14 (Price: 106.28), 11.51% above",116.4116 (Historic Rise or Fall to Pivot)/115.5348 (Avg % Gain of Historic Winning trades)/166.02 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/123.5122 (Backtested Max)/109.7113 (Backtested Min),2028-10-08 (Max)/2027-01-26 (Avg),76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 12",97.69,No Information,No Information,No Information,"50% (Price: 75.193), 41.34% above, Upmove Bounce Back","2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",No Information,29.59%/15.11%/21.22%,"-0.0%, 55.15%",1.8 year/21 days/7.3 months,13.22%,21.07%,-7.85%,0.0,0.87,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2026-04-10 (Price: 103.01)",Daily,No Exit Yet,106.6257 (Avg % Gain of Historic Winning trades)/106.54 (EMA 200),No Date Target,3.62%/14.48%,"3.17%, 4 days","2026-04-14 (Price: 106.28), 3.17% above",121.67 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.128 (Backtested Max),2026-07-27 (Max)/2026-04-18 (Min)/2026-05-27 (Avg),90.92/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 18",102.465,No Information,No Information,No Information,No Information,No Information,6.93% above/3.17% above/3.17% above,6.91%/0.45%/3.51%,"0.57%, 20.2%",2.5 months/6 days/1.1 month,15.22%,12.05%,3.17%,0.0,0.58,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-14 (Price: 1315.1),No Price Target,No Date Target,44.57%/51.46%,"-16.1%, 4.5 months","2026-04-14 (Price: 1315.1), 16.1% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1443.87,"75.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 0.59% below, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
