Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-16 (Price: 194.93)",Weekly,2026-03-15 (Price: 194.75),No Price Target,2026-03-26 (Avg),26.19%/29.42%,"-14.45%, 4.4 months","2026-03-27 (Price: 166.76), 14.45% below",215.8265 (Historic Rise or Fall to Pivot)/210.4269 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/249.7638 (Backtested Max),2026-07-08 (Max),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/191.19,"84.81%, Past 10 years, 79",184.95,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),63.32%/578/3.3 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-03-17 (Price: 10.9)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),1.91%/3.07%,"7.43%, 10 days","2026-03-27 (Price: 11.71), 7.43% above",12.07 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.9333 (Backtested Max),2026-08-07 (Max)/2026-05-03 (Avg),10.65/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"96.15%, Past 4 years, 26",10.81,No Information,No Information,No Information,No Information,No Information,8.03% above/7.43% above/7.43% above,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,91.84%/282/1.3 month (Across ALL Assets),80.04%/516/1.5 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-27 (Price: 11.71),No Price Target,No Date Target,10.87%/18.51%,"-7.06%, 1.4 year","2026-03-27 (Price: 11.71), 7.06% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,4.41% below/6.09% below/7.06% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,92.11%/76/10.9 months (Across ALL Assets),59.06%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-01 (Price: 68.82)",Weekly,No Exit Yet,93.2649 (Backtested Max),No Date Target,15.79%/35.72%,"31.6%, 26 days","2026-03-27 (Price: 90.57), 31.6% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2),2027-11-16 (Max)/2026-04-10 (Min)/2026-09-16 (Avg),47.63/38.425/68.3859/48.7635/No F-Track Level/No F-Track Level/52.74,"82.61%, Past 10 years, 23",67.08,No Information,No Information,No Information,No Information,No Information,31.6% above/31.6% above/31.6% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,No Exit Yet,90.0666 (Backtested Max),2026-03-27 (Min),15.79%/35.72%,"36.28%, 1.3 month","2026-03-27 (Price: 90.57), 36.28% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2),2027-11-02 (Max)/2026-09-02 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"82.61%, Past 10 years, 23",64.36,No Information,No Information,No Information,No Information,No Information,36.28% above/36.28% above/36.28% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
FRACTAL TRACK,"GOOG, Long, 2026-02-19 (Price: 303.56)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),21.97%/25.01%,"-9.82%, 1.2 month","2026-03-27 (Price: 273.76), 9.82% below",342.2335 (Historic Rise or Fall to Pivot)/333.916 (Avg % Gain of Historic Winning trades)/428.05 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/347.4548 (Backtested Max),2028-12-27 (Max)/2026-10-11 (Avg),302.82/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/263.27,"91.67%, Past 5 years, 12",302.52,No Information,No Information,No Information,"23.66% (Price: 301.0579), 9.07% below, Upmove Bounce Back","2025-04-07 (Price: 142.66), 2026-02-03 (Price: 350.15)",No Information,14.46%/1.56%/10.0%,"3.48%, 43.86%",2 years/25 days/5.4 months,22.02%,19.29%,2.73%,1.63,0.99,91.54%/272/5.5 months (Across ALL Assets),48.08%/52/5.4 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-27 (Price: 199.34),No Price Target,No Date Target,22.63%/31.22%,"-9.14%, 1.3 year","2026-03-27 (Price: 199.34), 9.14% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,4.11% below/9.14% below/9.14% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,92.11%/76/10.9 months (Across ALL Assets),59.06%/127/9.7 months (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-23 (Price: 604.06)",Daily,2026-03-27 (Price: 525.72),No Price Target,No Date Target,18.66%/23.11%,"-12.97%, 4 days","2026-03-27 (Price: 525.72), 12.97% below",647.1899 (Historic Rise or Fall to Pivot)/651.4183 (Avg % Gain of Historic Winning trades)/649.3 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/687.6 (EMA 200)/693.2193 (Backtested Max)/623.8128 (Backtested Min),2026-05-04 (Max)/2026-04-07 (Avg),593.66/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"72.73%, Past 4 years, 11",605.787,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/7.84%,"19.19%, 19.41%",29 days/1 day/11 days,4.74%,13.76%,-9.02%,0.09,0.64,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"SPY, Long, 2026-03-16 (Price: 669.03)",Daily,2026-03-27 (Price: 634.09),No Price Target,No Date Target,6.8%/8.14%,"-5.22%, 11 days","2026-03-27 (Price: 634.09), 5.22% below",708.369 (Historic Rise or Fall to Pivot)/685.6888 (Avg % Gain of Historic Winning trades)/697.03 (Function Specific Target)/693.77 (Horizontal)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/695.925 (Backtested Max)/677.1922 (Backtested Min),2026-05-02 (Max)/2026-03-31 (Avg),662.29/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/661.63,"81.82%, Past 4 years, 11",668.38,No Information,No Information,No Information,No Information,No Information,No Information,4.02%/1.22%/2.49%,"5.43%, 5.45%",1.1 month/1 day/11 days,6.87%,8.78%,-1.91%,0.35,0.59,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),6.33%/9.32%,"-2.22%, 3 days","2026-03-27 (Price: 122.69), 2.22% below",136.2964 (Historic Rise or Fall to Pivot)/134.1256 (Avg % Gain of Historic Winning trades)/135.21 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/146.12 (EMA 200)/140.8638 (Backtested Max)/130.4616 (Backtested Min),2026-05-15 (Max)/2026-04-13 (Avg),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"78.57%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.89%,"17.99%, 17.99%",1.2 month/1 day/14 days,10.65%,-5.22%,15.87%,0.35,0.01,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),19.21%/20.54%,"-10.85%, 1.3 month","2026-03-27 (Price: 142.71), 10.85% below",170.1224 (Historic Rise or Fall to Pivot)/172.02 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/176.8133 (Backtested Max),2027-05-25 (Max)/2026-07-04 (Avg),141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,"100.0%, Past 10 years, 19",158.76,No Information,No Information,No Information,No Information,No Information,5.97% below/10.29% below/10.85% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,6.36%,4.3%,2.06%,1.76,0.19,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
DELTADRIFT,"QQQ, Long, 2026-03-24 (Price: 583.98)",Daily,No Exit Yet,No Price Target,2026-03-26 (Min),5.6%/5.71%,"-3.66%, 3 days","2026-03-27 (Price: 562.58), 3.66% below",625.1506 (Historic Rise or Fall to Pivot)/603.3097 (Avg % Gain of Historic Winning trades)/614.23 (Function Specific Target)/636.805 (Horizontal)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2)/594.07 (EMA 200)/615.2813 (Backtested Max)/594.7252 (Backtested Min),2026-07-14 (Max)/2026-04-19 (Avg),582.06/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 4 years, 12",584.82,No Information,No Information,No Information,No Information,No Information,No Information,5.36%/1.84%/3.31%,"7.84%, 13.67%",2.6 months/2 days/18 days,9.42%,9.64%,-0.22%,0.63,0.56,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),1.99%/3.36%,"-0.63%, 3 days","2026-03-27 (Price: 305.9), 0.63% below",327.2647 (Historic Rise or Fall to Pivot)/316.1825 (Avg % Gain of Historic Winning trades)/321.72 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/322.4932 (Backtested Max)/311.9958 (Backtested Min),2026-04-11 (Max)/2026-04-03 (Avg),302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"73.33%, Past 4 years, 15",306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,5.61%,6.12%,-0.51%,0.14,0.35,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-03-24 (Price: 25.12)",Daily,No Exit Yet,No Price Target,2026-03-25 (Min),6.89%/9.03%,"-3.07%, 3 days","2026-03-27 (Price: 24.35), 3.07% below",27.0743 (Historic Rise or Fall to Pivot)/26.0268 (Avg % Gain of Historic Winning trades)/26.55 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.99 (EMA 200)/26.8709 (Backtested Max),2026-07-06 (Max)/2026-04-26 (Avg),No Recent Minima/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 16",25.23,No Information,No Information,No Information,No Information,No Information,No Information,6.97%/1.34%/3.61%,"-0.0%, 9.88%",2.4 months/1 day/23 days,15.13%,-1.6%,16.73%,2.09,-0.12,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),5.18%/6.5%,"-3.34%, 2 days","2026-03-27 (Price: 756.2), 3.34% below",813.6702 (Historic Rise or Fall to Pivot)/805.3778 (Avg % Gain of Historic Winning trades)/809.52 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/960.84 (EMA 200)/825.8741 (Backtested Max)/795.3644 (Backtested Min),2026-07-20 (Max)/2026-05-01 (Avg),744.15/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"81.82%, Past 4 years, 11",768.2,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.95%,"8.2%, 8.72%",2.7 months/2 days/26 days,5.13%,4.11%,1.02%,0.21,0.19,69.57%/138/15 days (Across ALL Assets),71.1%/526/15 days (Across ALL Assets)
TRENDPULSE,"TCS.NS, Long, 2024-08-31 (Price: 4553.75)",Monthly,No Exit Yet,No Price Target,2026-03-27 (Max),104.71%/111.38%,"-47.52%, 1.6 year","2026-03-27 (Price: 2389.8), 47.52% below",5179.4352 (Historic Rise or Fall to Pivot)/5778.7087 (Avg % Gain of Historic Winning trades)/4892.06 (Function Specific Target)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/6129.3475 (Backtested Max)/5187.1766 (Backtested Min),No Next Date Target,3004.55/2272.475/4231.4862/3595.5983/No F-Track Level/No F-Track Level/3931.21,"100.0%, Past 20 years, 10",4399.3999,No Information,No Information,No Information,No Information,No Information,47.52% below/47.52% below/47.52% below,34.6%/13.91%/26.9%,"-0.0%, 13.31%",1.1 year/6 months/9 months,9.85%,13.34%,-3.49%,1.43,0.61,92.11%/76/10.9 months (Across ALL Assets),59.06%/127/9.7 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-01 (Price: 60.68)",Weekly,No Exit Yet,No Price Target,2026-03-25 (Min),10.47%/11.84%,"-4.75%, 1.8 month","2026-03-27 (Price: 57.8), 4.75% below",64.6424 (Historic Rise or Fall to Pivot)/66.032 (Avg % Gain of Historic Winning trades)/63.85 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/71.214 (Backtested Max),2027-05-11 (Max)/2026-06-28 (Avg),55.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/52.26,"95.65%, Past 10 years, 23",59.3,No Information,No Information,No Information,No Information,No Information,4.75% below/4.21% below/4.75% below,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,88.51%/148/5.1 months (Across ALL Assets),74.62%/264/3.7 months (Across ALL Assets)
