Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
FSF.NZ,Weekly,8.245,8.43,2.24,Support
FSF.NZ,Monthly,8.245,8.43,2.24,Support
CEN.NZ,Quarterly,9.083,9.05,0.36,Resistance
CEN.NZ,Monthly,8.9946,9.05,0.62,Support
SUM.NZ,Monthly,9.08,9.09,0.11,Support
SUM.NZ,Weekly,9.1775,9.09,0.95,Resistance
SUM.NZ,Daily,9.1367,9.09,0.51,Resistance
CNU.NZ,Quarterly,9.4062,9.58,1.85,Support
CNU.NZ,Monthly,9.4062,9.58,1.85,Support
IFT.NZ,Weekly,10.87,10.9,0.28,Support
BYDDY,Weekly,13.632,13.48,1.12,Resistance
SONY,Monthly,20.182,20.68,2.47,Support
SONY,Weekly,20.2613,20.68,2.07,Support
GLXY,Daily,22.14,21.7,1.99,Resistance
JETS,Weekly,25.1975,24.93,1.06,Resistance
HDB,Monthly,25.6325,25.4,0.91,Resistance
HDB,Weekly,25.6937,25.4,1.14,Resistance
HDB,Quarterly,25.6925,25.4,1.14,Resistance
HDB,Daily,25.6925,25.4,1.14,Resistance
PFE,Monthly,26.7683,26.77,0.01,Support
PFE,Weekly,27.2683,26.77,1.83,Resistance
PFE,Daily,26.92,26.77,0.56,Resistance
GLXY.TO,Weekly,27.865,28.26,1.42,Support
KWEB,Weekly,28.439,28.44,0.0,Support
EFN.TO,Daily,30.265,30.7,1.44,Support
NOVA.F,Monthly,31.0,31.5,1.61,Support
NOVA.F,Weekly,30.8125,31.5,2.23,Support
RINF,Monthly,31.2333,32.09,2.74,Support
RINF,Daily,32.3212,32.09,0.72,Resistance
ASHR,Weekly,32.35,32.16,0.59,Resistance
ASHR,Monthly,31.2967,32.16,2.76,Support
FXI,Weekly,35.404,35.38,0.07,Resistance
NVO,Weekly,37.265,36.82,1.19,Resistance
FPH.NZ,Monthly,36.648,37.0,0.96,Support
FPH.NZ,Weekly,37.084,37.0,0.23,Resistance
FPH.NZ,Daily,37.54,37.0,1.44,Resistance
MTY.TO,Weekly,40.175,39.42,1.88,Resistance
ENZL,Daily,43.9783,44.0372,0.13,Support
ENZL,Monthly,43.745,44.0372,0.67,Support
ENZL,Quarterly,43.725,44.0372,0.71,Support
ENZL,Weekly,43.836,44.0372,0.46,Support
BAC,Quarterly,47.775,47.52,0.53,Resistance
BAC,Monthly,47.72,47.52,0.42,Resistance
BAC,Daily,48.475,47.52,1.97,Resistance
INDA,Quarterly,49.225,47.63,3.24,Resistance
INDA,Weekly,47.06,47.63,1.21,Support
INDA,Monthly,47.6433,47.63,0.03,Resistance
NKE,Monthly,52.4667,52.71,0.46,Support
NKE,Weekly,52.3238,52.71,0.74,Support
BIPC.TO,Weekly,52.132,53.37,2.37,Support
IHI,Monthly,53.31,54.5,2.23,Support
IHI,Weekly,55.2897,54.5,1.43,Resistance
EEM,Weekly,56.9267,57.31,0.67,Support
EEM,Monthly,57.0584,57.31,0.44,Support
BTI,Weekly,57.3963,57.92,0.91,Support
MFT.NZ,Daily,57.98,58.01,0.05,Support
CVS,Weekly,70.4275,71.29,1.22,Support
CVS,Daily,70.37,71.29,1.31,Support
MX.TO,Monthly,74.4533,74.0,0.61,Resistance
MX.TO,Weekly,74.4533,74.0,0.61,Resistance
MX.TO,Daily,74.0367,74.0,0.05,Resistance
UBER,Weekly,76.855,75.12,2.26,Resistance
HYG,Monthly,80.3525,79.44,1.14,Resistance
HYG,Weekly,80.9292,79.44,1.84,Resistance
HYG,Daily,79.6567,79.44,0.27,Resistance
TLT,Weekly,84.4875,86.385,2.25,Support
TLT,Quarterly,87.43,86.385,1.2,Resistance
TLT,Daily,86.4167,86.385,0.04,Resistance
SBUX,Weekly,93.0033,93.83,0.89,Support
JNK,Daily,96.9467,95.5,1.49,Resistance
JNK,Monthly,97.6225,95.5,2.17,Resistance
JNK,Quarterly,98.3,95.5,2.85,Resistance
JNK,Weekly,94.27,95.5,1.3,Support
DIS,Monthly,98.0767,97.95,0.13,Resistance
DIS,Daily,97.04,97.95,0.94,Support
DIS,Weekly,96.0975,97.95,1.93,Support
XLY,Daily,109.5683,110.12,0.5,Support
XLY,Weekly,108.9975,110.12,1.03,Support
XLY,Quarterly,113.835,110.12,3.26,Resistance
USO,Monthly,108.72,110.56,1.69,Support
IEI,Daily,119.5325,118.36,0.98,Resistance
IEI,Quarterly,119.232,118.36,0.73,Resistance
TRI.TO,Weekly,124.6106,125.0,0.31,Support
BABA,Weekly,124.958,126.06,0.88,Support
ABNB,Weekly,130.225,132.59,1.82,Support
CNR.TO,Monthly,140.195,138.34,1.32,Resistance
CNR.TO,Weekly,138.38,138.34,0.03,Resistance
CNR.TO,Daily,138.38,138.34,0.03,Resistance
KXS.TO,Daily,139.8917,140.14,0.18,Support
KXS.TO,Weekly,140.215,140.14,0.05,Resistance
TFII.TO,Daily,142.405,143.51,0.78,Support
PG,Monthly,144.185,143.99,0.14,Resistance
PG,Weekly,143.8383,143.99,0.11,Support
XLV,Weekly,142.39,144.77,1.67,Support
XLV,Monthly,143.86,144.77,0.63,Support
JPY=X,Daily,159.617,159.234,0.24,Resistance
JPY=X,Weekly,159.617,159.234,0.24,Resistance
JPY=X,Monthly,156.1598,159.234,1.97,Support
LULU,Weekly,161.64,164.38,1.7,Support
LULU,Monthly,162.02,164.38,1.46,Support
WIPRO.NS,Daily,187.6063,187.54,0.04,Resistance
WIPRO.NS,Weekly,189.645,187.54,1.11,Resistance
WIPRO.NS,Monthly,190.4575,187.54,1.53,Resistance
WIPRO.NS,Quarterly,185.0312,187.54,1.36,Support
BYD.TO,Weekly,196.2525,195.66,0.3,Resistance
BYD.TO,Monthly,192.548,195.66,1.62,Support
IWM,Quarterly,241.3233,247.45,2.54,Support
IWM,Weekly,247.4033,247.45,0.02,Support
BPCL.NS,Weekly,273.7125,271.3,0.88,Resistance
BPCL.NS,Monthly,275.1375,271.3,1.39,Resistance
JPM,Weekly,285.395,289.91,1.58,Support
MCD,Monthly,300.87,308.47,2.53,Support
TSLA,Weekly,378.26,380.85,0.68,Support
MSFT,Weekly,386.805,383.0,0.98,Resistance
MSFT,Daily,385.97,383.0,0.77,Resistance
BRK-B,Weekly,488.245,479.98,1.69,Resistance
BRK-B,Daily,488.245,479.98,1.69,Resistance
MA,Weekly,494.96,500.38,1.1,Support
MA,Daily,494.96,500.38,1.1,Support
META,Weekly,592.1,604.06,2.02,Support
META,Daily,601.475,604.06,0.43,Support
VGT,Daily,704.335,716.42,1.72,Support
RELIANCE.NS,Daily,1423.075,1407.8,1.07,Resistance
ETH-USD,Daily,2128.2922,2159.5803,1.47,Support
ETH-USD,Monthly,2144.0975,2159.5803,0.72,Support
ETH-USD,Weekly,2144.0975,2159.5803,0.72,Support
^NZ50,Weekly,13110.8441,12989.9902,0.92,Resistance
^NZ50,Daily,13075.415,12989.9902,0.65,Resistance
^NZ50,Quarterly,13041.9167,12989.9902,0.4,Resistance
BTC-USD,Quarterly,71269.8477,70891.5078,0.53,Resistance
BTC-USD,Monthly,70459.8682,70891.5078,0.61,Support
