Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
XLV,Monthly,143.86,144.79,0.65,Support
XLV,Weekly,142.39,144.79,1.69,Support
ORCL,Weekly,149.505,147.09,1.62,Resistance
JPY=X,Daily,159.617,158.479,0.71,Resistance
JPY=X,Weekly,159.617,158.479,0.71,Resistance
JPY=X,Monthly,156.1598,158.479,1.49,Support
LULU,Weekly,161.64,160.95,0.43,Resistance
LULU,Monthly,162.02,160.95,0.66,Resistance
LULU,Daily,159.855,160.95,0.68,Support
WIPRO.NS,Weekly,189.645,188.74,0.48,Resistance
WIPRO.NS,Daily,187.6063,188.74,0.6,Support
WIPRO.NS,Monthly,190.4575,188.74,0.9,Resistance
WIPRO.NS,Quarterly,185.0312,188.74,2.0,Support
BYD.TO,Daily,190.7867,192.41,0.85,Support
BYD.TO,Weekly,196.2525,192.41,1.96,Resistance
BYD.TO,Monthly,192.548,192.41,0.07,Resistance
IWM,Quarterly,241.3233,248.78,3.09,Support
IWM,Weekly,247.4033,248.78,0.56,Support
BPCL.NS,Daily,278.775,282.25,1.25,Support
BPCL.NS,Monthly,275.1375,282.25,2.59,Support
JPM,Weekly,285.395,292.4,2.45,Support
MCD,Monthly,300.87,307.84,2.32,Support
TSLA,Weekly,378.26,383.03,1.26,Support
BRK-B,Weekly,488.245,479.33,1.83,Resistance
BRK-B,Daily,488.245,479.33,1.83,Resistance
MA,Daily,494.96,498.93,0.8,Support
MA,Weekly,494.96,498.93,0.8,Support
META,Daily,601.475,592.92,1.42,Resistance
META,Weekly,592.1,592.92,0.14,Support
VGT,Daily,704.335,711.9,1.07,Support
HDFCBANK.NS,Weekly,778.865,764.9,1.79,Resistance
HDFCBANK.NS,Daily,776.94,764.9,1.55,Resistance
RELIANCE.NS,Daily,1423.075,1411.8,0.79,Resistance
ETH-USD,Daily,2128.2922,2144.3394,0.75,Support
ETH-USD,Monthly,2144.0975,2144.3394,0.01,Support
ETH-USD,Weekly,2144.0975,2144.3394,0.01,Support
^NZ50,Weekly,13110.8441,13001.04,0.84,Resistance
^NZ50,Daily,13075.415,13001.04,0.57,Resistance
^NZ50,Quarterly,13041.9167,13001.04,0.31,Resistance
NIFTY_MIDCAP_100.NS,Weekly,54648.1016,54087.0,1.03,Resistance
BTC-USD,Quarterly,71269.8477,70194.6562,1.51,Resistance
BTC-USD,Monthly,70459.8682,70194.6562,0.38,Resistance
