"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"MCY.NZ, Long, 2026-04-09 (Price: 6.5)",No Exit Yet,"0.0%, 0 days","83.33%, Past 12 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 6.08 prior to 2026-04-30,"2026-04-09 (Price: 6.5), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 6.23),4.33% above,"2025-03-31 (Price: 5.5), 2025-09-30 (Price: 6.96)",37.98%/37.98%/37.98%,"10.3%, 15.58%",1 year/1 year/1 year,2027-09-12 (Max),5.53%,5.61%,-0.08%,0.0,0.29,6.7763/8.9687/7.38/7.072/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,6.24/5.13/No F-Stack Support/No F-Stack Support/No stop loss/6.4023/6.41,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),6.29
"BIPC.TO, Long, 2026-04-09 (Price: 57.7)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 51.56 prior to 2026-04-10,"2026-04-09 (Price: 57.7), 0.0% below",0 days,Upmove Bounce Back,78.6% (Price: 50.9109),13.34% above,"2025-04-13 (Price: 45.7), 2026-02-15 (Price: 70.05)",16.58%/5.26%/12.71%,"-0.0%, 43.75%",3.2 years/2.3 months/1.3 year,2030-11-02/2026-07-17/2028-02-15,8.35%,6.28%,2.07%,0.0,0.32,59.5753/65.0337/72.31/67.0517/No Next Fib Ext/No Next Fib Ext/60.38,52.45/44.9667/No F-Stack Support/No F-Stack Support/56.7793/52.68/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),55.81
"DOL.TO, Long, 2026-04-09 (Price: 177.07)",No Exit Yet,"0.0%, 0 days","100.0%, Past 16 years, 5","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 166.0 prior to 2026-04-10,"2026-04-09 (Price: 177.07), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 168.4935),5.09% above,"2020-03-22 (Price: 34.7), 2025-12-14 (Price: 209.96)",23.76%/3.36%/13.51%,"-0.0%, 37.85%",2.6 years/1.9 month/1 year,2029-12-24/2026-06-30/2027-09-12,7.2%,18.41%,-11.21%,0.0,1.16,188.5264/200.9922/282.23/199.54/252.753/384.8349/190.5,166.76/53.2967/171.1219/120.6711/168.4935/143.0107/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),172.35
"EFN.TO, Long, 2026-04-09 (Price: 31.54)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 29.66 prior to 2026-04-10,"2026-04-09 (Price: 31.54), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 29.9672),5.25% above,"2018-03-18 (Price: 3.21), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-05-29/2026-07-30/2027-09-12,7.3%,9.68%,-2.38%,0.0,0.49,35.1703/37.1573/52.57/34.925/45.1741/70.5281/35.28,30.11/12.67/29.5041/No stop loss/29.9672/24.8709/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),30.62
"ORCL, Long, 2026-04-09 (Price: 143.66)",No Exit Yet,"0.0%, 0 days","87.5%, Past 40 years, 16","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 135.25 prior to 2026-04-30,"2026-04-09 (Price: 143.66), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 132.0898),8.76% above,"1986-09-30 (Price: 0.0401), 2025-09-30 (Price: 345.72)",34.39%/1.31%/21.58%,"8.51%, 29.55%",3.1 years/2.1 months/1.2 year,2030-09-11/2026-07-09/2027-12-25,8.7%,14.44%,-5.74%,0.0,0.65,168.3839/174.6618/351.07/No Horizontal Resistance/287.7444/314.8727/217.25,139.81/82.7925/140.8739/129.2165/No stop loss/No stop loss/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),149.09
"WCN.TO, Long, 2026-04-09 (Price: 225.84)",No Exit Yet,"0.0%, 0 days","80.0%, Past 23 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 211.93 prior to 2026-04-30,"2026-04-09 (Price: 225.84), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 214.3702),5.35% above,"2020-03-31 (Price: 100.55), 2025-04-30 (Price: 284.725)",21.48%/20.83%/21.21%,"4.1%, 15.28%",1.9 year/1 month/9.8 months,2028-12-24/2026-05-22/2027-06-08,6.79%,8.66%,-1.87%,0.54,0.49,279.5899/273.7407/336.35/252.7/354.4788/566.6704/240.37,179.56/148.255/223.3373/142.2872/214.3702/192.6375/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),226.05
"WFG.TO, Long, 2026-04-09 (Price: 90.65)",No Exit Yet,"0.0%, 0 days","100.0%, Past 39 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 80.82 prior to 2026-06-30,"2026-04-09 (Price: 90.65), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 81.435),11.32% above,"2020-03-31 (Price: 21.6), 2024-12-31 (Price: 141.27)",49.97%/36.39%/43.07%,"-0.0%, 47.19%",4.1 years/6.1 months/1.8 year,2032-02-13/2026-12-30/2028-11-02,8.77%,4.95%,3.82%,0.5,0.25,98.2827/129.693/162.45/131.52/159.6818/186.4187/93.63,83.97/81.2433/89.153/80.7407/No stop loss/No stop loss/No EMA 200 Stop Loss,100.0%/3/1.4 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets),91.27
"CRM, Long, 2026-04-09 (Price: 176.37)",No Exit Yet,"0.0%, 0 days","100.0%, Past 21 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 174.57 prior to 2026-04-30,"2026-04-09 (Price: 176.37), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 173.4648),1.67% above,"2016-02-29 (Price: 52.6), 2024-12-31 (Price: 369.0)",55.99%/21.39%/29.89%,"-0.0%, 27.95%",10.1 months/3.1 months/5.7 months,2027-06-21/2026-08-21/2026-12-12,17.86%,13.07%,4.79%,1.06,0.61,No Target/229.087/366.21/368.045/366.0051/415.1238/236.11,132.59/156.1/172.9835/133.059/No stop loss/154.0032/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),186.85
"BTI, Long, 2026-04-06 (Price: 58.71)",No Exit Yet,"2.11%, 2 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-04-06",Already confirmed,"2026-04-08 (Price: 59.95), 2.11% above",2 days,Upmove Bounce Back,23.66% (Price: 54.9443),9.11% above,"2024-04-16 (Price: 28.25), 2026-02-25 (Price: 63.2176)",13.87%/1.41%/10.26%,"-0.0%, 37.23%",3.3 years/1.4 month/11.9 months,2030-12-21/2026-06-05/2027-09-05,19.79%,6.02%,13.77%,0.0,0.32,63.078/64.7336/79.69/59.135/82.226/92.0468/No EMA 200 Target,57.37/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/55.79,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets),58.33
"EURUSD=X, Long, 2026-04-05 (Price: 1.1522)",No Exit Yet,"1.22%, 4 days","100.0%, Past 20 years, 11","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 1.1663), 1.22% above",4 days,Upmove Bounce Back,23.66% (Price: 1.1436),1.98% above,"2022-10-02 (Price: 0.954), 2026-02-01 (Price: 1.2024)",15.74%/3.0%/6.92%,"-0.0%, 9.9%",1.6 year/4 months/9.6 months,2028-07-17/2026-09-25/2027-05-27,4.61%,-0.17%,4.78%,0.0,-0.5,No Target/1.2319/1.3/1.1998/1.6296/1.7649/1.17,1.14/1.0208/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),1.1492
"SFTBY, Long, 2026-04-05 (Price: 11.49)",No Exit Yet,"-2.87%, 4 days","100.0%, Past 14 years, 12","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 11.16), 2.87% below",4 days,Upmove Bounce Back,61.8% (Price: 10.4799),6.49% above,"2020-03-22 (Price: 3.05), 2025-11-02 (Price: 22.5)",29.9%/6.41%/20.24%,"-0.0%, 64.01%",4.4 years/28 days/11.4 months,2032-07-16/2026-05-15/2027-08-13,16.58%,9.8%,6.78%,0.0,0.48,12.9894/13.8156/23.16/11.9025/23.8631/28.8451/13.66,10.91/4.205/10.0807/8.1314/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),11.56
"XLU, Long, 2026-04-05 (Price: 46.34)",No Exit Yet,"0.95%, 4 days","100.0%, Past 20 years, 21","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 46.78), 0.95% above",4 days,Upmove Bounce Back,23.66% (Price: 44.8884),4.21% above,"2025-04-13 (Price: 35.51), 2026-03-01 (Price: 47.795)",18.94%/4.73%/14.27%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-07-16/2026-10-04/2028-02-11,10.6%,3.98%,6.62%,0.0,0.17,47.7163/52.9527/53.71/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.51/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/43.77,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),46.17
"BAC, Long, 2026-04-05 (Price: 49.38)",No Exit Yet,"5.06%, 4 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 51.88), 5.06% above",4 days,Upmove Bounce Back,50% (Price: 45.31),14.5% above,"2025-04-13 (Price: 33.07), 2026-01-11 (Price: 57.55)",23.39%/15.5%/17.77%,"-0.0%, 66.1%",3.5 years/7 days/11.2 months,2031-04-04/2026-04-15/2027-08-04,14.41%,0.32%,14.09%,0.0,0.15,53.5427/58.1548/64.07/No Horizontal Resistance/72.41/85.2389/50.93,46.72/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),47.55
"RHHBY, Long, 2026-04-05 (Price: 49.85)",No Exit Yet,"-1.0%, 4 days","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 49.35), 1.0% below",4 days,Upmove Bounce Back,38.2% (Price: 47.2508),4.44% above,"2016-12-11 (Price: 25.25), 2026-03-01 (Price: 60.85)",21.61%/3.05%/15.13%,"0%, 43.58%",5.7 years/3 months/2.7 years,2034-05-25/2026-08-13/2030-02-10,5.9%,3.51%,2.39%,0.0,0.15,56.6196/57.3923/71.21/52.46/65.2057/86.6196/No EMA 200 Target,47.39/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/46.89,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),49.02
"NA.TO, Long, 2026-04-05 (Price: 185.01)",No Exit Yet,"2.84%, 4 days","100.0%, Past 20 years, 27","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 190.27), 2.84% above",4 days,Upmove Bounce Back,23.66% (Price: 173.1163),9.91% above,"2025-04-13 (Price: 106.67), 2026-03-01 (Price: 193.71)",20.62%/0.12%/16.11%,"0%, 45.98%",2.4 years/1.2 month/11.6 months,2029-09-07/2026-05-27/2027-08-22,13.88%,6.38%,7.5%,0.0,0.33,194.982/214.8151/237.23/No Horizontal Resistance/207.1743/217.2943/No EMA 200 Target,162.25/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/161.19,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),176.17
"RY.TO, Long, 2026-04-05 (Price: 227.34)",No Exit Yet,"3.05%, 4 days","100.0%, Past 20 years, 25","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 234.28), 3.05% above",4 days,Upmove Bounce Back,23.66% (Price: 219.2613),6.85% above,"2025-04-13 (Price: 151.25), 2026-01-11 (Price: 240.34)",18.64%/3.09%/15.51%,"0%, 28.45%",2.9 years/3.7 months/1.5 year,2030-05-26/2026-09-12/2028-05-26,12.0%,5.63%,6.37%,0.0,0.29,251.87/262.6004/280.79/239.805/339.4883/371.0652/No EMA 200 Target,218.5/118.8425/221.431/150.7521/No F-Track Level/No F-Track Level/210.35,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),220.71
"SJ.TO, Long, 2026-04-05 (Price: 93.2)",No Exit Yet,"-7.84%, 4 days","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 85.89), 7.84% below",4 days,Upmove Bounce Back,38.2% (Price: 86.3929),0.58% below,"2025-04-13 (Price: 62.26), 2026-02-15 (Price: 101.31)",21.37%/1.1%/14.81%,"-0.0%, 49.7%",7.2 years/1.2 month/1.4 year,2036-07-15/2026-05-27/2028-04-02,8.83%,10.8%,-1.97%,0.0,0.56,105.8938/107.0029/116.63/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,88.63/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/84.88,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),94.19
"EFA, Long, 2026-04-05 (Price: 98.0)",No Exit Yet,"4.28%, 4 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 102.19), 4.28% above",4 days,Upmove Bounce Back,38.2% (Price: 93.0322),9.84% above,"2025-04-13 (Price: 72.15), 2026-03-01 (Price: 105.94)",16.48%/4.35%/14.67%,"0%, 37.48%",6.7 years/3 months/1.9 year,2035-10-28/2026-08-13/2028-12-20,7.42%,1.45%,5.97%,0.0,-0.02,100.2932/112.3766/118.27/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,93.59/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/95.08,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),94.72
"EWJ, Long, 2026-04-05 (Price: 85.29)",No Exit Yet,"4.83%, 4 days","94.12%, Past 20 years, 17","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-09 (Price: 89.41), 4.83% above",4 days,Upmove Bounce Back,23.66% (Price: 81.8183),9.28% above,"2020-03-22 (Price: 41.61), 2026-02-15 (Price: 94.28)",17.95%/2.64%/13.7%,"1.05%, 28.1%",3.7 years/3.3 months/1.3 year,2031-07-17/2026-08-26/2028-02-11,8.64%,1.37%,7.27%,0.0,-0.04,91.6697/96.9747/116.89/No Horizontal Resistance/95.5508/104.8752/No EMA 200 Target,81.2/53.915/83.4752/68.8472/No F-Track Level/No F-Track Level/81.8,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),82.65
"MU, Long, 2026-04-02 (Price: 366.24)",2026-04-08 (Price: 406.73),"11.06%, 6 days","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2026-04-02",Already confirmed,"2026-04-08 (Price: 406.73), 11.06% above",6 days,Upmove Bounce Back,38.2% (Price: 313.4556),29.76% above,"2023-04-25 (Price: 58.03), 2026-03-18 (Price: 471.34)",14.17%/10.05%/11.43%,"7.4%, 52.7%",1.2 year/6 days/3.6 months,2027-12-18/2026-04-10/2026-09-05,28.76%,21.46%,7.3%,0.0,0.91,394.9898/408.1012/614.23/No Horizontal Resistance/431.1818/451.0413/No EMA 200 Target,321.8/48.44/339.9853/310.1249/No F-Track Level/No F-Track Level/247.09,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets),341.34
