Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
IWM,Quarterly,241.3233,248.92,3.15,Support
JPM,Weekly,285.395,286.16,0.27,Support
BPCL.NS,Daily,303.05,304.95,0.63,Support
MCD,Monthly,322.11,326.65,1.41,Support
MCD,Weekly,321.36,326.65,1.65,Support
MCD,Daily,321.444,326.65,1.62,Support
BRK-B,Weekly,488.245,492.21,0.81,Support
BRK-B,Daily,488.245,492.21,0.81,Support
HDFCBANK.NS,Quarterly,853.9167,840.6,1.56,Resistance
HDFCBANK.NS,Weekly,860.535,840.6,2.32,Resistance
RELIANCE.NS,Daily,1423.075,1395.1,1.97,Resistance
^NZ50,Weekly,13110.8441,13187.3398,0.58,Support
^NZ50,Monthly,13418.2035,13187.3398,1.72,Resistance
^NZ50,Daily,13075.415,13187.3398,0.86,Support
^NZ50,Quarterly,13041.9167,13187.3398,1.12,Support
NIFTY_MIDCAP_100.NS,Weekly,54648.1016,54614.9492,0.06,Resistance
BTC-USD,Weekly,74093.375,74832.75,1.0,Support
