Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"XLV, Long, 2026-03-31 (Price: 146.61)",No Exit Yet,"0.0%, 0 days","80.0%, Past 6 years, 10","Daily, is Confirmed on 2026-03-31",No Cancellation Possible,"2026-03-31 (Price: 146.61), 0.0% below",0 days,144.81,No Information,No Information,No Information,No Information,No Information,No Information,11.91%/5.19%/7.65%,"14.08%, 14.08%",9.9 months/1 month/3.9 months,2027-06-04/2026-05-13/2026-09-16,7.79%,5.21%,2.58%,0.42,0.27,155.5532/157.8257/158.34/159.7267/224.2592/345.2017/No EMA 200 Target,No Recent Minima/121.1/103.3166/74.766/139.994/127.3369/145.64,97.5%/40/29 days (Across ALL Assets),78.76%/419/26 days (Across ALL Assets)
FRACTAL TRACK,"PG, Long, 2026-03-31 (Price: 144.44)",No Exit Yet,"0.0%, 0 days","79.17%, Past 39 years, 24","Monthly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 144.44), 0.0% below",0 days,165.29,No Information,No Information,No Information,"23.66% (Price: 137.9487), 4.71% above, Upmove Bounce Back","1962-06-30 (Price: 0.8809), 2024-11-30 (Price: 180.43)",No Information,28.68%/2.46%/20.12%,"29.44%, 32.8%",5.2 years/4.1 months/1.4 year,2033-09-01/2026-09-23/2028-03-28,5.59%,5.32%,0.27%,0.88,0.27,156.8763/173.5013/252.17/179.4533/202.162/210.6287/152.17,143.31/130.72/124.1296/103.7096/144.4315/134.6455/No EMA 200 Stop Loss,92.11%/38/1.6 year (Across ALL Assets),62.3%/61/10.2 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-03-31 (Price: 67.86)",No Exit Yet,"0.0%, 0 days","78.57%, Past 20 years, 14","Monthly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 67.86), 0.0% below",0 days,61.9,No Information,No Information,No Information,No Information,No Information,34.03% above/0.56% above/0.0% below,53.91%/13.01%/31.51%,"27.09%, 59.44%",2.1 years/5 months/11.9 months,2029-03-30/2026-11-03/2027-08-30,10.23%,8.74%,1.49%,0.66,0.44,87.3019/89.2427/74.68/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,39.56/34.9317/57.6062/49.2599/62.4558/57.2113/47.97,92.0%/75/11 months (Across ALL Assets),65.32%/124/9.5 months (Across ALL Assets)
DELTADRIFT,"NZDUSD=X, Long, 2026-03-31 (Price: 0.5747)",No Exit Yet,"0.0%, 0 days","77.78%, Past 4 years, 18","Daily, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 0.5747), 0.0% below",0 days,0.5745,No Information,No Information,No Information,No Information,No Information,No Information,2.12%/0.9%/1.27%,"4.65%, 5.12%",2.6 months/1 day/20 days,2026-07-21/2026-04-01/2026-04-28,4.07%,-2.62%,6.69%,0.13,-0.74,0.5873/0.582/0.58/0.7234/No Next Fib Ext/No Next Fib Ext/0.59,0.57/0.5528/No F-Stack Support/No F-Stack Support/No stop loss/No stop loss/No EMA 200 Stop Loss,71.63%/141/15 days (Across ALL Assets),73.23%/523/15 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-31 (Price: 572.13)",No Exit Yet,"0.0%, 0 days","72.73%, Past 4 years, 11","Daily, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 572.13), 0.0% below",0 days,549.98,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/7.84%,"19.19%, 19.41%",29 days/1 day/11 days,2026-05-12/2026-04-01/2026-04-15,4.74%,13.76%,-9.02%,0.09,0.64,612.9801/616.985/614.98/742.455/915.851/1095.6891/686.21,525.72/276.89/491.5059/449.4805/525.7329/442.17/No EMA 200 Stop Loss,71.63%/141/15 days (Across ALL Assets),73.23%/523/15 days (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2026-03-31 (Price: 12.09)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 12.09), 0.0% below",0 days,14.2475,No Information,No Information,No Information,"50.0% (Price: 12.16), 0.58% below, Upmove Break Below","2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-08-12 (Max),12.53%,5.4%,7.13%,1.47,0.38,10.8629/9.9851/-0.32/4.205/12.0158/10.9987/No EMA 200 Target,15.82/No Horizontal Resistance/22.5282/24.0279/No stop loss/No stop loss/13.57,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets)
DELTADRIFT,"NA.TO, Short, 2026-03-31 (Price: 180.01)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 43 years, 4","Monthly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 180.01), 0.0% below",0 days,188.37,No Information,No Information,No Information,No Information,No Information,No Information,8.95%/3.32%/6.93%,"0.0%, 17.56%",1 year/2 months/5.7 months,2027-09-03/2026-06-25/2026-12-03,4.95%,4.88%,0.07%,1.25,0.51,165.7532/167.5353/166.64/82.9367/162.0277/143.1328/159.9,190.37/No Horizontal Resistance/204.2705/224.9542/No stop loss/No stop loss/No EMA 200 Stop Loss,25.0%/4/3 months (Across ALL Assets),25.0%/4/3.8 months (Across ALL Assets)
FRACTAL TRACK,"CSCO, Short, 2026-03-31 (Price: 77.59)",No Exit Yet,"-0.0%, 0 days","86.67%, Past 36 years, 15","Monthly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 77.59), 0.0% below",0 days,78.745,No Information,No Information,No Information,"23.66% (Price: 77.8529), 0.34% below, Upmove Break Below","2024-08-31 (Price: 44.5), 2026-02-28 (Price: 88.19)",No Information,17.87%/3.2%/8.23%,"20.18%, 17.87%",3.1 months/1 month/1.8 month,2026-08-12/2026-05-13/2026-06-17,7.38%,5.5%,1.88%,0.56,0.68,No Target/71.2043/51.38/40.92/74.4569/64.9561/73.12,79.46/No Horizontal Resistance/81.4336/90.4142/77.8529/No stop loss/No EMA 200 Stop Loss,71.43%/7/1.4 month (Across ALL Assets),33.33%/18/1.3 month (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Short, 2026-03-31 (Price: 187.64)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 80 years, 7","Quarterly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 187.64), 0.0% below",0 days,264.5,No Information,No Information,No Information,"88.6% (Price: 192.9404), 2.75% below, Upmove Break Below","2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",No Information,29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-02-06/2026-08-08/2026-11-29,7.99%,5.5%,2.49%,0.99,0.56,No Target/157.8803/98.48/187.6062/184.3156/No Target/No EMA 200 Target,301.85/366.6625/375.2901/404.5107/357.2745/377.3542/243.75,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets)
DELTADRIFT,"TSM, Short, 2026-03-31 (Price: 337.95)",No Exit Yet,"-0.0%, 0 days","80.0%, Past 28 years, 5","Monthly, is CONFIRMED on 2026-03-31",Already confirmed,"2026-03-31 (Price: 337.95), 0.0% below",0 days,365.36,No Information,No Information,No Information,No Information,No Information,No Information,20.7%/9.53%/13.84%,"19.11%, 20.7%",11.1 months/2 months/5.1 months,2027-07-26/2026-06-25/2026-11-07,4.9%,4.88%,0.02%,0.28,0.54,311.5899/291.1777/301.38/83.575/291.0528/250.9374/289.08,374.58/No Horizontal Resistance/381.0775/447.6175/No stop loss/No stop loss/No EMA 200 Stop Loss,25.0%/4/3 months (Across ALL Assets),25.0%/4/3.8 months (Across ALL Assets)
