Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-05 (Price: 877.75)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),6.15%/7.49%,"-4.22%, 4 days","2026-03-09 (Price: 840.7), 4.22% below",912.9478 (Historic Rise or Fall to Pivot)/903.6436 (Avg % Gain of Historic Winning trades)/908.3 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/971.45 (EMA 200)/926.6407 (Backtested Max)/892.4084 (Backtested Min),2026-06-30 (Max)/2026-04-11 (Avg),868.65/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",873.85,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.95%,"8.2%, 8.72%",2.7 months/2 days/26 days,5.13%,4.11%,1.02%,0.21,0.19,84.06%/138/13 days (Across ALL Assets),75.83%/513/15 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-02-01 (Price: 929.25)",Weekly,2026-03-09 (Price: 840.7),No Price Target,No Date Target,15.55%/15.87%,"-9.53%, 1.2 month","2026-03-09 (Price: 840.7), 9.53% below",1065.7568 (Historic Rise or Fall to Pivot)/1008.7938 (Avg % Gain of Historic Winning trades)/1037.28 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/971.45 (EMA 200)/1038.0652 (Backtested Max)/974.1328 (Backtested Min),2026-05-11 (Max)/2026-03-13 (Min)/2026-04-15 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 4",906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,12.02%,10.83%,1.19%,2.91,0.65,71.43%/14/2.7 months (Across ALL Assets),85.34%/116/2.2 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-29 (Price: 1007.85)",Daily,No Exit Yet,No Price Target,2026-03-08 (Max),20.99%/23.12%,"-16.58%, 4.4 months","2026-03-09 (Price: 840.7), 16.58% below",1035.062 (Historic Rise or Fall to Pivot)/1037.0776 (Avg % Gain of Historic Winning trades)/1223.61 (Function Specific Target)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1089.9898 (Backtested Max)/1017.1222 (Backtested Min),No Next Date Target,945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/939.21,"100.0%, Past 4 years, 20",1004.9,No Information,No Information,No Information,No Information,No Information,16.58% below/16.58% below/16.58% below,8.15%/0.92%/2.9%,"-0.0%, 9.57%",3 months/6 days/1.1 month,14.28%,4.79%,9.49%,1.44,0.24,92.26%/297/1.2 month (Across ALL Assets),80.65%/522/1.4 month (Across ALL Assets)
FRACTAL TRACK,"TRI.TO, Long, 2025-12-28 (Price: 181.76)",Weekly,No Exit Yet,No Price Target,2026-03-07 (Min),21.74%/33.59%,"-16.71%, 2.4 months","2026-03-09 (Price: 151.39), 16.71% below",215.6764 (Historic Rise or Fall to Pivot)/202.2444 (Avg % Gain of Historic Winning trades)/263.5 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/213.67 (EMA 200)/213.4771 (Backtested Max)/184.3046 (Backtested Min),2028-02-18 (Max)/2026-08-28 (Avg),179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"91.67%, Past 20 years, 12",182.27,No Information,No Information,No Information,"88.6% (Price: 178.5402), 15.21% below, Upmove Bounce Back","2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",No Information,17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,9.55%,6.23%,3.32%,1.2,0.33,95.45%/66/1.4 year (Across ALL Assets),56.34%/142/7.5 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-03-01 (Price: 131.33)",Weekly,2026-03-08 (Price: 151.44),No Price Target,No Date Target,41.14%/59.12%,"15.27%, 8 days","2026-03-09 (Price: 151.39), 15.27% above",240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/213.67 (EMA 200),2028-02-27 (Max)/2026-03-21 (Min)/2026-10-30 (Avg),113.99/126.1128/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",113.04,No Information,No Information,No Information,No Information,No Information,No Information,8.09%/4.48%/6.17%,"-0.0%, 11.31%",1.4 year/14 days/5.6 months,5.14%,6.08%,-0.94%,1.52,0.34,71.43%/14/2.7 months (Across ALL Assets),85.34%/116/2.2 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-07-31 (Price: 278.08)",Monthly,No Exit Yet,No Price Target,2026-03-09 (Min),93.69%/96.47%,"-45.56%, 7.4 months","2026-03-09 (Price: 151.39), 45.56% below",302.1895 (Historic Rise or Fall to Pivot)/321.6829 (Avg % Gain of Historic Winning trades)/419.29 (Function Specific Target)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/367.9555 (Backtested Max)/297.4344 (Backtested Min),2027-11-12 (Max)/2026-08-21 (Avg),166.11/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level/249.41,"100.0%, Past 20 years, 7",274.44,No Information,No Information,No Information,No Information,No Information,44.72% below/45.19% below/45.56% below,32.32%/6.96%/15.68%,"-0.0%, 18.1%",1.6 year/5.1 months/8.9 months,10.47%,4.66%,5.81%,1.09,0.22,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-02-20 (Price: 655.66)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),5.22%/6.82%,"-1.26%, 17 days","2026-03-09 (Price: 647.39), 1.26% below",692.4425 (Historic Rise or Fall to Pivot)/719.259 (Avg % Gain of Historic Winning trades)/753.31 (Function Specific Target)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/691.55 (EMA 200)/728.9628 (Backtested Max)/681.1652 (Backtested Min),2026-08-12 (Max)/2026-06-04 (Avg),639.29/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 5 years, 10",639.685,No Information,No Information,No Information,"61.8% (Price: 643.4205), 0.62% above, Upmove Bounce Back","2025-11-19 (Price: 581.25), 2026-01-29 (Price: 744.0)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,26.51%,13.27%,13.24%,0.96,0.62,94.02%/301/5.3 months (Across ALL Assets),55.56%/54/4.8 months (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2026-02-08 (Price: 661.46)",Weekly,No Exit Yet,No Price Target,2026-03-10 (Min),6.82%/17.74%,"-2.13%, 29 days","2026-03-09 (Price: 647.39), 2.13% below",822.4594 (Historic Rise or Fall to Pivot)/775.4296 (Avg % Gain of Historic Winning trades)/1125.61 (Function Specific Target)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/691.55 (EMA 200)/797.4562 (Backtested Max)/762.2665 (Backtested Min),2029-02-07 (Max)/2026-03-10 (Min)/2027-03-06 (Avg),620.25/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 13 years, 6",714.6,No Information,No Information,No Information,"23.66% (Price: 613.221), 5.57% above, Upmove Bounce Back","2013-06-09 (Price: 22.67), 2025-08-17 (Price: 796.25)",No Information,20.56%/15.24%/17.23%,"0%, 73.01%",2.1 years/21 days/9 months,19.03%,15.86%,3.17%,8.93,0.74,95.45%/66/1.4 year (Across ALL Assets),56.34%/142/7.5 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,2026.7207 (Historic Rise or Fall to Pivot),No Date Target,13.19%/19.81%,"3.6%, 15 days","2026-03-09 (Price: 2028.2628), 3.6% above",2430.0287 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3324.77 (EMA 200)/2608.7764 (Backtested Max)/2295.7232 (Backtested Min),2026-10-14 (Max)/2026-06-23 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 5",1965.1317,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 13.09% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,95.45%/66/1.4 year (Across ALL Assets),56.34%/142/7.5 months (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",Daily,No Exit Yet,No Price Target,2026-03-11 (Max),65.61%/75.08%,"-39.01%, 3 months","2026-03-09 (Price: 2028.2628), 39.01% below",3980.1594 (Historic Rise or Fall to Pivot)/3814.555 (Avg % Gain of Historic Winning trades)/4183.29 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5298.9816 (F-Stack 2)/3550.99 (EMA 200)/4647.5652 (Backtested Max)/3358.9765 (Backtested Min),2026-03-11 (Max),2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"95.56%, Past 4 years, 45",3321.2041,No Information,No Information,No Information,No Information,No Information,38.93% below/39.01% below/39.01% below,39.76%/1.01%/14.71%,"7.43%, 42.86%",2.1 months/5 days/19 days,53.14%,26.27%,26.87%,0.96,0.81,92.26%/297/1.2 month (Across ALL Assets),80.65%/522/1.4 month (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2026-02-09 (Price: 22.33)",Daily,No Exit Yet,No Price Target,2026-03-11 (Min),10.01%/13.65%,"-3.18%, 28 days","2026-03-09 (Price: 21.62), 3.18% below",23.7837 (Historic Rise or Fall to Pivot)/24.9091 (Avg % Gain of Historic Winning trades)/31.52 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.26 (EMA 200)/25.4741 (Backtested Max)/24.5719 (Backtested Min),2030-07-14 (Max)/2026-03-11 (Min)/2026-10-14 (Avg),21.24/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 5 years, 12",22.13,No Information,No Information,No Information,"61.8% (Price: 20.8735), 3.58% above, Upmove Bounce Back","2024-05-10 (Price: 15.022), 2025-11-12 (Price: 30.34)",No Information,14.08%/10.04%/11.55%,"5.03%, 43.88%",3.1 years/21 days/5.7 months,19.13%,6.23%,12.9%,1.28,0.32,94.02%/301/5.3 months (Across ALL Assets),55.56%/54/4.8 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2026-02-27 (Price: 23.06)",Daily,No Exit Yet,No Price Target,2026-03-07 (Min),7.7%/10.7%,"-6.24%, 10 days","2026-03-09 (Price: 21.62), 6.24% below",24.7019 (Historic Rise or Fall to Pivot)/23.934 (Avg % Gain of Historic Winning trades)/27.43 (Function Specific Target)/26.85 (Horizontal)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/26.36 (EMA 200)/24.3652 (Backtested Max)/23.2837 (Backtested Min),2026-05-16 (Max)/2026-04-11 (Avg),21.41/14.992/22.354/16.3295/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.71%, Past 4 years, 21",23.04,No Information,No Information,No Information,No Information,No Information,4.29% below/6.24% below/6.24% below,5.66%/0.97%/3.79%,"9.71%, 32.85%",1.8 month/6 days/1 month,9.74%,5.62%,4.12%,0.31,0.29,92.26%/297/1.2 month (Across ALL Assets),80.65%/522/1.4 month (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-03-09 (Price: 96.37),95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,4.94%/5.67%,"21.05%, 4.3 months","2026-03-09 (Price: 96.37), 21.05% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 28.69% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),66.13%/62/9.6 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-09 (Price: 96.37),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,3.46%/4.19%,"22.78%, 8.4 months","2026-03-09 (Price: 96.37), 22.78% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 56.05% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.48%/42/1.6 year (Across ALL Assets),66.13%/62/9.6 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-01-04 (Price: 188.85)",Weekly,2026-03-09 (Price: 182.65),No Price Target,No Date Target,29.89%/31.34%,"-3.28%, 2.1 months","2026-03-09 (Price: 182.65), 3.28% below",237.2523 (Historic Rise or Fall to Pivot)/265.051 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/520.905 (Backtested Max),2027-01-25 (Max)/2026-04-05 (Min)/2026-06-26 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/176.38,"83.7%, Past 10 years, 92",187.71,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,64.0%/25/3.6 months (Across ALL Assets),66.32%/573/3.2 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-09 (Price: 306.01),No Price Target,No Date Target,13.11%/34.85%,"8.58%, 4.3 months","2026-03-09 (Price: 306.01), 8.58% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,25.65% above/21.57% above/8.58% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.46%/82/11.7 months (Across ALL Assets),67.46%/126/9.5 months (Across ALL Assets)
