Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1),No Date Target,2.28%/7.76%,"17.89%, 4.8 months","2026-03-25 (Price: 93.85), 17.89% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max)/95.9858 (Backtested Min),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 25.32% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.11%/38/1.6 year (Across ALL Assets),62.5%/56/9.7 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,6.24%/6.98%,"19.57%, 8.9 months","2026-03-25 (Price: 93.85), 19.57% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 51.96% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.11%/38/1.6 year (Across ALL Assets),62.5%/56/9.7 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-02-01 (Price: 91.3)",Weekly,No Exit Yet,No Price Target,2026-03-25 (Min),7.21%/8.55%,"2.79%, 1.7 month","2026-03-25 (Price: 93.85), 2.79% above",101.8725 (Historic Rise or Fall to Pivot)/100.6126 (Avg % Gain of Historic Winning trades)/115.15 (Function Specific Target)/123.2166 (F-Stack 2)/113.1207 (Backtested Max),2027-07-07 (Max)/2026-08-24 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/79.76,"84.62%, Past 10 years, 26",88.65,No Information,No Information,No Information,No Information,No Information,2.79% above/2.79% above/2.79% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
FRACTAL TRACK,"GOOG, Long, 2026-02-19 (Price: 303.56)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),15.31%/18.18%,"-4.6%, 1.1 month","2026-03-25 (Price: 289.59), 4.6% below",342.2335 (Historic Rise or Fall to Pivot)/333.916 (Avg % Gain of Historic Winning trades)/428.05 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/347.4548 (Backtested Max),2028-12-27 (Max)/2026-03-27 (Min)/2026-10-11 (Avg),302.82/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/262.28,"91.67%, Past 5 years, 12",302.52,No Information,No Information,No Information,"23.66% (Price: 301.0579), 3.81% below, Upmove Bounce Back","2025-04-07 (Price: 142.66), 2026-02-03 (Price: 350.15)",No Information,14.46%/1.56%/10.0%,"3.48%, 43.86%",2 years/25 days/5.4 months,22.02%,19.29%,2.73%,1.63,0.99,91.7%/277/5.4 months (Across ALL Assets),46.3%/54/5.3 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-25 (Price: 289.59),No Price Target,No Date Target,19.52%/42.5%,"2.76%, 4.8 months","2026-03-25 (Price: 289.59), 2.76% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,18.9% above/15.05% above/2.76% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,92.21%/77/10.8 months (Across ALL Assets),63.78%/127/9.7 months (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",Daily,No Exit Yet,No Price Target,2026-03-24 (Min),1.38%/2.44%,"-0.05%, 2 days","2026-03-25 (Price: 143.92), 0.05% below",153.6949 (Historic Rise or Fall to Pivot)/147.4314 (Avg % Gain of Historic Winning trades)/150.56 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/152.56 (EMA 200)/149.1736 (Backtested Max)/145.9051 (Backtested Min),2026-06-09 (Max)/2026-04-10 (Avg),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.33%/2.39%,"8.75%, 11.0%",1.8 month/1 day/13 days,6.11%,2.91%,3.2%,0.22,0.08,72.34%/141/15 days (Across ALL Assets),74.43%/528/15 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),18.21%/19.52%,"-10.09%, 1.3 month","2026-03-25 (Price: 143.92), 10.09% below",170.1224 (Historic Rise or Fall to Pivot)/172.02 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/176.8133 (Backtested Max),2027-05-25 (Max)/2026-03-27 (Min)/2026-07-04 (Avg),141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,"100.0%, Past 10 years, 19",158.76,No Information,No Information,No Information,No Information,No Information,5.17% below/9.53% below/10.09% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,6.36%,4.3%,2.06%,1.76,0.19,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-03-25 (Price: 782.3)",Daily,No Exit Yet,No Price Target,2026-03-27 (Min),1.67%/2.95%,"0.0%, 0 days","2026-03-25 (Price: 782.3), 0.0% below",813.6702 (Historic Rise or Fall to Pivot)/805.3778 (Avg % Gain of Historic Winning trades)/809.52 (Function Specific Target)/1009.6 (Horizontal)/1299.7536 (F-Stack 1)/1565.406 (F-Stack 2)/962.01 (EMA 200)/825.8741 (Backtested Max)/795.3644 (Backtested Min),2026-07-20 (Max)/2026-03-27 (Min)/2026-05-01 (Avg),744.15/640.9/762.8018/626.4465/No stop loss/No stop loss/No EMA 200 Stop Loss,"81.82%, Past 4 years, 11",768.2,No Information,No Information,No Information,No Information,No Information,No Information,5.57%/1.67%/2.95%,"8.2%, 8.72%",2.7 months/2 days/26 days,5.13%,4.11%,1.02%,0.21,0.19,72.34%/141/15 days (Across ALL Assets),74.43%/528/15 days (Across ALL Assets)
SIGMASHELL,"HDFCBANK.NS, Long, 2026-03-23 (Price: 744.15)",Daily,No Exit Yet,784.2597 (Avg % Gain of Historic Winning trades),No Date Target,4.44%/22.97%,"5.13%, 2 days","2026-03-25 (Price: 782.3), 5.13% above",1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/962.01 (EMA 200)/817.0023 (Backtested Max),2026-11-12 (Max)/2026-06-09 (Min)/2026-08-30 (Avg),No Recent Minima/640.9/697.8792/606.5732/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 6",763.15,"-3.21, 100.0%",No Information,No Information,No Information,No Information,No Information,9.79%/0.8%/5.39%,"0%, 22.66%",5.4 months/1.8 month/3.7 months,11.48%,13.06%,-1.58%,1.43,0.69,60.98%/41/4.6 months (Across ALL Assets),63.37%/243/3.7 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-12-21 (Price: 203.39)",Weekly,2026-03-15 (Price: 194.75),No Price Target,2026-03-22 (Min),27.64%/30.92%,"-15.43%, 3.1 months","2026-03-25 (Price: 172.01), 15.43% below",225.1934 (Historic Rise or Fall to Pivot)/219.5595 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/260.6036 (Backtested Max),2026-08-12 (Max)/2026-04-30 (Avg),174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/191.27,"84.81%, Past 10 years, 79",202.72,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),64.17%/575/3.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-16 (Price: 194.93)",Weekly,2026-03-15 (Price: 194.75),No Price Target,2026-03-26 (Avg),22.33%/25.47%,"-11.76%, 4.3 months","2026-03-25 (Price: 172.01), 11.76% below",215.8265 (Historic Rise or Fall to Pivot)/210.4269 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/249.7638 (Backtested Max),2026-07-08 (Max)/2026-03-26 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/191.27,"84.81%, Past 10 years, 79",184.95,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,60.0%/25/3.6 months (Across ALL Assets),64.17%/575/3.3 months (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-23 (Price: 461.97)",Daily,No Exit Yet,No Price Target,2026-03-24 (Min),0.48%/0.69%,"0.47%, 2 days","2026-03-25 (Price: 464.14), 0.47% above",493.7535 (Historic Rise or Fall to Pivot)/471.81 (Avg % Gain of Historic Winning trades)/482.78 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/466.39 (EMA 200)/476.0601 (Backtested Max)/467.3289 (Backtested Min),2026-05-09 (Max)/2026-04-06 (Avg),455.89/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"86.67%, Past 4 years, 15",463.3,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,8.1%,6.92%,1.18%,0.39,0.46,72.34%/141/15 days (Across ALL Assets),74.43%/528/15 days (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-10 (Price: 477.7)",Daily,2026-03-20 (Price: 455.89),No Price Target,2026-03-24 (Avg),4.12%/5.11%,"-2.84%, 15 days","2026-03-25 (Price: 464.14), 2.84% below",510.5658 (Historic Rise or Fall to Pivot)/487.875 (Avg % Gain of Historic Winning trades)/499.22 (Function Specific Target)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/492.2698 (Backtested Max)/483.2413 (Backtested Min),2026-04-26 (Max),475.23/326.1/359.6128/249.2814/No F-Track Level/No F-Track Level/466.39,"86.67%, Past 4 years, 15",477.74,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,8.1%,6.92%,1.18%,0.39,0.46,72.34%/141/15 days (Across ALL Assets),74.43%/528/15 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-01 (Price: 68.82)",Weekly,No Exit Yet,80.7534 (Avg % Gain of Historic Winning trades)/80.74 (Function Specific Target),No Date Target,15.37%/29.73%,"17.47%, 24 days","2026-03-25 (Price: 80.84), 17.47% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/93.2649 (Backtested Max),2027-11-16 (Max)/2026-04-10 (Min)/2026-09-16 (Avg),47.63/38.425/68.3859/48.7635/No F-Track Level/No F-Track Level/52.74,"82.61%, Past 10 years, 23",67.08,No Information,No Information,No Information,No Information,No Information,17.47% above/17.47% above/17.47% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),11.41%/29.73%,"21.64%, 1.3 month","2026-03-25 (Price: 80.84), 21.64% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/90.0666 (Backtested Max),2027-11-02 (Max)/2026-03-27 (Min)/2026-09-02 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"82.61%, Past 10 years, 23",64.36,No Information,No Information,No Information,No Information,No Information,21.64% above/21.64% above/21.64% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.51%/148/5.1 months (Across ALL Assets),75.95%/262/3.7 months (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-23 (Price: 336.59)",Daily,No Exit Yet,344.7018 (Backtested Min),No Date Target,5.42%/7.96%,"2.57%, 2 days","2026-03-25 (Price: 345.25), 2.57% above",363.9548 (Historic Rise or Fall to Pivot)/372.7398 (Avg % Gain of Historic Winning trades)/401.62 (Function Specific Target)/411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/384.2175 (Backtested Max),2028-03-20 (Max)/2026-04-10 (Min)/2026-09-21 (Avg),323.51/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/289.05,"85.71%, Past 5 years, 14",340.115,No Information,No Information,No Information,"38.2% (Price: 327.4188), 5.45% above, Upmove Bounce Back","2025-11-21 (Price: 260.44), 2026-02-25 (Price: 368.82)",No Information,14.15%/2.41%/10.74%,"10.44%, 40.81%",1.4 year/13 days/4.2 months,24.17%,12.97%,11.2%,1.2,0.63,91.7%/277/5.4 months (Across ALL Assets),46.3%/54/5.3 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,348.2242 (F-Stack 1),No Date Target,15.13%/18.0%,"14.64%, 2.8 months","2026-03-25 (Price: 345.25), 14.64% above",407.3957 (Historic Rise or Fall to Pivot)/444.9491 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max)/397.4879 (Backtested Min),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 7",269.38,No Information,No Information,No Information,No Information,No Information,14.64% above/27.48% above/14.64% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.4%,9.16%,6.24%,0.71,0.47,100.0%/7/2.7 years (Across ALL Assets),33.33%/3/10.9 months (Across ALL Assets)
