Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,2026-03-29 (Price: 37.2),No Price Target,No Date Target,10.03%/11.42%,"3.48%, 10.8 months","2026-03-30 (Price: 37.2), 3.48% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.1005 (Backtested Max)/41.4468 (Backtested Min),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 12.87% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-12 (Price: 11.3)",Daily,No Exit Yet,No Price Target,2026-03-31 (Avg),0.46%/0.87%,"3.63%, 1.5 month","2026-03-30 (Price: 11.71), 3.63% above",11.8119 (Historic Rise or Fall to Pivot)/11.7644 (Avg % Gain of Historic Winning trades)/12.23 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.3712 (Backtested Max),2026-07-05 (Max)/2026-03-31 (Avg),10.83/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"96.15%, Past 4 years, 26",11.27,No Information,No Information,No Information,No Information,No Information,3.81% above/3.63% above/3.63% above,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,91.76%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-30 (Price: 11.71),No Price Target,No Date Target,10.87%/18.51%,"-7.06%, 1.4 year","2026-03-30 (Price: 11.71), 7.06% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,4.41% below/6.09% below/7.06% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1),No Date Target,2.66%/8.16%,"17.45%, 5 months","2026-03-30 (Price: 93.5), 17.45% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max)/95.9858 (Backtested Min),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 24.85% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.11%/38/1.6 year (Across ALL Assets),60.78%/51/9.8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,6.64%/7.38%,"19.12%, 9.1 months","2026-03-30 (Price: 93.5), 19.12% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 51.4% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.11%/38/1.6 year (Across ALL Assets),60.78%/51/9.8 months (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-03-30 (Price: 358.96)",Daily,No Exit Yet,No Price Target,2026-03-31 (Min),2.02%/3.49%,"0.0%, 0 days","2026-03-30 (Price: 358.96), 0.0% below",372.421 (Historic Rise or Fall to Pivot)/371.4877 (Avg % Gain of Historic Winning trades)/371.95 (Function Specific Target)/554.585 (Horizontal)/574.7462 (F-Stack 1)/615.9561 (F-Stack 2)/478.51 (EMA 200)/377.7336 (Backtested Max)/366.211 (Backtested Min),2026-07-12 (Max)/2026-03-31 (Min)/2026-04-14 (Avg),356.77/216.39/331.7514/251.1563/344.0816/286.6223/No EMA 200 Stop Loss,"75.0%, Past 4 years, 12",361.895,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.49%,"8.2%, 14.53%",2.4 months/1 day/11 days,5.6%,7.01%,-1.41%,0.17,0.37,69.85%/136/15 days (Across ALL Assets),71.95%/524/16 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-30 (Price: 200.95),No Price Target,No Date Target,21.65%/30.17%,"-8.41%, 1.3 year","2026-03-30 (Price: 200.95), 8.41% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,3.34% below/8.41% below/8.41% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
DELTADRIFT,"SPY, Long, 2026-03-16 (Price: 669.03)",Daily,2026-03-27 (Price: 634.09),No Price Target,2026-03-31 (Avg),7.16%/8.5%,"-5.54%, 14 days","2026-03-30 (Price: 631.97), 5.54% below",708.369 (Historic Rise or Fall to Pivot)/685.6888 (Avg % Gain of Historic Winning trades)/697.03 (Function Specific Target)/693.77 (Horizontal)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/695.925 (Backtested Max)/677.1922 (Backtested Min),2026-05-02 (Max)/2026-03-31 (Avg),662.29/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/661.79,"81.82%, Past 4 years, 11",668.38,No Information,No Information,No Information,No Information,No Information,No Information,4.02%/1.22%/2.49%,"5.43%, 5.45%",1.1 month/1 day/11 days,6.87%,8.78%,-1.91%,0.35,0.59,69.85%/136/15 days (Across ALL Assets),71.95%/524/16 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",Weekly,No Exit Yet,No Price Target,2026-03-27 (Min),17.55%/18.86%,"-9.59%, 1.4 month","2026-03-30 (Price: 144.72), 9.59% below",170.1224 (Historic Rise or Fall to Pivot)/172.02 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/176.8133 (Backtested Max),2027-05-25 (Max)/2026-07-04 (Avg),141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,"100.0%, Past 10 years, 19",158.76,No Information,No Information,No Information,No Information,No Information,4.65% below/9.03% below/9.59% below,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,6.36%,4.3%,2.06%,1.76,0.19,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
FRACTAL TRACK,"AMD, Long, 2026-03-22 (Price: 201.33)",Weekly,No Exit Yet,No Price Target,2026-04-01 (Min),18.67%/23.42%,"-2.63%, 8 days","2026-03-30 (Price: 196.04), 2.63% below",263.8832 (Historic Rise or Fall to Pivot)/241.9584 (Avg % Gain of Historic Winning trades)/328.84 (Function Specific Target)/267.02 (Horizontal)/273.8526 (F-Stack 1)/307.9609 (F-Stack 2)/263.0578 (Backtested Max)/232.6368 (Backtested Min),2028-10-15 (Max)/2026-04-01 (Min)/2027-05-08 (Avg),192.43/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/195.54,"83.33%, Past 20 years, 12",194.845,No Information,No Information,No Information,"38.2% (Price: 185.9012), 5.45% above, Upmove Bounce Back","2022-10-16 (Price: 54.57), 2025-11-02 (Price: 267.08)",No Information,30.66%/15.55%/20.18%,"17.29%, 60.71%",1.8 year/7 days/9.5 months,11.53%,7.36%,4.17%,1.23,0.44,89.66%/58/1.4 year (Across ALL Assets),52.32%/151/7.6 months (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2026-02-08 (Price: 327.16)",Weekly,No Exit Yet,No Price Target,2026-04-01 (Min),11.27%/13.11%,"-5.69%, 1.7 month","2026-03-30 (Price: 308.53), 5.69% below",348.9816 (Historic Rise or Fall to Pivot)/343.289 (Avg % Gain of Historic Winning trades)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/362.6569 (Backtested Max),2027-05-01 (Max)/2026-04-01 (Min)/2026-08-13 (Avg),303.26/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.64,"100.0%, Past 10 years, 19",319.0,No Information,No Information,No Information,No Information,No Information,2.05% below/3.43% below/5.69% below,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-22 (Price: 58.0)",Weekly,2026-03-29 (Price: 69.46),68.6522 (F-Stack 2)/69.0838 (Backtested Max),No Date Target,21.69%,"18.67%, 1.2 month","2026-03-30 (Price: 68.83), 18.67% above",83.76 (Function Specific Target),2026-07-24 (Max)/2026-04-03 (Min)/2026-05-11 (Avg),43.99/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/45.08,"86.36%, Past 10 years, 22",55.48,No Information,No Information,No Information,No Information,No Information,28.9% above/20.56% above/18.67% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",Weekly,2026-03-30 (Price: 141.2),No Price Target,No Date Target,30.16%/30.81%,"-18.39%, 2.2 years","2026-03-30 (Price: 141.2), 18.39% below",183.7885 (Historic Rise or Fall to Pivot)/184.7055 (Avg % Gain of Historic Winning trades)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/190.9511 (Backtested Max),No Next Date Target,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,"88.0%, Past 10 years, 25",170.9,No Information,No Information,No Information,No Information,No Information,17.21% below/18.39% below/18.39% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,8.06%,6.5%,1.56%,1.1,0.37,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2026-03-16 (Price: 28.49)",Daily,2026-03-30 (Price: 28.94),No Price Target,No Date Target,2.55%/4.24%,"1.58%, 14 days","2026-03-30 (Price: 28.94), 1.58% above",30.1681 (Historic Rise or Fall to Pivot)/29.678 (Avg % Gain of Historic Winning trades)/33.03 (Function Specific Target)/80.755 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/31.1 (EMA 200)/31.037 (Backtested Max),2026-11-14 (Max)/2026-04-22 (Avg),25.4/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.83%, Past 4 years, 24",28.47,No Information,No Information,No Information,No Information,No Information,2.19% above/1.58% above/1.58% above,8.94%/0.59%/4.17%,"40.68%, 51.29%",5.6 months/7 days/26 days,-13.53%,-4.79%,-8.74%,-0.19,0.05,91.76%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,2026-03-30 (Price: 87.0),90.0666 (Backtested Max),2026-03-27 (Min),20.54%/41.29%,"30.91%, 1.4 month","2026-03-30 (Price: 87.0), 30.91% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2),2027-11-02 (Max)/2026-09-02 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"82.61%, Past 10 years, 23",64.36,No Information,No Information,No Information,No Information,No Information,30.91% above/30.91% above/30.91% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,88.59%/149/5.1 months (Across ALL Assets),74.72%/265/3.7 months (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-11 (Price: 342.09)",Daily,No Exit Yet,No Price Target,2026-03-29 (Min),13.09%/19.4%,"-9.44%, 19 days","2026-03-30 (Price: 309.79), 9.44% below",369.9019 (Historic Rise or Fall to Pivot)/378.8305 (Avg % Gain of Historic Winning trades)/484.46 (Function Specific Target)/411.0319 (F-Stack 1)/449.8184 (F-Stack 2)/390.4957 (Backtested Max)/350.3344 (Backtested Min),2028-03-08 (Max)/2026-09-09 (Avg),323.51/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/290.48,"85.71%, Past 5 years, 14",340.745,No Information,No Information,No Information,"23.66% (Price: 312.6772), 0.92% below, Upmove Bounce Back","2023-04-27 (Price: 131.53), 2026-02-25 (Price: 368.82)",No Information,14.15%/2.41%/10.74%,"10.44%, 40.81%",1.4 year/13 days/4.2 months,24.17%,12.97%,11.2%,1.2,0.63,91.63%/263/5.4 months (Across ALL Assets),45.28%/53/5.8 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,126.1128 (Horizontal),No Date Target,-38.46%/-26.7%,"15.66%, 1.9 month","2026-03-30 (Price: 126.89), 15.66% below",78.09 (Function Specific Target)/93.0152 (F-Stack 2),2026-09-09 (Max)/2026-09-05 (Min)/2026-09-05 (Min),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/229.74,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,33.06% below/15.66% below/15.66% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/6 months (Across ALL Assets),0.0%/7/7.2 months (Across ALL Assets)
