Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2024-12-31 (Price: 403.84)",Monthly,2026-04-01 (Price: 381.26),No Price Target,No Date Target,25.78%/31.59%,"-5.59%, 1.3 year","2026-04-01 (Price: 381.26), 5.59% below",1013.1942 (Historic Rise or Fall to Pivot)/479.56 (Avg % Gain of Historic Winning trades)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/501.6904 (Backtested Max),2027-09-17 (Max)/2026-07-27 (Avg),175.79/167.4534/353.8797/223.4247/No F-Track Level/No F-Track Level/238.84,"83.33%, Past 20 years, 6",352.38,No Information,No Information,No Information,No Information,No Information,10.46% above/6.52% above/5.59% below,24.23%/7.79%/18.75%,"2.38%, 35.95%",1.9 year/8.2 months/1.1 year,26.58%,27.35%,-0.77%,0.0,1.0,93.41%/91/10.8 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2024-12-31 (Price: 403.84)",Quarterly,2026-04-01 (Price: 381.26),No Price Target,No Date Target,41.97%/48.18%,"-5.59%, 1.3 year","2026-04-01 (Price: 381.26), 5.59% below",1350.8448 (Historic Rise or Fall to Pivot)/2619.4678 (Avg % Gain of Historic Winning trades)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/2619.4678 (Backtested Max)/2619.4678 (Backtested Min),No Next Date Target,123.18/167.4534/353.8797/223.4247/No F-Track Level/No F-Track Level/238.84,"100.0%, Past 15 years, 4",262.67,No Information,No Information,No Information,No Information,No Information,5.59% below/32.14% above/5.59% below,548.64%/548.64%/548.64%,"-0.0%, 38.2%",1.3 year/1.3 year/1.3 year,48.16%,27.35%,20.81%,0.0,0.87,100.0%/17/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-03-31 (Price: 245.3)",Quarterly,2026-04-01 (Price: 295.38),No Price Target,No Date Target,27.98%/30.98%,"20.42%, 1 year","2026-04-01 (Price: 295.38), 20.42% above",386.88 (Function Specific Target)/378.0318 (Backtested Max),2030-05-21 (Max)/2027-05-22 (Min)/2028-02-06 (Avg),104.5/91.08/208.1524/186.1217/No F-Track Level/No F-Track Level/230.23,"100.0%, Past 45 years, 6",240.92,No Information,No Information,No Information,No Information,No Information,23.22% above/19.05% above/20.42% above,54.11%/10.04%/23.18%,"-0.0%, 36.16%",3.6 years/1.5 year/2 years,5.27%,6.11%,-0.84%,0.0,0.31,100.0%/17/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2024-06-30 (Price: 202.26)",Quarterly,2026-04-01 (Price: 295.38),No Price Target,No Date Target,5.53%/7.66%,"46.04%, 1.8 year","2026-04-01 (Price: 295.38), 46.04% above",318.02 (Function Specific Target)/311.7029 (Backtested Max),2029-08-20 (Max)/2026-08-21 (Min)/2027-05-08 (Avg),104.5/91.08/186.1217/130.0388/No F-Track Level/No F-Track Level/173.92,"100.0%, Past 45 years, 6",199.99,No Information,No Information,No Information,No Information,No Information,46.04% above/46.04% above/46.04% above,54.11%/10.04%/23.18%,"-0.0%, 36.16%",3.6 years/1.5 year/2 years,5.27%,6.11%,-0.84%,0.0,0.31,100.0%/17/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-22 (Price: 151.19)",Weekly,No Exit Yet,No Price Target,2026-04-03 (Min),7.05%/11.49%,"-5.16%, 1.3 month","2026-04-01 (Price: 143.39), 5.16% below",159.8683 (Historic Rise or Fall to Pivot)/161.3197 (Avg % Gain of Historic Winning trades)/192.68 (Function Specific Target)/167.5729 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/166.8684 (Backtested Max)/153.5032 (Backtested Min),2027-12-31 (Max)/2026-04-03 (Min)/2026-10-14 (Avg),130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.36,"88.46%, Past 10 years, 26",146.74,No Information,No Information,No Information,No Information,No Information,2.07% below/5.16% below/5.16% below,10.37%/1.53%/6.7%,"17.24%, 28.98%",1.3 year/28 days/5.4 months,6.0%,6.74%,-0.74%,0.0,0.38,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",Weekly,2026-04-01 (Price: 143.39),No Price Target,No Date Target,27.58%/28.74%,"-17.12%, 2.2 years","2026-04-01 (Price: 143.39), 17.12% below",182.9408 (Historic Rise or Fall to Pivot)/184.6017 (Avg % Gain of Historic Winning trades)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/190.9511 (Backtested Max),No Next Date Target,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,"88.46%, Past 10 years, 26",170.9,No Information,No Information,No Information,No Information,No Information,15.92% below/17.12% below/17.12% below,10.37%/1.53%/6.7%,"17.24%, 28.98%",1.3 year/28 days/5.4 months,6.0%,6.74%,-0.74%,0.0,0.38,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-03-27 (Price: 166.76)",Daily,No Exit Yet,No Price Target,2026-03-31 (Min),0.41%/0.72%,"2.72%, 5 days","2026-04-01 (Price: 171.3), 2.72% above",180.3176 (Historic Rise or Fall to Pivot)/171.9963 (Avg % Gain of Historic Winning trades)/176.16 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.84 (EMA 200)/172.5299 (Backtested Max),2026-05-13 (Max)/2026-04-14 (Avg),163.59/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",168.42,No Information,No Information,No Information,No Information,No Information,No Information,3.46%/2.44%/3.14%,"4.54%, 4.54%",1.1 month/3 days/13 days,6.7%,16.57%,-9.87%,0.0,1.08,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2026-02-02 (Price: 187.0)",Daily,No Exit Yet,No Price Target,2026-03-30 (Min),18.78%/21.16%,"-8.4%, 1.9 month","2026-04-01 (Price: 171.3), 8.4% below",207.5513 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/217.8176 (Backtested Max)/203.4747 (Backtested Min),2026-06-21 (Max)/2026-05-08 (Avg),183.5/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 6",184.41,"-3.82, 100.0%",No Information,No Information,No Information,No Information,No Information,16.48%/8.81%/10.99%,"-0.0%, 7.51%",3.2 months/1.3 month/2.2 months,15.04%,18.28%,-3.24%,0.0,1.14,64.0%/50/4.5 months (Across ALL Assets),59.47%/301/3.6 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2026-02-19 (Price: 37.6)",Daily,No Exit Yet,No Price Target,2026-03-31 (Min),9.79%/11.89%,"-0.85%, 1.4 month","2026-04-01 (Price: 37.28), 0.85% below",49.7 (Function Specific Target)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/41.7134 (Backtested Max),2029-12-27 (Max)/2026-12-24 (Avg),35.68/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.56,"91.67%, Past 5 years, 12",37.0,No Information,No Information,No Information,"23.66% (Price: 35.6878), 4.46% above, Upmove Bounce Back","2023-10-30 (Price: 20.29), 2025-11-26 (Price: 40.46)",No Information,10.94%/1.35%/5.84%,"1.6%, 45.4%",2.7 years/28 days/7.1 months,9.74%,2.32%,7.42%,0.0,0.11,91.75%/303/4.9 months (Across ALL Assets),60.59%/170/4.2 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,2026-03-29 (Price: 37.2),No Price Target,No Date Target,9.24%/9.79%,"3.7%, 10.8 months","2026-04-01 (Price: 37.28), 3.7% above",40.7242 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.1005 (Backtested Max),2032-12-03 (Max)/2028-01-26 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 9",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 13.11% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/3.48%/13.28%,"0%, 49.02%",5.3 years/3.3 months/1.9 year,6.17%,8.05%,-1.88%,0.0,0.42,88.33%/60/1.6 year (Across ALL Assets),52.69%/167/8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,7.01%/7.76%,"18.7%, 5.1 months","2026-04-01 (Price: 94.5), 18.7% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 26.19% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,7.78%,12.56%,-4.78%,0.0,0.64,95.0%/40/1.4 year (Across ALL Assets),62.12%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-04-01 (Price: 94.5),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,5.51%/6.25%,"20.4%, 9.2 months","2026-04-01 (Price: 94.5), 20.4% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 53.02% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,7.78%,12.56%,-4.78%,0.0,0.64,95.0%/40/1.4 year (Across ALL Assets),62.12%/66/9.7 months (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-03-30 (Price: 358.96)",Daily,2026-03-31 (Price: 370.17),No Price Target,2026-03-31 (Min),0.54%/0.58%,"2.9%, 2 days","2026-04-01 (Price: 369.37), 2.9% above",371.6672 (Historic Rise or Fall to Pivot)/371.38 (Avg % Gain of Historic Winning trades)/371.52 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/477.44 (EMA 200)/377.7336 (Backtested Max),2026-07-12 (Max)/2026-04-13 (Avg),356.77/216.39/350.287/331.7514/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 4 years, 14",361.895,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.46%,"8.2%, 14.53%",2.4 months/1 day/10 days,4.13%,6.1%,-1.97%,0.0,0.31,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-31 (Price: 572.13)",Daily,No Exit Yet,No Price Target,2026-04-01 (Min),2.0%/4.63%,"1.24%, 1 day","2026-04-01 (Price: 579.23), 1.24% above",606.0573 (Historic Rise or Fall to Pivot)/611.9502 (Avg % Gain of Historic Winning trades)/609.0 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/685.69 (EMA 200)/656.5764 (Backtested Max)/590.8387 (Backtested Min),2026-05-30 (Max)/2026-04-24 (Avg),525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"72.73%, Past 4 years, 11",549.98,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/6.96%,"19.19%, 19.41%",1.4 month/1 day/17 days,1.26%,9.51%,-8.25%,0.0,0.48,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
DELTADRIFT,"SPY, Long, 2026-03-16 (Price: 669.03)",Daily,2026-03-27 (Price: 634.09),No Price Target,2026-03-31 (Avg),3.35%/4.65%,"-2.06%, 16 days","2026-04-01 (Price: 655.24), 2.06% below",703.5519 (Historic Rise or Fall to Pivot)/685.6888 (Avg % Gain of Historic Winning trades)/694.62 (Function Specific Target)/693.77 (Horizontal)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/695.925 (Backtested Max)/677.1922 (Backtested Min),2026-05-02 (Max),662.29/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/662.31,"75.0%, Past 4 years, 12",668.38,No Information,No Information,No Information,No Information,No Information,No Information,4.02%/1.22%/2.49%,"5.43%, 5.47%",1.1 month/1 day/11 days,4.86%,7.0%,-2.14%,0.0,0.43,78.57%/168/13 days (Across ALL Assets),74.24%/621/15 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-21 (Price: 308.66)",Weekly,No Exit Yet,No Price Target,2026-04-04 (Avg),116.61%/128.49%,"-52.95%, 6.4 months","2026-04-01 (Price: 145.23), 52.95% below",348.971 (Historic Rise or Fall to Pivot)/331.8404 (Avg % Gain of Historic Winning trades)/468.66 (Function Specific Target)/376.1425 (F-Stack 2)/374.2502 (Backtested Max)/314.5863 (Backtested Min),2028-01-03 (Max)/2026-04-04 (Avg),226.13/82.7925/233.7381/167.1709/No F-Track Level/No F-Track Level/188.37,"96.67%, Past 10 years, 30",306.45,No Information,No Information,No Information,No Information,No Information,50.29% below/52.95% below/52.95% below,21.25%/1.92%/7.51%,"11.71%, 25.99%",1.6 year/28 days/4.5 months,9.45%,7.14%,2.31%,0.0,0.36,91.3%/161/4.7 months (Across ALL Assets),74.62%/390/4 months (Across ALL Assets)
