Symbol,Interval,Latest Horizontal,Today price,Difference (%),Type
ABNB,Daily,127.482,128.52,0.81,Support
CNR.TO,Quarterly,132.4,135.45,2.3,Support
CNR.TO,Weekly,138.38,135.45,2.12,Resistance
TFII.TO,Daily,137.2133,135.82,1.02,Resistance
TFII.TO,Weekly,138.708,135.82,2.08,Resistance
KXS.TO,Weekly,140.215,137.72,1.78,Resistance
KXS.TO,Daily,139.8917,137.72,1.55,Resistance
PG,Monthly,144.185,144.28,0.07,Support
PG,Weekly,143.8383,144.28,0.31,Support
XLV,Weekly,142.39,145.33,2.06,Support
XLV,Monthly,143.86,145.33,1.02,Support
ORCL,Weekly,149.505,149.68,0.12,Support
JPY=X,Weekly,159.617,159.22,0.25,Resistance
JPY=X,Daily,159.617,159.22,0.25,Resistance
JPY=X,Monthly,156.1598,159.22,1.96,Support
LULU,Daily,159.855,162.82,1.85,Support
LULU,Monthly,162.02,162.82,0.49,Support
LULU,Weekly,161.64,162.82,0.73,Support
NVDA,Daily,170.29,172.7,1.42,Support
WIPRO.NS,Weekly,189.645,190.9,0.66,Support
WIPRO.NS,Quarterly,185.0312,190.9,3.17,Support
WIPRO.NS,Daily,187.6062,190.9,1.76,Support
WIPRO.NS,Monthly,190.4575,190.9,0.23,Support
BYD.TO,Daily,190.7867,192.12,0.7,Support
BYD.TO,Weekly,196.2525,192.12,2.11,Resistance
BYD.TO,Monthly,192.548,192.12,0.22,Resistance
IWM,Monthly,238.15,242.22,1.71,Support
IWM,Quarterly,241.3233,242.22,0.37,Support
IWM,Weekly,247.4033,242.22,2.1,Resistance
JPM,Weekly,285.395,286.56,0.41,Support
MCD,Monthly,300.87,308.85,2.65,Support
MSFT,Daily,385.97,381.87,1.06,Resistance
MSFT,Weekly,386.805,381.87,1.28,Resistance
DIA,Daily,450.955,455.89,1.09,Support
BRK-B,Daily,488.245,480.94,1.5,Resistance
BRK-B,Weekly,488.245,480.94,1.5,Resistance
MA,Weekly,494.96,496.32,0.27,Support
MA,Daily,494.96,496.32,0.27,Support
META,Weekly,592.1,593.66,0.26,Support
META,Daily,601.475,593.66,1.3,Resistance
VGT,Daily,704.335,705.13,0.11,Support
HDFCBANK.NS,Daily,776.94,780.45,0.45,Support
HDFCBANK.NS,Weekly,778.865,780.45,0.2,Support
RELIANCE.NS,Daily,1423.075,1414.4,0.61,Resistance
ETH-USD,Monthly,2144.0975,2147.2095,0.15,Support
ETH-USD,Weekly,2144.0975,2147.2095,0.15,Support
ETH-USD,Daily,2128.2922,2147.2095,0.89,Support
^NZ50,Daily,13075.415,12989.9902,0.65,Resistance
^NZ50,Weekly,13110.8441,12989.9902,0.92,Resistance
^NZ50,Quarterly,13041.9167,12989.9902,0.4,Resistance
^DJI,Daily,45063.9941,45577.4688,1.14,Support
NIFTY_MIDCAP_100.NS,Weekly,54648.1016,54855.5,0.38,Support
BTC-USD,Quarterly,71269.8477,70534.8047,1.03,Resistance
BTC-USD,Monthly,70459.8682,70534.8047,0.11,Support
