Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,No Exit Yet,40.9296 (F-Stack 1)/41.4468 (Backtested Min),No Date Target,2.04%/4.54%,"14.69%, 9.8 months","2026-03-02 (Price: 41.23), 14.69% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/48.5677 (F-Stack 2)/43.1005 (Backtested Max),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 25.1% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",Monthly,No Exit Yet,40.9296 (F-Stack 1),No Date Target,10.46%/11.07%,"9.22%, 2 months","2026-03-02 (Price: 41.23), 9.22% above",47.0516 (Historic Rise or Fall to Pivot)/45.7945 (Avg % Gain of Historic Winning trades)/49.28 (Function Specific Target)/48.5677 (F-Stack 2)/46.3306 (Backtested Max)/45.5416 (Backtested Min),2035-02-19 (Max)/2026-06-22 (Min)/2030-09-16 (Avg),33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.35,"85.71%, Past 24 years, 7",37.5,No Information,No Information,No Information,"23.66% (Price: 34.9549), 17.95% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,4.68%,9.29%,-4.61%,0.75,0.49,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,6.03%/6.77%,"19.81%, 4.1 months","2026-03-02 (Price: 95.38), 19.81% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 27.37% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-02 (Price: 95.38),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,4.54%/5.27%,"21.52%, 8.2 months","2026-03-02 (Price: 95.38), 21.52% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 54.44% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,No Price Target,2026-03-04 (Min),2.61%/3.89%,"7.4%, 1.7 month","2026-03-02 (Price: 95.38), 7.4% above",99.0942 (Historic Rise or Fall to Pivot)/97.8686 (Avg % Gain of Historic Winning trades)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,7.4% above/8.86% above/7.4% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-30 (Price: 12.83)",Monthly,2026-03-02 (Price: 10.32),No Price Target,No Date Target,35.26%/36.08%,"-19.56%, 1.3 year","2026-03-02 (Price: 10.32), 19.56% below",13.959 (Historic Rise or Fall to Pivot)/15.7103 (Avg % Gain of Historic Winning trades)/14.55 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.8452 (Backtested Max)/14.0437 (Backtested Min),2027-08-17 (Max)/2026-05-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.15,"83.33%, Past 20 years, 12",12.4,No Information,No Information,No Information,No Information,No Information,13.64% below/17.77% below/19.56% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",Monthly,2026-03-02 (Price: 10.32),No Price Target,No Date Target,30.62%/31.42%,"-16.71%, 1.4 year","2026-03-02 (Price: 10.32), 16.71% below",13.4803 (Historic Rise or Fall to Pivot)/15.1716 (Avg % Gain of Historic Winning trades)/14.37 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.2333 (Backtested Max)/13.5621 (Backtested Min),2027-07-18 (Max)/2026-04-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.96,"83.33%, Past 20 years, 12",11.89,No Information,No Information,No Information,No Information,No Information,13.64% below/16.71% below/16.71% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",Monthly,2026-03-02 (Price: 10.32),No Price Target,2026-03-05 (Avg),25.98%/26.75%,"-13.64%, 1.4 year","2026-03-02 (Price: 10.32), 13.64% below",13.0016 (Historic Rise or Fall to Pivot)/14.6328 (Avg % Gain of Historic Winning trades)/14.19 (Function Specific Target)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/16.6213 (Backtested Max)/13.0805 (Backtested Min),2027-06-17 (Max)/2026-03-05 (Avg),8.14/9.246/11.0645/No support/No F-Track Level/No F-Track Level/10.75,"83.33%, Past 20 years, 12",11.3,No Information,No Information,No Information,No Information,No Information,13.64% below/13.64% below/13.64% below,39.09%/9.46%/22.45%,"38.71%, 46.41%",1.9 year/5 months/1 year,7.79%,10.92%,-3.13%,0.19,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2026-02-22 (Price: 78.67)",Weekly,2026-03-01 (Price: 96.24),No Price Target,No Date Target,13.36%/43.53%,"23.41%, 8 days","2026-03-02 (Price: 97.09), 23.41% above",139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.06 (EMA 200),2026-08-01 (Max)/2026-03-24 (Min)/2026-05-28 (Avg),76.87/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",76.92,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-12-29 (Price: 94.15)",Daily,No Exit Yet,97.3229 (Avg % Gain of Historic Winning trades),No Date Target,3.91%/10.93%,"3.12%, 2.1 months","2026-03-02 (Price: 97.09), 3.12% above",107.7 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.4 (EMA 200)/100.8817 (Backtested Max),2026-04-20 (Max),93.23/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"94.44%, Past 4 years, 18",93.99,No Information,No Information,No Information,No Information,No Information,2.77% above/3.12% above/3.12% above,7.15%/0.45%/3.37%,"0.57%, 20.2%",2.6 months/7 days/1.2 month,15.4%,9.17%,6.23%,1.08,0.47,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-02-06 (Price: 120.18)",Daily,2026-02-25 (Price: 135.92),No Price Target,2026-03-04 (Max),59.24%/77.06%,"13.21%, 24 days","2026-03-02 (Price: 136.05), 13.21% above",240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/216.64 (EMA 200),2026-03-04 (Max),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Support,"76.92%, Past 4 years, 13",121.94,No Information,No Information,No Information,No Information,No Information,No Information,4.82%/1.26%/2.69%,"8.44%, 9.99%",18 days/2 days/8 days,4.66%,6.27%,-1.61%,0.1,0.34,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-12-22 (Price: 182.89)",Daily,No Exit Yet,No Price Target,2026-03-01 (Avg),35.22%/39.51%,"-25.61%, 2.3 months","2026-03-02 (Price: 136.05), 25.61% below",192.1442 (Historic Rise or Fall to Pivot)/189.8032 (Avg % Gain of Historic Winning trades)/252.7 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/239.03 (EMA 200)/196.6799 (Backtested Max)/183.9691 (Backtested Min),2026-08-22 (Max),178.26/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 23",182.27,No Information,No Information,No Information,No Information,No Information,25.26% below/25.61% below/25.61% below,7.54%/0.59%/3.78%,"-0.0%, 12.09%",5.6 months/6 days/1.6 month,13.47%,0.63%,12.84%,1.42,-0.04,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,9.116 (Avg % Gain of Historic Winning trades)/9.07 (Function Specific Target),No Date Target,5.38%/22.08%,"14.38%, 10.3 months","2026-03-02 (Price: 9.15), 14.38% above",11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.97,"93.33%, Past 20 years, 15",7.965,No Information,No Information,No Information,"61.8% (Price: 7.75), 18.06% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",Daily,2026-02-26 (Price: 9.11),No Price Target,2026-02-28 (Avg),1.97%/22.08%,"6.4%, 1.6 month","2026-03-02 (Price: 9.15), 6.4% above",11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.3301 (Backtested Max),2026-08-04 (Max),7.91/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"82.05%, Past 4 years, 39",8.57,No Information,No Information,No Information,No Information,No Information,7.14% above/6.4% above/6.4% above,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-20 (Price: 45.8355)",Daily,2026-02-26 (Price: 47.225),No Price Target,2026-02-28 (Min),2.31%/24.48%,"2.79%, 10 days","2026-03-02 (Price: 47.1153), 2.79% above",58.65 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/48.2052 (Backtested Max),2026-05-13 (Max)/2026-03-19 (Avg),44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.72,"88.24%, Past 4 years, 17",45.29,No Information,No Information,No Information,No Information,No Information,2.79% above/2.79% above/2.79% above,5.17%/0.29%/1.78%,"10.32%, 33.2%",1.9 month/6 days/19 days,-4.35%,-2.2%,-2.15%,0.15,-0.21,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2024-09-30 (Price: 49.42)",Monthly,No Exit Yet,No Price Target,2026-03-05 (Min),9.9%/19.0%,"-4.66%, 1.4 year","2026-03-02 (Price: 47.1153), 4.66% below",57.856 (Avg % Gain of Historic Winning trades)/51.78 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/58.7505 (Backtested Max)/56.067 (Backtested Min),2026-11-21 (Max)/2026-03-05 (Min)/2026-06-17 (Avg),41.64/43.9425/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.44,"100.0%, Past 20 years, 5",49.2,No Information,No Information,No Information,No Information,No Information,4.33% below/5.18% below/4.66% below,18.88%/13.45%/17.07%,"-0.0%, 22.82%",1.5 year/1 year/1.2 year,5.75%,1.82%,3.93%,1.1,-0.01,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-02 (Price: 306.36),No Price Target,No Date Target,12.98%/34.7%,"8.71%, 4.1 months","2026-03-02 (Price: 306.36), 8.71% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,25.79% above/21.71% above/8.71% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-02 (Price: 208.39),No Price Target,No Date Target,17.31%/25.52%,"-5.01%, 1.2 year","2026-03-02 (Price: 208.39), 5.01% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,0.24% above/5.01% below/5.01% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
