Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2026-01-26 (Price: 182.44)",Daily,No Exit Yet,No Price Target,2026-03-19 (Avg),18.8%/24.92%,"-15.21%, 1.7 month","2026-03-17 (Price: 154.69), 15.21% below",194.3533 (Historic Rise or Fall to Pivot)/193.2404 (Avg % Gain of Historic Winning trades)/193.99 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/218.9 (EMA 200)/207.2883 (Backtested Max)/183.7718 (Backtested Min),2026-06-14 (Max)/2026-03-19 (Avg),173.88/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 19",179.1,No Information,No Information,No Information,No Information,No Information,12.68% below/15.21% below/15.21% below,13.62%/0.73%/5.92%,"-0.0%, 11.99%",3.2 months/6 days/1.2 month,18.7%,11.12%,7.58%,0.94,0.53,92.2%/295/1.2 month (Across ALL Assets),80.04%/516/1.4 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2026-03-10 (Price: 306.93)",Daily,No Exit Yet,No Price Target,2026-03-15 (Min),0.3%/3.72%,"0.81%, 7 days","2026-03-17 (Price: 309.41), 0.81% above",320.926 (Avg % Gain of Historic Winning trades)/332.86 (Function Specific Target)/345.4418 (F-Stack 1)/365.3613 (F-Stack 2)/339.8636 (Backtested Max)/310.3369 (Backtested Min),2026-06-30 (Max)/2026-04-09 (Avg),298.3/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/255.14,"100.0%, Past 4 years, 21",305.875,No Information,No Information,No Information,No Information,No Information,1.11% above/0.81% above/0.81% above,10.73%/1.11%/4.56%,"0%, 25.37%",2.6 months/4 days/21 days,18.52%,18.48%,0.04%,1.44,0.93,92.2%/295/1.2 month (Across ALL Assets),80.04%/516/1.4 month (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,2026-03-17 (Price: 309.41),No Price Target,No Date Target,11.87%/33.37%,"9.79%, 4.6 months","2026-03-17 (Price: 309.41), 9.79% above",346.1313 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/443.81 (Function Specific Target)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",241.18,No Information,No Information,No Information,No Information,No Information,27.04% above/22.92% above/9.79% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,12.41%,17.09%,-4.68%,1.16,0.87,91.46%/82/11.7 months (Across ALL Assets),64.84%/128/9.5 months (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2026-01-31 (Price: 112.8)",Monthly,No Exit Yet,No Price Target,2026-03-15 (Min),20.29%/28.93%,"-11.08%, 1.5 month","2026-03-17 (Price: 100.3), 11.08% below",129.3139 (Historic Rise or Fall to Pivot)/138.7666 (Avg % Gain of Historic Winning trades)/139.55 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/147.283 (Backtested Max)/120.6509 (Backtested Min),2032-01-30 (Max)/2027-05-28 (Avg),90.95/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/112.67,"80.0%, Past 64 years, 20",113.44,No Information,No Information,No Information,"50% (Price: 102.395), 2.05% below, Upmove Bounce Back","2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,7.35%,7.97%,-0.62%,0.97,0.4,90.24%/41/1.6 year (Across ALL Assets),64.41%/59/9.9 months (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2026-01-22 (Price: 113.21)",Daily,No Exit Yet,No Price Target,2026-03-19 (Avg),13.99%/15.3%,"-11.4%, 1.8 month","2026-03-17 (Price: 100.3), 11.4% below",114.3308 (Historic Rise or Fall to Pivot)/118.3497 (Avg % Gain of Historic Winning trades)/120.1 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/124.4404 (Backtested Max)/115.644 (Backtested Min),2026-08-27 (Max)/2026-03-19 (Avg),110.34/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/111.22,"94.12%, Past 4 years, 17",113.17,No Information,No Information,No Information,No Information,No Information,11.39% below/11.4% below/11.4% below,9.92%/2.15%/4.54%,"3.96%, 50.6%",5 months/7 days/1.3 month,-15.79%,-3.38%,-12.41%,0.77,-0.11,92.2%/295/1.2 month (Across ALL Assets),80.04%/516/1.4 month (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-02-01 (Price: 929.25)",Weekly,2026-03-15 (Price: 817.0),No Price Target,No Date Target,14.46%/15.23%,"-9.03%, 1.5 month","2026-03-17 (Price: 845.35), 9.03% below",1065.7568 (Historic Rise or Fall to Pivot)/1008.7938 (Avg % Gain of Historic Winning trades)/1037.28 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/967.62 (EMA 200)/1038.0652 (Backtested Max)/974.1328 (Backtested Min),2026-05-11 (Max)/2026-04-15 (Avg),916.1/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 4",906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,12.02%,10.83%,1.19%,2.91,0.65,76.92%/13/2.5 months (Across ALL Assets),82.91%/117/2.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-12-14 (Price: 1001.5)",Weekly,No Exit Yet,No Price Target,2026-03-15 (Min),18.53%/19.43%,"-15.59%, 3.1 months","2026-03-17 (Price: 845.35), 15.59% below",1105.8563 (Historic Rise or Fall to Pivot)/1078.1147 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1310.8633 (Backtested Max)/1002.0007 (Backtested Min),2026-10-14 (Max)/2026-04-27 (Avg),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/967.62,"82.0%, Past 10 years, 150",1000.0,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,30.89%/0.05%/7.65%,"18.53%, 37.24%",7 months/2.1 months/3.1 months,21.18%,9.63%,11.55%,0.72,0.57,60.0%/25/3.6 months (Across ALL Assets),65.45%/573/3.3 months (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2026-03-16 (Price: 5.38)",Daily,No Exit Yet,No Price Target,2026-03-17 (Min),0.96%/2.01%,"1.67%, 1 day","2026-03-17 (Price: 5.47), 1.67% above",5.6162 (Historic Rise or Fall to Pivot)/5.5801 (Avg % Gain of Historic Winning trades)/5.6 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.71 (EMA 200)/5.6329 (Backtested Max)/5.5226 (Backtested Min),2026-04-18 (Max)/2026-03-31 (Avg),5.34/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"77.78%, Past 4 years, 9",5.41,No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.72%,"9.78%, 16.99%",23 days/1 day/11 days,4.59%,-3.26%,7.85%,0.12,-0.21,79.86%/139/14 days (Across ALL Assets),73.89%/517/15 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-03-05 (Price: 5.67)",Daily,No Exit Yet,No Price Target,2026-03-15 (Min),4.13%/4.57%,"-3.53%, 12 days","2026-03-17 (Price: 5.47), 3.53% below",5.8764 (Historic Rise or Fall to Pivot)/5.8475 (Avg % Gain of Historic Winning trades)/5.9 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.72 (EMA 200)/6.0108 (Backtested Max)/5.6961 (Backtested Min),2027-02-28 (Max)/2026-07-09 (Avg),5.56/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.24%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,3.53% below/3.53% below/3.53% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.2%/295/1.2 month (Across ALL Assets),80.04%/516/1.4 month (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,6.37%/7.12%,"19.42%, 4.6 months","2026-03-17 (Price: 95.07), 19.42% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 26.95% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.24%/41/1.6 year (Across ALL Assets),64.41%/59/9.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-03-17 (Price: 95.07),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,4.88%/5.61%,"21.12%, 8.7 months","2026-03-17 (Price: 95.07), 21.12% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 53.94% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,90.24%/41/1.6 year (Across ALL Assets),64.41%/59/9.9 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-01-04 (Price: 188.85)",Weekly,2026-03-15 (Price: 180.25),No Price Target,No Date Target,30.41%/31.86%,"-3.66%, 2.4 months","2026-03-17 (Price: 181.93), 3.66% below",237.2523 (Historic Rise or Fall to Pivot)/265.051 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/520.905 (Backtested Max),2027-01-25 (Max)/2026-04-05 (Min)/2026-06-26 (Avg),175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/177.85,"83.7%, Past 10 years, 92",187.71,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,60.0%/25/3.6 months (Across ALL Assets),65.45%/573/3.3 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-17 (Price: 215.2),No Price Target,No Date Target,13.6%/21.55%,"-1.91%, 1.2 year","2026-03-17 (Price: 215.2), 1.91% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,3.52% above/1.91% below/1.91% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,91.46%/82/11.7 months (Across ALL Assets),64.84%/128/9.5 months (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2026-02-06 (Price: 70555.3906)",Daily,2026-03-16 (Price: 74832.75),74760.4919 (Avg % Gain of Historic Winning trades),No Date Target,5.5%/25.57%,"5.87%, 1.3 month","2026-03-17 (Price: 74700.4922), 5.87% above",124582.2656 (Horizontal)/136097.3501 (F-Stack 1)/177421.0223 (F-Stack 2)/93803.31 (EMA 200)/78810.3713 (Backtested Max),2026-04-29 (Max),62702.1/18304.4229/57447.2152/51395.9501/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 4 years, 15",62704.4531,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/2.55%/5.96%,"26.18%, 26.18%",1.9 month/2 days/10 days,6.02%,14.76%,-8.74%,0.14,0.5,79.86%/139/14 days (Across ALL Assets),73.89%/517/15 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-01-09 (Price: 499.1)",Daily,No Exit Yet,No Price Target,2026-03-15 (Max),3.45%/3.99%,"-1.31%, 2.2 months","2026-03-17 (Price: 492.58), 1.31% below",526.85 (Historic Rise or Fall to Pivot)/513.3743 (Avg % Gain of Historic Winning trades)/509.57 (Function Specific Target)/512.255 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/524.1548 (Backtested Max),No Next Date Target,496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,"100.0%, Past 4 years, 20",498.94,No Information,No Information,No Information,No Information,No Information,1.31% below/1.31% below/1.31% below,5.02%/0.7%/2.86%,"-0.0%, 7.4%",1.5 month/6 days/12 days,13.57%,9.62%,3.95%,1.78,0.57,92.2%/295/1.2 month (Across ALL Assets),80.04%/516/1.4 month (Across ALL Assets)
DELTADRIFT,"SPY, Long, 2026-03-16 (Price: 669.03)",Daily,No Exit Yet,No Price Target,2026-03-17 (Min),0.95%/2.22%,"0.26%, 1 day","2026-03-17 (Price: 670.79), 0.26% above",708.369 (Historic Rise or Fall to Pivot)/685.6888 (Avg % Gain of Historic Winning trades)/697.03 (Function Specific Target)/693.77 (Horizontal)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/695.925 (Backtested Max)/677.1922 (Backtested Min),2026-05-02 (Max)/2026-03-31 (Avg),662.29/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/659.41,"81.82%, Past 4 years, 11",668.38,No Information,No Information,No Information,No Information,No Information,No Information,4.02%/1.22%/2.49%,"5.43%, 5.45%",1.1 month/1 day/11 days,6.87%,8.78%,-1.91%,0.35,0.59,79.86%/139/14 days (Across ALL Assets),73.89%/517/15 days (Across ALL Assets)
