Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2023-04-27 - 2023-05-04,5 days,2023-05-08,59.29,2023-06-22,51.28,33 days,-13.5%,Rise by 3.76%,40.2%
Buy,2023-05-12 - 2023-05-25,9 days,2023-05-29,57.42,2023-06-22,51.28,18 days,-10.7%,Rise by -10.69%,29.5%
Sell,2023-06-06 - 2023-06-07,1 days,2023-06-12,54.15,2023-06-15,56.12,3 days,-3.6%,Fall by -1.88%,25.8%
Sell,2023-07-13 - 2023-07-25,8 days,2023-08-02,57.5,2023-08-04,59.89,2 days,-4.2%,Fall by 4.05%,21.7%
Buy,2023-08-17 - 2023-08-24,5 days,2023-08-28,57.2,2023-09-27,60.62,22 days,6.0%,Rise by 8.04%,27.6%
Buy,2023-10-06 - 2023-10-13,5 days,2023-10-18,58.0,2023-11-14,61.26,19 days,5.6%,Rise by 6.28%,33.3%
Sell,2023-12-19 - 2023-12-20,1 days,2023-12-28,63.43,2024-01-03,61.79,4 days,2.6%,Fall by 7.47%,35.9%
Sell,2024-01-29 - 2024-02-01,3 days,2024-02-06,60.01,2024-02-08,61.81,2 days,-3.0%,Fall by 6.38%,32.9%
Sell,2024-04-05 - 2024-04-08,1 days,2024-04-12,65.99,2024-04-16,65.66,2 days,0.5%,Fall by 2.29%,33.4%
Sell,2024-04-19 - 2024-04-25,4 days,2024-05-01,66.42,2024-05-02,65.81,1 days,0.9%,Fall by 2.92%,34.3%
Buy,2024-04-25 - 2024-04-29,2 days,2024-05-02,65.81,2024-05-13,72.18,7 days,9.7%,Rise by 11.09%,44.0%
Sell,2024-05-16 - 2024-05-21,3 days,2024-06-04,69.09,2024-06-17,66.24,9 days,4.1%,Fall by 6.67%,48.1%
Buy,2024-06-17 - 2024-06-19,2 days,2024-06-27,65.97,2024-07-12,69.51,11 days,5.4%,Rise by 9.44%,53.4%
Sell,2024-07-16 - 2024-07-17,1 days,2024-07-22,68.16,2024-07-26,65.73,4 days,3.6%,Fall by 14.99%,57.0%
Sell,2024-08-27 - 2024-08-29,2 days,2024-09-04,60.4,2024-09-12,50.77,6 days,15.9%,Fall by 11.23%,73.0%
Sell,2024-10-04 - 2024-10-07,1 days,2024-10-15,56.37,2024-10-22,56.04,5 days,0.6%,Fall by 3.67%,73.5%
Buy,2024-10-31 - 2024-11-05,3 days,2024-11-07,57.94,2024-11-18,61.74,7 days,6.6%,Rise by 16.85%,80.1%
Sell,2024-11-25 - 2024-12-03,6 days,2024-12-11,66.78,2024-12-16,65.58,3 days,1.8%,Fall by 13.1%,81.9%
Sell,2024-12-31 - 2025-01-02,2 days,2025-01-08,69.71,2025-01-13,69.16,3 days,0.8%,Fall by 13.73%,82.7%
Buy,2025-02-14 - 2025-02-21,5 days,2025-02-25,63.22,2025-03-10,53.13,9 days,-16.0%,Rise by -15.99%,66.7%
Buy,2025-04-03 - 2025-04-09,4 days,2025-04-11,37.07,2025-04-22,39.76,7 days,7.3%,Rise by 31.35%,74.0%
Sell,2025-04-29 - 2025-05-02,3 days,2025-05-14,47.65,2025-05-16,46.89,2 days,1.6%,Fall by 7.56%,75.6%
Buy,2025-06-02 - 2025-06-03,1 days,2025-06-17,49.35,2025-09-05,53.41,58 days,8.2%,Rise by 11.39%,83.8%
Sell,2025-06-20 - 2025-06-23,1 days,2025-06-30,45.09,2025-07-02,46.52,2 days,-3.2%,Fall by 0.91%,80.6%
Buy,2025-07-02 - 2025-07-11,7 days,2025-07-15,46.19,2025-08-22,49.79,28 days,7.8%,Rise by 19.01%,88.4%
Sell,2025-07-29 - 2025-07-31,2 days,2025-08-08,45.56,2025-08-11,44.7,1 days,1.9%,Fall by -21.16%,90.3%
Buy,2025-08-11 - 2025-08-12,1 days,2025-08-22,49.79,2025-09-05,53.41,10 days,7.3%,Rise by 10.4%,97.6%
Sell,2025-09-08 - 2025-09-09,1 days,2025-10-14,50.36,2025-10-20,47.58,4 days,5.5%,Fall by -9.61%,103.1%
Buy,2025-10-14 - 2025-10-20,4 days,2025-10-22,48.71,2025-10-31,55.2,7 days,13.3%,Rise by 13.32%,116.4%
